BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2022-09-23,РЖД-19 обл,RU000A0JQ7Z2,35.0,9930414.4,97.5,97.85,97.79,97.79,15.92,97.79,9.42,97.82,10155.0,97.79,97.79,97.79,9930414.4,9930414.4,9930414.4,2024-07-08,613.0,9.42,,,7.85,39.14,,2022-09-23,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-23,ДОМ.РФ14об,RU000A0JQAL8,1.0,1039.9,103.99,103.99,103.99,103.99,59.22,103.99,-10.92,103.99,1.0,,100.83,103.99,0.0,1594063.5,0.0,2023-05-15,53.0,-10.92,,,16.5,83.18,2022-11-15,2022-09-23,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-23,РЖД-23 обл,RU000A0JQRD9,130.0,6209168.1,97.1,98.12,97.16,97.16,13.76,97.25,9.45,98.12,6385.0,97.25,97.25,97.16,6209168.1,6209168.1,6209168.1,2025-01-16,779.0,9.4,,,7.85,39.14,,2022-09-23,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-23,ГлДорога 3,RU000A0JR4U9,7.0,5817.88,94.9,95.0,95.0,95.0,52.77,94.99,62.32,95.0,7.0,,90.2,95.0,0.0,322700657.06,0.0,2028-10-30,45.0,62.46,,,6.9,60.21,2022-11-07,2022-09-23,875.0,SUR,,,,,RUB,3
TQCB,2022-09-23,СЗКК 03,RU000A0JRU20,2.0,1577.4,95.6,95.6,95.6,95.6,46.14,95.6,359.82,95.6,2.0,,,95.6,0.0,0.0,0.0,2031-09-26,14.0,359.82,,,12.15,49.98,2022-10-07,2022-09-23,825.0,SUR,,,,,RUB,3
TQCB,2022-09-23,СЗКК 04,RU000A0JRU46,2.0,3225.75,96.0,99.5,99.5,99.5,46.14,97.75,31.27,96.0,4.0,,,99.5,0.0,0.0,0.0,2031-09-26,14.0,129.04,,,12.15,49.98,2022-10-07,2022-09-23,825.0,SUR,,,,,RUB,3
TQCB,2022-09-23,ВЭБ.РФ 21,RU000A0JS4Z7,1.0,10050.0,100.5,100.5,100.5,100.5,7.23,100.5,9.96,100.5,10.0,,101.92,100.5,0.0,500424.7,0.0,2032-02-17,158.0,9.96,,,10.99,54.8,2023-02-28,2022-09-23,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-23,РЖД-32 обл,RU000A0JSGV0,58.0,1774197.6,100.75,101.05,101.05,101.05,20.88,100.98,8.62,101.02,1757.0,100.98,100.98,101.05,1774197.6,1774197.6,1774197.6,2032-06-25,278.0,8.72,,,9.9,49.36,2023-07-07,2022-09-23,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-23,ФСК РС-22,RU000A0JSQ58,2.0,138000.1,100.0,100.01,100.0,100.0,14.54,100.0,9.34,100.01,138.0,,101.6,100.0,0.0,1163282.6,0.0,2027-07-21,624.0,9.34,,,9.15,45.62,2024-07-24,2022-09-23,1000.0,SUR,,9.2073,,2024-07-31,RUB,3
TQCB,2022-09-23,ВЭБ.РФ 18,RU000A0JT403,5.0,13609.1,89.83,96.56,96.56,96.56,36.77,90.73,9.82,89.83,15.0,,95.42,96.56,0.0,506677.0,0.0,2032-09-17,666.0,13.5,,,7.67,38.24,2024-09-27,2022-09-23,1000.0,SUR,,9.7284,,2024-10-01,RUB,3
