BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2022-08-03,АбрауДюрсо,ABRD,331.0,3850970.0,173.5,173.0,175.0,174.0,174.0,174.0,22140.0,174.0,174.0,174.0,3850970.0,3850970.0,3850970.0,0.0,3
SMAL,2022-08-03,Система ао,AFKS,14.0,803.82,13.804,13.522,14.62,,13.877,14.619,59.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-08-03,Система ао,AFKS,13166.0,310506256.3,13.76,13.51,14.1,13.779,13.877,13.779,22376400.0,13.877,13.877,13.779,310506256.3,310506256.3,310506256.3,0.0,3
TQBR,2022-08-03,Аэрофлот,AFLT,5533.0,114985357.4,26.9,26.74,27.2,26.96,26.98,26.96,4261670.0,26.98,26.98,26.96,114985357.4,114985357.4,114985357.4,0.0,3
TQBR,2022-08-03,AGRO-гдр,AGRO,3318.0,36436347.4,798.4,780.8,819.2,815.6,805.4,815.6,45236.0,805.4,805.4,815.6,36436347.4,36436347.4,36436347.4,0.0,3
TQTF,2022-08-03,AKGD ETF,AKGD,424.0,17121011.6,84.6,80.32,85.0,81.76,83.27,81.81,205606.0,83.27,83.27,81.76,17121011.6,17121011.6,17121011.6,16416677.75,3
TQTF,2022-08-03,ETF AKMB,AKMB,5874.0,3124931.11,1.1724,1.1643,1.1788,1.1703,1.1701,1.1712,2669486.0,1.1706,1.1706,1.1703,3124931.11,3124931.11,3124931.11,7300511.6,3
TQTF,2022-08-03,ETF AKME,AKME,287.0,505783.22,80.14,78.62,80.6,79.06,80.24,78.92,6358.0,79.56,79.56,79.06,505783.22,505783.22,505783.22,3109316.96,3
TQTF,2022-08-03,AKMM ETF,AKMM,40.0,230089.98,102.42,100.4,102.42,100.43,100.45,100.45,2291.0,,100.43,100.43,0.0,631804.04,0.0,14976536.45,3
TQTD,2022-08-03,AKQU ETF,AKQU,17.0,154059.8,88.4,88.4,90.2,90.2,90.2,90.2,1708.0,5426.32,5426.32,90.2,9268160.55,9268160.55,9268160.55,39047.14,3
TQBR,2022-08-03,Акрон,AKRN,603.0,18072486.0,16320.0,16014.0,16540.0,16050.0,16252.0,16050.0,1112.0,16252.0,16252.0,16050.0,18072486.0,18072486.0,18072486.0,0.0,3
TQTF,2022-08-03,ETF AKSC,AKSC,33.0,3612.64,39.62,39.6,40.92,40.46,40.16,40.52,90.0,,36.48,40.46,0.0,611185.72,0.0,56684.01,3
TQTF,2022-08-03,AKVG ETF,AKVG,32.0,17239.68,40.54,39.74,41.54,41.44,41.14,41.44,419.0,,37.22,41.44,0.0,523314.17,0.0,41047.21,3
SMAL,2022-08-03,АЛРОСА ао,ALRS,13.0,2924.79,64.05,62.51,64.05,,63.52,62.98,46.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-08-03,АЛРОСА ао,ALRS,17529.0,396596384.3,64.2,62.6,65.0,62.86,63.52,62.86,6243930.0,63.52,63.52,62.86,396596384.3,396596384.3,396596384.3,0.0,3
TQBR,2022-08-03,АшинскийМЗ,AMEZ,312.0,4611260.0,22.7,22.7,23.15,23.035,23.045,23.035,200100.0,23.045,23.045,23.035,4611260.0,4611260.0,4611260.0,0.0,3
TQTF,2022-08-03,AMRE ETF,AMRE,125.0,93611.7,70.1,69.2,70.9,69.8,70.3,69.8,1332.0,,70.8,69.8,0.0,500598.7,0.0,355805.09,3
TQTF,2022-08-03,AMRH ETF,AMRH,6.0,11216.78,99.26,99.24,99.46,99.24,99.26,99.24,113.0,,99.5,99.24,0.0,594060.74,0.0,109491.91,3
TQBR,2022-08-03,Аптеки36и6,APTK,652.0,593071.4,12.21,12.21,12.38,12.252,12.264,12.252,48360.0,12.264,12.264,12.252,593071.4,593071.4,593071.4,0.0,3
TQBR,2022-08-03,ИНАРКТИКА,AQUA,534.0,2836417.0,525.0,514.5,525.0,519.0,519.0,519.0,5467.0,519.0,519.0,519.0,2836417.0,2836417.0,2836417.0,0.0,3
SMAL,2022-08-03,Арсагера,ARSA,1.0,376.8,6.28,6.28,6.28,,5.88,6.28,60.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-08-03,Арсагера,ARSA,23.0,108778.0,5.84,5.74,5.9,5.75,5.88,5.74,18500.0,,5.73,5.75,0.0,852978.0,0.0,0.0,3
TQBR,2022-08-03,АстрЭнСб,ASSB,7.0,15856.0,0.6915,0.6875,0.6915,0.6895,0.6895,0.6875,23000.0,,0.6955,0.6895,0.0,504087.0,0.0,0.0,3
TQBR,2022-08-03,Авангрд-ао,AVAN,22.0,54780.0,845.0,840.0,850.0,850.0,845.0,850.0,65.0,,845.0,850.0,0.0,500940.0,0.0,0.0,3
TQBR,2022-08-03,Башнефт ао,BANE,512.0,4356366.5,976.5,969.0,996.0,978.0,982.0,978.0,4437.0,982.0,982.0,978.0,4356366.5,4356366.5,4356366.5,0.0,3
TQBR,2022-08-03,Башнефт ап,BANEP,1298.0,24672109.5,652.0,647.5,658.0,655.0,654.5,655.0,37704.0,654.5,654.5,655.0,24672109.5,24672109.5,24672109.5,0.0,3
TQTF,2022-08-03,BCSB ETF,BCSB,162.0,148751.02,10.278,10.13,10.294,10.256,10.24,10.29,14526.0,,10.158,10.256,0.0,542701.37,0.0,1313068.97,3
TQBR,2022-08-03,Белуга ао,BELU,2156.0,30694797.0,2444.0,2432.0,2514.0,2505.0,2485.0,2505.0,12353.0,2485.0,2485.0,2505.0,30694797.0,30694797.0,30694797.0,0.0,3
TQBR,2022-08-03,БашИнСв ап,BISVP,62.0,335354.0,7.1,7.1,7.25,7.2,7.17,7.2,46800.0,,7.14,7.2,0.0,506247.0,0.0,0.0,3
TQBR,2022-08-03,Белон ао,BLNG,137.0,554976.0,9.16,9.04,9.345,9.075,9.1,9.105,61000.0,9.1,9.1,9.075,554976.0,554976.0,554976.0,0.0,3
TQBR,2022-08-03,БурЗолото,BRZL,36.0,87158.0,769.0,764.0,769.0,765.0,765.0,765.0,114.0,,773.0,765.0,0.0,508362.0,0.0,0.0,3
SMAL,2022-08-03,БСП ао,BSPB,4.0,464.48,91.99,91.99,96.5,,85.86,96.5,5.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-08-03,БСП ао,BSPB,1836.0,22272876.5,86.28,85.4,86.51,85.72,85.86,85.72,259410.0,85.86,85.86,85.72,22272876.5,22272876.5,22272876.5,0.0,3
TQBR,2022-08-03,БСП ап,BSPBP,29.0,83125.0,13.2,13.1,13.25,13.2,13.2,13.2,6300.0,,13.3,13.2,0.0,514605.0,0.0,0.0,3
TQBR,2022-08-03,МКБ ао,CBOM,4004.0,183113486.5,4.975,4.951,5.066,5.019,5.02,5.019,36477800.0,5.02,5.02,5.019,183113486.5,183113486.5,183113486.5,0.0,3
TQBR,2022-08-03,РН-ЗапСиб,CHGZ,22.0,71636.0,38.4,38.2,38.6,38.4,38.4,38.4,1870.0,,39.2,38.4,0.0,501000.0,0.0,0.0,3
TQBR,2022-08-03,ЧКПЗ ао,CHKZ,1.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,5500.0,1.0,,5420.0,5500.0,0.0,503480.0,0.0,0.0,3
TQBR,2022-08-03,СевСт-ао,CHMF,27935.0,527173741.6,720.0,695.4,724.6,696.0,710.6,696.0,741880.0,710.6,710.6,696.0,527173741.6,527173741.6,527173741.6,0.0,3
