BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2022-07-19,РЖД-19 обл,RU000A0JQ7Z2,24.0,190697.9,98.25,100.25,98.39,98.39,1.72,98.3,8.95,100.25,194.0,,98.44,98.39,0.0,512869.5,0.0,2024-07-08,679.0,9.0,,,7.85,39.14,,2022-07-19,1000.0,SUR,,,,,RUB,3
TQCB,2022-07-19,ДОМ.РФ14об,RU000A0JQAL8,1.0,7280.0,104.0,104.0,104.0,104.0,29.38,104.0,3.91,104.0,7.0,,103.84,104.0,0.0,633400.0,0.0,2023-05-15,119.0,3.91,,,16.5,83.18,2022-11-15,2022-07-19,1000.0,SUR,,,,,RUB,3
TQCB,2022-07-19,ЗСД 02,RU000A0JRJL7,1.0,1000.1,100.01,100.01,100.01,100.01,16.02,100.01,10.71,100.01,1.0,,,100.01,0.0,0.0,0.0,2031-05-13,2147.0,10.71,,,10.44,52.06,,2022-07-19,1000.0,SUR,,,,,RUB,3
TQCB,2022-07-19,СЗКК 04,RU000A0JRU46,1.0,820.79,99.49,99.49,99.49,99.49,28.01,99.49,14.89,99.49,1.0,,,99.49,0.0,0.0,0.0,2031-09-26,80.0,14.89,,,12.15,49.98,2022-10-07,2022-07-19,825.0,SUR,,,,,RUB,3
TQCB,2022-07-19,ОткрФКББ03,RU000A0JRZ74,4.0,34034.3,72.02,75.89,75.89,75.89,0.0,75.63,9.67,72.03,45.0,,73.75,75.89,0.0,513319.1,0.0,2025-07-16,1093.0,9.8,,,0.01,0.05,,2022-07-19,1000.0,SUR,,,,,RUB,3
TQCB,2022-07-19,ЗСД 04,RU000A0JS4K9,1.0,1070.6,107.06,107.06,107.06,107.06,40.71,107.06,8.93,107.06,1.0,,,107.06,0.0,0.0,0.0,2032-02-06,2294.0,8.93,,,9.84,49.07,,2022-07-19,1000.0,SUR,,,,,RUB,3
TQCB,2022-07-19,ВЭБ.РФ 21,RU000A0JS4Z7,3.0,107219.0,101.15,101.15,101.15,101.15,42.15,101.15,9.18,101.15,106.0,101.13,101.15,101.15,1973084.7,1454535.0,1973084.7,2032-02-17,215.0,9.18,,,10.99,54.8,2023-02-28,2022-07-19,1000.0,SUR,,,,,RUB,3
TQCB,2022-07-19,МСП Банк 2,RU000A0JS603,6.0,85882.0,99.85,99.95,99.85,99.85,27.23,99.86,8.86,99.95,86.0,99.85,99.85,99.85,1310043.0,973548.5,1310043.0,2022-08-11,23.0,8.68,,,6.25,31.16,,2022-07-19,1000.0,SUR,,,8.1367,,RUB,3
TQCB,2022-07-19,РЖД-32 обл,RU000A0JSGV0,58.0,481283.7,99.81,100.93,100.63,100.63,2.98,100.69,9.41,99.9,478.0,,100.69,100.63,0.0,508472.7,0.0,2032-06-25,344.0,9.34,,,9.9,49.36,2023-07-07,2022-07-19,1000.0,SUR,,,,,RUB,3
TQCB,2022-07-19,ФСК РС-22,RU000A0JSQ58,3.0,52946.9,99.89,99.9,99.9,99.9,51.96,99.9,16.54,99.9,53.0,,100.01,99.9,0.0,957091.5,0.0,2027-07-21,8.0,16.54,,,10.9,54.35,2022-07-27,2022-07-19,1000.0,SUR,,7.5925,,2022-08-03,RUB,3
