BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-06-01,BYNRUB_TOD,BYNRUB_TOD,24.0125,23.85,24.0125,23.85,5.0,12098400.0,23.9572
CETS,2022-06-01,BYNRUB_TOM,BYNRUB_TOM,24.2075,23.7,24.8,24.8,96.0,28491087.5,23.8819
CETS,2022-06-01,CHF_TODTOM,CHFRUBTODTOM,0.0171,0.0171,0.0181,0.0181,2.0,13209540.0,0.0176
CNGD,2022-06-01,CHF_TODTOM,CHFRUBTODTOM,0.0344,-0.0145,0.0402,0.0348,200.0,65600707.39,
CETS,2022-06-01,CHFRUB_TOD,CHFRUB_TOD,69.5,69.5,69.5,69.5,1.0,69500.0,69.5
CETS,2022-06-01,CHFRUB_TOM,CHFRUB_TOM,67.05,64.6,69.75,65.0025,423.0,92192902.5,65.9935
CNGD,2022-06-01,CHFRUB_TOM,CHFRUB_TOM,69.8725,64.4025,69.8725,64.63,611.0,3526243.69,
CETS,2022-06-01,CNYRUB_TOD,CNY000000TOD,9.4077,9.3275,9.55,9.3501,1882.0,6495898873.9,9.3757
CETS,2022-06-01,CNY_TODTOM,CNYRUBTODTOM,0.0027,0.0027,0.00304,0.0028,385.0,58260521212.1,0.002969
CNGD,2022-06-01,CNY_TODTOM,CNYRUBTODTOM,3e-06,-0.0045,0.006349,0.006237,1069.0,1464040938.93,
CETS,2022-06-01,CNYRUB_TOM,CNYRUB_TOM,9.465,9.28,9.5519,9.306,11392.0,12007138055.6,9.3579
CNGD,2022-06-01,CNYRUB_TOM,CNYRUB_TOM,9.46,9.28,9.559,9.301,6701.0,536015084.46,
CETS,2022-06-01,EUR_TODTOM,EUR000TODTOM,0.0195,0.0156,0.0259,0.0158,938.0,73640315690.0,0.0229
CNGD,2022-06-01,EUR_TODTOM,EUR000TODTOM,0.0426,-0.0222,0.0435,0.0218,923.0,2785914863.53,
CETS,2022-06-01,EURRUB_TMS,EURRUB_TMS,62.3,62.3,64.8,64.6475,1845.0,15616553.76,64.0575
CNGD,2022-06-01,EURRUB_TMS,EURRUB_TMS,64.73,64.73,64.73,64.73,1.0,1.29,
CETS,2022-06-01,EURUSD_TOD,EURUSD000TOD,1.02329,1.02329,1.04989,1.0455,416.0,2455199542.29,1.03691
CNGD,2022-06-01,EURUSD_TOD,EURUSD000TOD,1.03,1.0197,1.0403,1.03,1993.0,95816195.06,
CETS,2022-06-01,EURUSD_TOM,EURUSD000TOM,1.01691,1.01209,1.053,1.04821,9890.0,46377327782.42,1.03917
CNGD,2022-06-01,EURUSD_TOM,EURUSD000TOM,1.03,1.0197,1.0403,1.0403,2119.0,101559393.58,
CETS,2022-06-01,EURUSDTDTM,EURUSDTODTOM,1e-06,-6e-06,1.5e-05,-6e-06,233.0,35796725476.02,9e-06
CNGD,2022-06-01,EURUSDTDTM,EURUSDTODTOM,0.000527,0.000118,0.000527,0.000125,22.0,112221.9,
CETS,2022-06-01,EURRUB_TOD,EUR_RUB__TOD,62.5,62.5,64.61,64.22,8927.0,27679327430.0,63.6447
CNGD,2022-06-01,EURRUB_TOD,EUR_RUB__TOD,62.2525,61.63,62.8751,62.8751,9416.0,255909863.04,
CETS,2022-06-01,EURRUB_TOM,EUR_RUB__TOM,62.15,62.145,64.64,64.38,26402.0,71732665960.0,63.7223
CNGD,2022-06-01,EURRUB_TOM,EUR_RUB__TOM,62.147,61.63,64.64,64.38,19123.0,1609719257.23,
CETS,2022-06-01,GBP_TODTOM,GBPRUBTODTOM,-0.1675,-0.1675,-0.1675,-0.1675,2.0,24102060.0,-0.1675
CNGD,2022-06-01,GBP_TODTOM,GBPRUBTODTOM,-0.1675,-0.1675,0.2647,0.2647,41.0,5582571.33,
CETS,2022-06-01,GBPRUB_TOD,GBPRUB_TOD,81.1,80.6,81.1,80.6,5.0,21700900.0,80.6725
CNGD,2022-06-01,GBPRUB_TOD,GBPRUB_TOD,81.5,81.5,82.315,81.5,575.0,4616136.48,
CETS,2022-06-01,GBPRUB_TOM,GBPRUB_TOM,82.35,78.2525,83.0,81.6,343.0,195038052.5,80.5277
CNGD,2022-06-01,GBPRUB_TOM,GBPRUB_TOM,78.7975,78.64,86.995,81.955,1196.0,11660130.68,
CETS,2022-06-01,GBPUSD_TOM,GBPUSD_TOM,1.33,1.33,1.33,1.33,2.0,2540052.49,1.33
CNGD,2022-06-01,GLD_TODTOM,GLDRUBTODTOM,2.2883,2.2883,2.3293,2.2883,25.0,1626302.95,
CNGD,2022-06-01,GLDRUB_TOD,GLDRUB_TOD,3390.0,3390.0,3390.0,3390.0,1.0,13560000.0,
CETS,2022-06-01,GLDRUB_TOM,GLDRUB_TOM,3550.0,3370.0,3550.0,3470.0,1727.0,63881451.82,3434.3
CETS,2022-06-01,GLD_TOM1W,GLDRUB_TOM1W,5.6731,5.6731,5.6731,5.6731,1.0,174291600.0,5.6731
CNGD,2022-06-01,HKD_TODTOM,HKDRUBTODTOM,0.0045,0.0028,0.0053,0.0053,144.0,34351606.53,
CETS,2022-06-01,HKDRUB_TOM,HKDRUB_TOM,8.75,8.3333,9.0,8.57,480.0,27020940.1,8.6578
CNGD,2022-06-01,HKDRUB_TOM,HKDRUB_TOM,9.2999,8.3493,9.2999,8.7012,1043.0,2872586.48,
CETS,2022-06-01,JPYRUB_TOM,JPYRUB_TOM,52.7,50.3022,52.7,52.0,93.0,113497979.2,51.6604
CNGD,2022-06-01,JPYRUB_TOM,JPYRUB_TOM,52.871,48.1593,53.489,51.3011,361.0,2572656.72,
CETS,2022-06-01,KZTRUB_TOM,KZTRUB_TOM,15.2475,14.2025,15.2475,14.53,199.0,54445560.5,14.4856
CNGD,2022-06-01,SLV_TODTOM,SLVRUBTODTOM,0.0323,0.0323,0.0323,0.0323,3.0,674231.8,
CETS,2022-06-01,SLVRUB_TOM,SLVRUB_TOM,52.05,48.31,52.05,49.07,312.0,3500114.0,49.02
CNGD,2022-06-01,TRY_TODTOM,TRYRUBTODTOM,1.3e-05,1.3e-05,0.0023,0.001887,102.0,34069951.07,
CETS,2022-06-01,TRYRUB_TOM,TRYRUB_TOM,3.779,3.7,3.9414,3.93,668.0,99153462.1,3.8179
CNGD,2022-06-01,TRYRUB_TOM,TRYRUB_TOM,3.6749,3.6749,3.9748,3.9512,2124.0,50480960.89,
CETS,2022-06-01,USDRUB_TOD,USD000000TOD,61.69,61.02,62.295,61.1,21841.0,61076040435.0,61.4543
CNGD,2022-06-01,USDRUB_TOD,USD000000TOD,62.01,60.5385,62.6301,61.2,122109.0,11254084315.48,
CETS,2022-06-01,USD_TODTOM,USD000TODTOM,0.0164,0.0164,0.0239,0.017,2209.0,311701675760.0,0.022
CNGD,2022-06-01,USD_TODTOM,USD000TODTOM,0.0185,-0.0219,0.0429,0.0404,22569.0,2959721467.85,
CETS,2022-06-01,USDRUB_TOM,USD000UTSTOM,61.46,61.035,62.32,61.28,55206.0,85842113452.5,61.4298
CNGD,2022-06-01,USDRUB_TOM,USD000UTSTOM,61.4375,60.5385,62.6301,61.2175,196193.0,18799189608.49,
CNGD,2022-06-01,USDCHFTDTM,USDCHFTODTOM,-0.000128,-0.000128,-0.000128,-0.000128,1.0,178.82,
CETS,2022-06-01,USDCHF_TOM,USDCHF_TOM,0.92,0.92,0.93,0.93,2.0,3275188.07,0.92909
CNGD,2022-06-01,USDCNYTDTM,USDCNYTODTOM,0.000799,-0.000799,0.000888,-0.000799,11.0,30353.63,
CETS,2022-06-01,USDCNY_TOM,USDCNY_TOM,6.51,6.51,6.68,6.562,1397.0,15425771646.77,6.59855
CETS,2022-06-01,USDKZT_TOD,USDKZT_TOD,424.2,424.2,424.2,424.2,2.0,1757980775.25,424.2
CETS,2022-06-01,USDRUB_TMS,USDRUB_TMS,62.3975,61.1,62.3975,61.2325,3852.0,26259885.66,61.4667
CNGD,2022-06-01,USDRUB_TMS,USDRUB_TMS,61.35,61.21,61.35,61.23,16.0,452.49,
