BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-10-25,AMDRUB_TOM,AMDRUB_TOM,16.1,15.725,16.1,15.86,45.0,279681.5,15.891
CNGD,2022-10-25,BYN_TODTOM,BYNRUBTODTOM,0.0137,0.0137,0.0137,0.0137,8.0,27349.56,
CETS,2022-10-25,BYNRUB_TOM,BYNRUB_TOM,25.0975,24.735,25.12,25.09,707.0,325759412.5,24.8349
CETS,2022-10-25,CNYRUB_TOD,CNY000000TOD,8.301,8.282,8.338,8.328,2471.0,5517493562.0,8.32
CNGD,2022-10-25,CNYRUB_TOD,CNY000000TOD,8.33,8.2487,8.4154,8.332,9547.0,3638370786.62,
CETS,2022-10-25,CNY_TODTOM,CNYRUBTODTOM,0.001216,0.001216,0.001825,0.001528,734.0,190526063781.3,0.001604
CNGD,2022-10-25,CNY_TODTOM,CNYRUBTODTOM,0.001574,-0.005934,0.005706,0.003937,3153.0,16493139678.17,
CETS,2022-10-25,CNYRUB_TMS,CNYRUB_TMS,8.4,8.0565,8.7058,8.7058,14.0,7333.75,8.249
CETS,2022-10-25,CNYRUB_TOM,CNYRUB_TOM,8.33,8.295,8.417,8.407,39745.0,70742654028.0,8.3261
CNGD,2022-10-25,CNYRUB_TOM,CNYRUB_TOM,8.329,8.2487,8.417,8.405,18531.0,13626219023.51,
CETS,2022-10-25,CNY_TOM1W,CNYRUB_TOM1W,0.0113,0.0113,0.0114,0.0114,2.0,37536333500.0,0.011344
CNGD,2022-10-25,CNY_TOM1W,CNYRUB_TOM1W,0.0114,0.0114,0.0114,0.0114,1.0,8341463000.0,
CETS,2022-10-25,EUR_TODTOM,EUR000TODTOM,0.0,-0.2458,0.0044,-0.1,964.0,23174610830.0,-0.0438
CNGD,2022-10-25,EUR_TODTOM,EUR000TODTOM,0.0,-0.0934,0.0372,0.0286,128.0,133173636.31,
CETS,2022-10-25,EURRUB_TMS,EURRUB_TMS,60.5,60.0025,61.55,61.55,1344.0,27281065.51,60.684
CETS,2022-10-25,EURUSD_TOD,EURUSD000TOD,0.98316,0.98137,0.99723,0.99133,310.0,1030446347.41,0.98766
CNGD,2022-10-25,EURUSD_TOD,EURUSD000TOD,0.99888,0.98899,0.99888,0.98899,741.0,6307696.85,
CETS,2022-10-25,EURUSD_TOM,EURUSD000TOM,0.98659,0.98203,0.99872,0.998,1901.0,6264729209.63,0.98788
CNGD,2022-10-25,EURUSD_TOM,EURUSD000TOM,0.99888,0.98899,0.99888,0.98899,741.0,6307696.85,
CETS,2022-10-25,EURUSDTDTM,EURUSDTODTOM,-5e-06,-0.002523,-1e-06,-0.0023,76.0,7359761249.75,-0.000218
CETS,2022-10-25,EURRUB_TOD,EUR_RUB__TOD,60.325,59.6,60.9875,60.95,6090.0,21673633972.5,60.551
CNGD,2022-10-25,EURRUB_TOD,EUR_RUB__TOD,61.1555,59.9445,61.1555,60.3,4546.0,234817803.75,
CETS,2022-10-25,EURRUB_TOM,EUR_RUB__TOM,60.8275,59.645,61.48,61.48,12385.0,39748061727.5,60.5409
CNGD,2022-10-25,EURRUB_TOM,EUR_RUB__TOM,61.04,59.9445,61.4725,61.3675,7082.0,142679012.48,
CETS,2022-10-25,GLD_TODTOM,GLDRUBTODTOM,0.4432,0.4432,0.4432,0.4432,3.0,245935772.0,0.4432
CNGD,2022-10-25,GLD_TODTOM,GLDRUBTODTOM,0.6648,-0.282,1.7729,1.4183,75.0,23709034.1,
CETS,2022-10-25,GLDRUB_TOM,GLDRUB_TOM,3213.02,3213.02,3264.46,3251.05,1978.0,181437004.53,3243.65
CNGD,2022-10-25,HKD_TODTOM,HKDRUBTODTOM,0.0,-0.00417,0.0043,0.003589,757.0,591435822.33,
CETS,2022-10-25,HKDRUB_TOD,HKDRUB_TOD,8.0487,8.0487,8.0487,8.0487,1.0,8048.7,8.0487
CNGD,2022-10-25,HKDRUB_TOD,HKDRUB_TOD,8.0487,7.9683,8.1292,8.0487,4264.0,75908961.66,
CETS,2022-10-25,HKDRUB_TOM,HKDRUB_TOM,7.8555,7.8201,7.9776,7.9258,2573.0,289996523.3,7.9212
CNGD,2022-10-25,HKDRUB_TOM,HKDRUB_TOM,7.86,7.7934,8.1292,7.9104,11800.0,165001526.12,
CETS,2022-10-25,KZTRUB_TOM,KZTRUB_TOM,13.225,13.1675,13.35,13.3,338.0,192302658.25,13.2908
CNGD,2022-10-25,SLV_TODTOM,SLVRUBTODTOM,0.0193,0.0193,0.0193,0.0193,4.0,9509.43,
CETS,2022-10-25,SLVRUB_TOM,SLVRUB_TOM,44.24,44.05,44.75,44.69,499.0,7205122.0,44.45
CNGD,2022-10-25,TRY_TODTOM,TRYRUBTODTOM,0.0,0.0,0.001328,0.001328,121.0,49184092.28,
CETS,2022-10-25,TRYRUB_TOM,TRYRUB_TOM,3.3298,3.3002,3.3298,3.3142,135.0,29606708.9,3.3113
CNGD,2022-10-25,TRYRUB_TOM,TRYRUB_TOM,3.3012,3.2775,3.3389,3.3147,798.0,329068955.21,
CETS,2022-10-25,USDRUB_TOD,USD000000TOD,61.3925,61.16,61.55,61.335,16363.0,57255759970.0,61.3298
CNGD,2022-10-25,USDRUB_TOD,USD000000TOD,61.41,60.7836,62.0267,61.49,49429.0,5935564267.31,
