BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2022-10-25,РЖД-19 обл,RU000A0JQ7Z2,26.0,61691.7,99.17,100.9,99.28,99.28,22.8,99.5,8.47,100.29,62.0,,98.95,99.28,0.0,10381427.3,0.0,2024-07-08,582.0,8.32,,,7.85,39.14,,2022-10-25,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-25,РЖД-23 обл,RU000A0JQRD9,40.0,167804.2,98.7,98.71,98.71,98.71,20.65,98.71,8.67,98.71,170.0,,98.72,98.71,0.0,500514.0,0.0,2025-01-16,747.0,8.67,,,7.85,39.14,,2022-10-25,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-25,СЗКК 03,RU000A0JRU20,3.0,10374.0,100.0,100.0,100.0,100.0,6.81,100.0,17.96,100.0,13.0,,99.66,100.0,0.0,507404.31,0.0,2031-09-26,164.0,17.96,,,17.3,68.84,2023-04-07,2022-10-25,798.0,SUR,,,,,RUB,3
TQCB,2022-10-25,СЗКК 04,RU000A0JRU46,3.0,11172.0,100.0,100.0,100.0,100.0,6.81,100.0,17.96,100.0,14.0,100.0,99.99,100.0,829094.07,827466.15,829094.07,2031-09-26,164.0,17.96,,,17.3,68.84,2023-04-07,2022-10-25,798.0,SUR,,,,,RUB,3
TQCB,2022-10-25,ОткрФКББ03,RU000A0JRZ74,1.0,786.8,78.68,78.68,78.68,78.68,0.03,78.68,9.22,78.68,1.0,,76.02,78.68,0.0,532132.1,0.0,2025-07-16,995.0,9.22,,,0.01,0.05,,2022-10-25,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-25,ВЭБ.РФ 21,RU000A0JS4Z7,8.0,16101.0,100.41,101.0,101.0,101.0,16.86,100.63,8.06,100.41,16.0,,102.94,101.0,0.0,500303.2,0.0,2032-02-17,126.0,9.21,,,10.99,54.8,2023-02-28,2022-10-25,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-25,РЖД-32 обл,RU000A0JSGV0,12.0,639757.5,100.86,101.08,100.88,100.88,29.56,101.07,8.71,100.91,633.0,101.07,101.07,100.88,639757.5,639757.5,639757.5,2032-06-25,247.0,8.42,,,9.9,49.36,2023-07-07,2022-10-25,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-25,ФСК РС-22,RU000A0JSQ58,1.0,2002000.0,100.1,100.1,100.1,100.1,22.56,100.1,9.28,100.1,2000.0,100.12,100.11,100.1,2285658.6,2226465.1,2285658.6,2027-07-21,592.0,9.28,,,9.15,45.62,2024-07-24,2022-10-25,1000.0,SUR,,9.165,,2024-07-31,RUB,3
TQCB,2022-10-25,ВЭБ.РФ 18,RU000A0JT403,7.0,11582.8,95.03,99.02,99.02,99.02,5.25,96.52,8.39,97.99,12.0,,,99.02,0.0,0.0,0.0,2032-09-17,663.0,9.92,,,7.67,38.24,2024-09-27,2022-10-25,1000.0,SUR,,8.3365,,2024-10-01,RUB,3
TQCB,2022-10-25,ВЭБ.РФ 19,RU000A0JT6B2,5.0,4904.6,97.6,98.66,98.65,98.09,3.89,98.09,8.67,97.6,5.0,,97.38,98.09,0.0,815035.1,0.0,2032-09-23,507.0,9.12,,,7.48,37.3,2024-04-04,2022-10-25,1000.0,SUR,,8.5894,,2024-04-08,RUB,3
