BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2022-10-25,АбрауДюрсо,ABRD,372.0,3455630.0,183.5,179.5,183.5,181.0,180.5,181.0,19120.0,180.5,180.5,181.0,3455630.0,3455630.0,3455630.0,0.0,3
SMAL,2022-10-25,Система ао,AFKS,4.0,133.98,11.892,11.892,12.485,,12.195,12.485,11.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-25,Система ао,AFKS,25405.0,426684331.6,11.8,11.779,12.5,12.5,12.195,12.321,34989200.0,12.163,12.163,12.5,355964690.1,355964690.1,355964690.1,0.0,3
SMAL,2022-10-25,Аэрофлот,AFLT,3.0,308.32,23.82,23.82,26.2,,24.94,26.2,12.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-25,Аэрофлот,AFLT,12847.0,129010245.6,24.78,24.44,25.28,25.1,24.94,25.16,5172910.0,24.88,24.88,25.1,100022273.8,100022273.8,100022273.8,0.0,3
TQBR,2022-10-25,AGRO-гдр,AGRO,4321.0,39474701.0,816.4,816.4,826.8,825.8,823.0,825.8,47964.0,823.0,823.0,825.8,39474701.0,39474701.0,39474701.0,0.0,3
TQTF,2022-10-25,AKGD ETF,AKGD,670.0,1152237.7,76.65,74.82,77.61,76.37,75.97,76.36,15165.0,75.98,75.98,76.37,1152237.7,1152237.7,1152237.7,24138563.13,3
TQTF,2022-10-25,ETF AKMB,AKMB,8244.0,4590711.79,1.187,1.1804,1.1944,1.1841,1.1847,1.1855,3869180.0,1.1865,1.1865,1.1841,4590711.79,4590711.79,4590711.79,7796672.63,3
TQTF,2022-10-25,ETF AKME,AKME,361.0,2132231.58,82.46,81.58,84.78,84.44,83.36,84.44,25567.0,83.4,83.4,84.44,2132231.58,2132231.58,2132231.58,3238304.32,3
TQTF,2022-10-25,AKMM ETF,AKMM,65.0,52351089.21,102.19,102.04,102.19,102.05,102.05,102.04,512974.0,102.05,102.05,102.05,52351089.21,52351089.21,52351089.21,21978367.58,3
TQBR,2022-10-25,Акрон,AKRN,818.0,36130302.0,15010.0,14954.0,15298.0,15296.0,15180.0,15296.0,2380.0,15180.0,15180.0,15296.0,36130302.0,36130302.0,36130302.0,0.0,3
TQTF,2022-10-25,ETF AKSC,AKSC,41.0,7826.28,34.48,33.86,35.5,35.44,35.0,35.28,223.0,,34.14,35.44,0.0,577617.01,0.0,164828.84,3
TQTF,2022-10-25,AKVG ETF,AKVG,54.0,5606.48,35.94,34.26,35.98,35.76,35.4,35.94,157.0,,33.52,35.76,0.0,626871.8,0.0,208950.76,3
SMAL,2022-10-25,АЛРОСА ао,ALRS,11.0,1565.24,67.0,67.0,74.19,,66.43,67.02,22.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-25,АЛРОСА ао,ALRS,39981.0,963313015.2,66.02,65.53,67.3,66.9,66.43,66.96,14500820.0,66.38,66.38,66.9,871029463.7,871029463.7,871029463.7,0.0,3
TQBR,2022-10-25,АшинскийМЗ,AMEZ,1456.0,21159410.0,26.0,25.515,26.65,26.05,26.225,26.05,806800.0,26.225,26.225,26.05,21159410.0,21159410.0,21159410.0,0.0,3
TQTF,2022-10-25,AMRB ETF,AMRB,80.0,78666.6,103.6,103.1,105.1,104.8,103.6,104.9,759.0,,,104.8,0.0,0.0,0.0,2716.48,3
TQTF,2022-10-25,AMRE ETF,AMRE,161.0,4191979.9,70.7,68.3,70.7,70.4,69.0,70.4,60755.0,69.0,69.0,70.4,4191979.9,4191979.9,4191979.9,468371.69,3
TQTF,2022-10-25,AMRH ETF,AMRH,17.0,9107.56,103.16,101.18,103.28,103.28,102.34,103.28,89.0,,101.8,103.28,0.0,524280.22,0.0,482937.07,3
TQBR,2022-10-25,Аптеки36и6,APTK,3066.0,13539445.32,12.296,11.96,12.432,12.202,12.25,12.202,1105220.0,12.25,12.25,12.202,13539445.32,13539445.32,13539445.32,0.0,3
TQBR,2022-10-25,ИНАРКТИКА,AQUA,2652.0,25994123.0,527.5,526.5,560.0,538.0,540.0,538.0,48121.0,540.0,540.0,538.0,25994123.0,25994123.0,25994123.0,0.0,3
TQBR,2022-10-25,Арсагера,ARSA,41.0,81816.0,5.14,5.08,5.3,5.15,5.18,5.15,15800.0,,5.1,5.15,0.0,504166.0,0.0,0.0,3
TQBR,2022-10-25,АстрЭнСб,ASSB,44.0,94300.5,0.7155,0.703,0.7175,0.716,0.709,0.7175,133000.0,,0.7285,0.716,0.0,501106.0,0.0,0.0,3
TQBR,2022-10-25,Авангрд-ао,AVAN,83.0,201530.0,930.0,915.0,960.0,940.0,940.0,940.0,214.0,,925.0,940.0,0.0,501975.0,0.0,0.0,3
TQBR,2022-10-25,Башнефт ао,BANE,1077.0,9694524.5,911.0,906.5,938.5,928.5,926.5,928.5,10461.0,926.5,926.5,928.5,9694524.5,9694524.5,9694524.5,0.0,3
TQBR,2022-10-25,Башнефт ап,BANEP,1764.0,26820524.0,620.0,615.5,634.0,634.0,626.0,634.0,42828.0,626.0,626.0,634.0,26820524.0,26820524.0,26820524.0,0.0,3
TQTF,2022-10-25,BCSB ETF,BCSB,182.0,490446.32,10.446,10.446,10.578,10.536,10.552,10.542,46476.0,,10.55,10.536,0.0,500163.96,0.0,392764.21,3
TQBR,2022-10-25,Белуга ао,BELU,2963.0,62375544.0,2815.0,2808.0,2845.0,2819.0,2821.0,2819.0,22108.0,2821.0,2821.0,2819.0,62375544.0,62375544.0,62375544.0,0.0,3
TQBR,2022-10-25,БашИнСв ап,BISVP,70.0,337438.0,7.3,7.15,7.36,7.31,7.24,7.36,46600.0,,7.23,7.31,0.0,575368.0,0.0,0.0,3
TQBR,2022-10-25,Белон ао,BLNG,265.0,1064740.5,8.62,8.565,8.765,8.685,8.69,8.685,122500.0,8.69,8.69,8.685,1064740.5,1064740.5,1064740.5,0.0,3
TQTF,2022-10-25,BOND ETF,BOND,45.0,394822.6,1028.0,1018.0,1032.8,1027.6,1025.6,1026.6,385.0,,1025.6,1027.6,0.0,525098.8,0.0,2245416.83,3
TQBR,2022-10-25,БурЗолото,BRZL,201.0,891741.0,784.0,773.0,805.0,787.0,786.0,787.0,1135.0,786.0,786.0,787.0,891741.0,891741.0,891741.0,0.0,3
SMAL,2022-10-25,БСП ао,BSPB,2.0,573.57,85.4,85.4,105.79,,88.73,105.79,6.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-25,БСП ао,BSPB,1948.0,16029407.2,88.2,87.23,89.37,88.82,88.73,88.82,180650.0,88.73,88.73,88.82,16029407.2,16029407.2,16029407.2,0.0,3
TQBR,2022-10-25,БСП ап,BSPBP,128.0,1275705.0,17.9,17.65,18.7,18.35,18.4,18.45,69400.0,18.4,18.4,18.35,1275705.0,1275705.0,1275705.0,0.0,3
SMAL,2022-10-25,МКБ ао,CBOM,1.0,618.75,6.25,6.25,6.25,,6.252,6.25,99.0,,,,0.0,0.0,0.0,0.0,3
