BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-07-04,AMDRUB_TOM,AMDRUB_TOM,15.0,14.0,15.0,15.0,6.0,8900.0,14.8333
CNGD,2022-07-04,BYN_TODTOM,BYNRUBTODTOM,0.0114,0.0114,0.0114,0.0114,3.0,42068.21,
CETS,2022-07-04,BYNRUB_TOM,BYNRUB_TOM,21.5,21.05,21.9,21.18,191.0,38074522.5,21.2588
CETS,2022-07-04,CNYRUB_TOD,CNY000000TOD,9.0,8.6581,9.03,8.72,1742.0,3210261853.0,8.7824
CETS,2022-07-04,CNY_TODTOM,CNYRUBTODTOM,0.002395,0.002,0.002395,0.00214,224.0,107848511213.4,0.002086
CNGD,2022-07-04,CNY_TODTOM,CNYRUBTODTOM,0.0,-0.0037,0.0048,0.003834,1949.0,4713818077.31,
CETS,2022-07-04,CNYRUB_TOM,CNYRUB_TOM,8.79,8.45,9.044,8.675,33664.0,33487886932.1,8.6788
CNGD,2022-07-04,CNYRUB_TOM,CNYRUB_TOM,8.8725,8.45,9.0162,8.6634,10754.0,2172796190.88,
CETS,2022-07-04,CNY_TOM1W,CNYRUB_TOM1W,0.0138,0.0138,0.0138,0.0138,1.0,8758978000.0,0.0138
CETS,2022-07-04,EUR_TODTOM,EUR000TODTOM,0.0067,0.0067,0.0214,0.015,1093.0,46976759960.0,0.0137
CNGD,2022-07-04,EUR_TODTOM,EUR000TODTOM,0.008,-0.0178,0.0845,0.0148,1125.0,29676116495.33,
CETS,2022-07-04,EURRUB_TMS,EURRUB_TMS,58.0,56.7,58.6575,58.04,3386.0,28906024.66,57.4512
CNGD,2022-07-04,EURRUB_TMS,EURRUB_TMS,57.25,57.0,57.25,57.2,6.0,119.51,
CETS,2022-07-04,EURUSD_TOM,EURUSD000TOM,1.04,1.0355,1.048,1.0425,8398.0,33847246817.78,1.03894
CETS,2022-07-04,EURRUB_TOD,EUR_RUB__TOD,58.49,56.7,58.795,56.99,9644.0,26682189605.0,57.2305
CNGD,2022-07-04,EURRUB_TOD,EUR_RUB__TOD,57.25,57.25,57.25,57.25,1.0,11450.0,
CETS,2022-07-04,EURRUB_TOM,EUR_RUB__TOM,57.66,56.6925,58.9,57.75,20395.0,53272914595.0,57.2189
CNGD,2022-07-04,EURRUB_TOM,EUR_RUB__TOM,58.1025,56.7025,58.96,57.79,9231.0,814531356.87,
CETS,2022-07-04,GBP_TODTOM,GBPRUBTODTOM,0.0,0.0,0.0,0.0,2.0,20254350.0,
CNGD,2022-07-04,GBP_TODTOM,GBPRUBTODTOM,-0.02,-0.0213,0.0328,0.0296,57.0,20613913.91,
CETS,2022-07-04,GBPRUB_TOD,GBPRUB_TOD,70.2525,69.9425,70.2525,69.9425,2.0,2168527.5,69.9525
CETS,2022-07-04,GBPRUB_TOM,GBPRUB_TOM,68.555,67.93,69.8,68.3,270.0,102997282.5,68.2101
