BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CNGD,2022-06-17,BYN_TODTOM,BYNRUBTODTOM,0.0171,0.0171,0.0171,0.0171,3.0,30687.8,
CETS,2022-06-17,BYNRUB_TOM,BYNRUB_TOM,22.8,22.41,23.1,23.09,101.0,23935212.5,22.4955
CETS,2022-06-17,CNYRUB_TOD,CNY000000TOD,8.6899,8.55,8.708,8.59,1572.0,2356554651.9,8.6026
CNGD,2022-06-17,CNYRUB_TOD,CNY000000TOD,8.6,8.6,8.6,8.6,2.0,98906716.6,
CETS,2022-06-17,CNY_TODTOM,CNYRUBTODTOM,0.00635,0.005005,0.006398,0.0059,244.0,89721130430.7,0.006066
CNGD,2022-06-17,CNY_TODTOM,CNYRUBTODTOM,3.8e-05,-0.008159,0.013481,0.013481,1530.0,5192725606.1,
CETS,2022-06-17,CNYRUB_TOM,CNYRUB_TOM,8.6265,8.43,8.6746,8.43,21828.0,25747688254.7,8.5436
CNGD,2022-06-17,CNYRUB_TOM,CNYRUB_TOM,8.6358,8.43,8.6736,8.452,8115.0,160380932.58,
CETS,2022-06-17,CNY_TOM1W,CNYRUB_TOM1W,0.016,0.016,0.016,0.016,1.0,13837219200.0,0.016
CETS,2022-06-17,EUR_TODTOM,EUR000TODTOM,0.0542,0.0181,0.0542,0.039,1106.0,46887335480.0,0.0282
CNGD,2022-06-17,EUR_TODTOM,EUR000TODTOM,0.0,-0.0557,0.261,0.0166,1040.0,27357778992.01,
CNGD,2022-06-17,EURRUB_LTV,EURRUB_FWD,60.85,60.85,60.85,60.85,1.0,3042500.0,
CETS,2022-06-17,EURRUB_TMS,EURRUB_TMS,59.2025,58.5525,60.4975,58.9425,2606.0,21979003.0,59.3924
CETS,2022-06-17,EURUSD_TOD,EURUSD000TOD,1.04399,1.04399,1.052,1.04556,2176.0,5180330740.63,1.04998
CNGD,2022-06-17,EURUSD_TOD,EURUSD000TOD,1.05456,1.03367,1.05456,1.04411,1929.0,32661385.67,
CETS,2022-06-17,EURUSD_TOM,EURUSD000TOM,1.0418,1.04002,1.0518,1.04481,3484.0,17266393387.17,1.04695
CNGD,2022-06-17,EURUSD_TOM,EURUSD000TOM,1.05456,1.03367,1.05456,1.05,1932.0,1406186636.51,
CETS,2022-06-17,EURUSDTDTM,EURUSDTODTOM,-0.000101,-0.000544,0.0,0.0,51.0,22799852749.08,-0.00029
CNGD,2022-06-17,EURUSDTDTM,EURUSDTODTOM,0.001289,-0.001311,0.001289,0.001289,4.0,70823.07,
CETS,2022-06-17,EURRUB_TOD,EUR_RUB__TOD,59.0,58.845,59.785,58.9025,9749.0,23622507695.0,59.413
CNGD,2022-06-17,EURRUB_TOD,EUR_RUB__TOD,60.0092,58.7912,60.0092,59.16,9074.0,370155980.89,
CETS,2022-06-17,EURRUB_TOM,EUR_RUB__TOM,59.325,58.63,59.805,58.8625,18701.0,51981189055.0,59.3066
CNGD,2022-06-17,EURRUB_TOM,EUR_RUB__TOM,59.2175,58.63,60.0092,59.0445,19296.0,2484674087.94,
CETS,2022-06-17,GBP_TODTOM,GBPRUBTODTOM,-0.08,-0.08,0.0,0.0,2.0,14291100.0,-0.04
CNGD,2022-06-17,GBP_TODTOM,GBPRUBTODTOM,-0.1128,-0.1128,0.1117,0.1117,58.0,22274843.94,
CNGD,2022-06-17,GBPRUB_TOD,GBPRUB_TOD,69.4,69.4,73.01,73.01,638.0,10369105.25,
CETS,2022-06-17,GBPRUB_TOM,GBPRUB_TOM,73.425,71.5075,75.9875,75.87,402.0,99604417.5,73.4546
CNGD,2022-06-17,GBPRUB_TOM,GBPRUB_TOM,70.665,69.4,77.5075,75.5075,2659.0,132167538.28,
CETS,2022-06-17,GLD_TODTOM,GLDRUBTODTOM,1.6021,1.6021,1.6021,1.6021,1.0,9750666.0,1.6021
CNGD,2022-06-17,GLD_TODTOM,GLDRUBTODTOM,5.0732,5.0732,5.0732,5.0732,42.0,3224409.82,
CETS,2022-06-17,GLDRUB_TOM,GLDRUB_TOM,3260.0,3150.0,3289.9,3233.01,3511.0,243557646.3,3208.13
CNGD,2022-06-17,HKD_TODTOM,HKDRUBTODTOM,0.013067,0.01,0.013303,0.013303,179.0,34750819.57,
CETS,2022-06-17,HKDRUB_TOD,HKDRUB_TOD,9.0007,9.0007,9.4,9.4,4.0,582400.7,9.3936
CETS,2022-06-17,HKDRUB_TOM,HKDRUB_TOM,9.1,8.7997,9.44,9.006,2387.0,143572063.0,9.0234
CNGD,2022-06-17,HKDRUB_TOM,HKDRUB_TOM,9.5132,8.7501,9.5132,9.04,4131.0,20234104.33,
CETS,2022-06-17,JPYRUB_TOM,JPYRUB_TOM,45.6001,44.5555,46.4999,45.2,177.0,106485499.9,45.4872
CNGD,2022-06-17,JPYRUB_TOM,JPYRUB_TOM,47.8399,43.1025,47.8399,45.2,603.0,2052756.02,
CNGD,2022-06-17,KZT_TODTOM,KZTRUBTODTOM,-0.005,-0.005,0.0,0.0,2.0,3598429.02,
CETS,2022-06-17,KZTRUB_TOM,KZTRUB_TOM,13.0,12.65,13.0,12.9,321.0,53395615.5,12.7238
