BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-07-05,AMDRUB_TOM,AMDRUB_TOM,15.2,15.2,15.2,15.2,4.0,18240.0,15.2
CNGD,2022-07-05,BYN_TODTOM,BYNRUBTODTOM,0.0116,0.0116,0.0116,0.0116,5.0,47496.8,
CETS,2022-07-05,BYNRUB_TOM,BYNRUB_TOM,21.1,21.1,23.5,22.56,233.0,29718372.5,22.1119
CETS,2022-07-05,CNYRUB_TOD,CNY000000TOD,8.6502,8.65,9.0001,8.82,2417.0,4801723068.0,8.8154
CETS,2022-07-05,CNY_TODTOM,CNYRUBTODTOM,0.0021,0.0018,0.002148,0.002142,245.0,150559521125.6,0.002033
CNGD,2022-07-05,CNY_TODTOM,CNYRUBTODTOM,1.6e-05,-0.0037,0.0047,0.003784,1965.0,5565468285.35,
CETS,2022-07-05,CNYRUB_TOM,CNYRUB_TOM,8.678,8.6064,9.475,9.3999,50778.0,44291633679.6,9.0292
CNGD,2022-07-05,CNYRUB_TOM,CNYRUB_TOM,8.6352,8.6101,9.475,9.3928,18626.0,764125722.5,
CETS,2022-07-05,CNY_TOM1W,CNYRUB_TOM1W,0.014,0.014,0.014,0.014,1.0,17290232000.0,0.014
CETS,2022-07-05,EUR_TODTOM,EUR000TODTOM,0.0103,0.0103,0.0157,0.0121,1140.0,39023408330.0,0.014
CNGD,2022-07-05,EUR_TODTOM,EUR000TODTOM,0.0,-0.0183,0.0899,0.0121,968.0,24586917453.96,
CETS,2022-07-05,EURRUB_TMS,EURRUB_TMS,57.7525,57.5,64.2975,63.415,4219.0,40744349.12,61.495
CNGD,2022-07-05,EURRUB_TMS,EURRUB_TMS,57.57,57.57,62.25,62.25,3.0,78.38,
CETS,2022-07-05,EURUSD_TOD,EURUSD000TOD,1.04198,1.02095,1.043,1.0255,267.0,482341862.76,1.03172
CNGD,2022-07-05,EURUSD_TOD,EURUSD000TOD,1.04229,1.01871,1.05272,1.029,263.0,7945922.28,
CETS,2022-07-05,EURUSD_TOM,EURUSD000TOM,1.04184,1.02205,1.04339,1.03599,6915.0,22187094831.57,1.03015
CNGD,2022-07-05,EURUSD_TOM,EURUSD000TOM,1.04229,1.01871,1.05272,1.029,263.0,7945922.28,
CETS,2022-07-05,EURUSDTDTM,EURUSDTODTOM,-2e-06,-6.3e-05,5e-05,-4e-05,52.0,39156260813.11,3e-06
CNGD,2022-07-05,EURUSDTDTM,EURUSDTODTOM,0.0005,-0.000329,0.0005,0.000129,17.0,202614.94,
CETS,2022-07-05,EURRUB_TOD,EUR_RUB__TOD,57.6,57.3875,63.0075,62.08,10005.0,28758190605.0,59.4723
CNGD,2022-07-05,EURRUB_TOD,EUR_RUB__TOD,57.5599,56.4201,61.895,61.885,7705.0,211476934.06,
CETS,2022-07-05,EURRUB_TOM,EUR_RUB__TOM,57.4975,57.37,64.0625,63.6,22287.0,54590213987.5,60.6317
CNGD,2022-07-05,EURRUB_TOM,EUR_RUB__TOM,57.57,56.4201,64.07,63.7425,25942.0,1548813257.53,
CETS,2022-07-05,GBP_TODTOM,GBPRUBTODTOM,0.0,0.0,0.0,0.0,2.0,20463030.0,
CNGD,2022-07-05,GBP_TODTOM,GBPRUBTODTOM,-0.005,-0.0187,0.0332,0.0299,45.0,19526240.25,
CNGD,2022-07-05,GBPRUB_TOD,GBPRUB_TOD,69.9425,69.9425,70.642,70.642,656.0,10389308.91,
CETS,2022-07-05,GBPRUB_TOM,GBPRUB_TOM,67.5475,67.5475,74.9,74.2,456.0,131685087.5,71.4127
CNGD,2022-07-05,GBPRUB_TOM,GBPRUB_TOM,70.3025,67.0725,75.45,74.465,1985.0,46483000.45,
CNGD,2022-07-05,GBPUSDTDTM,GBPUSDTODTOM,0.000168,0.000168,0.000168,0.000168,1.0,134.96,
CNGD,2022-07-05,GLD_TODTOM,GLDRUBTODTOM,-0.3794,-0.3794,1.3761,1.3761,67.0,13683586.33,
CETS,2022-07-05,GLDRUB_TOM,GLDRUB_TOM,3199.98,3136.01,3399.49,3380.0,8147.0,409041633.32,3277.21
CETS,2022-07-05,GLD_TOM1M,GLDRUB_TOM1M,19.8678,19.8678,19.8678,19.8678,1.0,56864800.8,19.8678
CNGD,2022-07-05,HKD_TODTOM,HKDRUBTODTOM,0.003833,-0.002145,0.0044,0.003845,299.0,296798883.38,
CETS,2022-07-05,HKDRUB_TOD,HKDRUB_TOD,8.18,8.18,8.18,8.18,2.0,65440.0,8.18
CETS,2022-07-05,HKDRUB_TOM,HKDRUB_TOM,8.0,7.6549,8.2999,8.2399,2611.0,252311404.8,8.0219
CNGD,2022-07-05,HKDRUB_TOM,HKDRUB_TOM,8.0,7.6502,8.3,8.2704,3315.0,30576406.71,
CNGD,2022-07-05,JPY_TODTOM,JPYRUBTODTOM,-0.003,-0.003,-0.003,-0.003,1.0,4735810.2,
CETS,2022-07-05,JPYRUB_TOM,JPYRUB_TOM,43.5,43.5,49.5,48.0,276.0,51256560.6,46.8096
CNGD,2022-07-05,JPYRUB_TOM,JPYRUB_TOM,40.3465,40.3465,49.97,47.3225,1003.0,8226633.84,
CNGD,2022-07-05,KZT_TODTOM,KZTRUBTODTOM,0.0,0.0,0.0,0.0,1.0,1191.17,
CETS,2022-07-05,KZTRUB_TOM,KZTRUB_TOM,12.8775,11.86,13.38,13.15,1041.0,189808583.75,12.588
CNGD,2022-07-05,KZTRUB_TOM,KZTRUB_TOM,13.15,13.15,13.15,13.15,1.0,18410000.0,
CNGD,2022-07-05,SLV_TODTOM,SLVRUBTODTOM,0.0221,0.0221,0.0221,0.0221,4.0,362731.3,
CETS,2022-07-05,SLVRUB_TOM,SLVRUB_TOM,51.0,48.5,51.4,49.0,1353.0,26804298.0,49.99
CNGD,2022-07-05,TRY_TODTOM,TRYRUBTODTOM,0.0018,0.0013,0.0018,0.001536,131.0,36092922.21,
CNGD,2022-07-05,TRYRUB_TOD,TRYRUB_TOD,3.415,3.415,3.415,3.415,1.0,6830000.0,
CETS,2022-07-05,TRYRUB_TOM,TRYRUB_TOM,3.27,3.2408,3.5802,3.5407,2199.0,366727406.9,3.4474
CNGD,2022-07-05,TRYRUB_TOM,TRYRUB_TOM,3.2105,3.2105,3.6,3.5401,2969.0,25190975.79,
