BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2022-07-05,АбрауДюрсо,ABRD,323.0,2981070.0,173.0,171.0,174.0,172.5,172.5,172.5,17280.0,172.5,172.5,172.5,2981070.0,2981070.0,2981070.0,0.0,3
SMAL,2022-07-05,Система ао,AFKS,1.0,620.8,14.781,14.781,14.781,,14.922,14.781,42.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-07-05,Система ао,AFKS,11157.0,250439785.4,15.1,14.8,15.184,15.0,14.922,15.0,16783300.0,14.922,14.922,15.0,250439785.4,250439785.4,250439785.4,0.0,3
SMAL,2022-07-05,Аэрофлот,AFLT,3.0,501.66,27.88,27.86,27.88,,27.46,27.88,18.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-07-05,Аэрофлот,AFLT,11562.0,181704169.8,27.0,26.76,28.48,28.26,27.46,28.26,6616650.0,27.46,27.46,28.26,181704169.8,181704169.8,181704169.8,0.0,3
TQBR,2022-07-05,AGRO-гдр,AGRO,7807.0,63770578.8,854.4,811.4,862.8,837.2,837.4,837.2,76156.0,837.4,837.4,837.2,63770578.8,63770578.8,63770578.8,0.0,3
TQTF,2022-07-05,AKGD ETF,AKGD,478.0,31327114.94,74.38,74.38,81.39,79.74,77.59,79.74,403739.0,77.59,77.59,79.74,31327114.94,31327114.94,31327114.94,5195051.7,3
TQTF,2022-07-05,ETF AKMB,AKMB,5377.0,6491776.07,1.1516,1.1466,1.16,1.1544,1.1563,1.1541,5606382.0,1.1579,1.1579,1.1544,6491776.07,6491776.07,6491776.07,7155475.24,3
TQTF,2022-07-05,ETF AKME,AKME,296.0,1045746.84,82.1,80.72,83.72,82.48,82.38,82.52,12691.0,82.4,82.4,82.48,1045746.84,1045746.84,1045746.84,3702060.07,3
TQTD,2022-07-05,AKQU ETF,AKQU,8.0,43453.19,81.83,81.82,83.65,83.65,81.83,83.65,531.0,4433.38,4506.95,83.65,5302318.44,2406708.83,5302318.44,34066.75,3
TQBR,2022-07-05,Акрон,AKRN,6084.0,195810230.0,18368.0,17164.0,18520.0,17902.0,17708.0,17902.0,11058.0,17708.0,17708.0,17902.0,195810230.0,195810230.0,195810230.0,0.0,3
TQTD,2022-07-05,ETF AKSC,AKSC,1.0,6.0,0.6,0.6,0.6,0.672,0.675,0.6,10.0,,35.68,0.672,0.0,500630.98,0.0,871.43,3
TQTF,2022-07-05,ETF AKSC,AKSC,28.0,6381.06,33.56,33.0,37.34,37.04,37.2,37.04,175.0,,35.68,37.04,0.0,500630.98,0.0,48003.18,3
TQTF,2022-07-05,AKVG ETF,AKVG,59.0,20371.6,33.16,31.96,36.72,36.38,36.5,36.46,561.0,,36.2,36.38,0.0,503918.05,0.0,34870.73,3
SMAL,2022-07-05,АЛРОСА ао,ALRS,19.0,2567.17,64.49,63.1,65.98,,64.1,64.61,40.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-07-05,АЛРОСА ао,ALRS,30521.0,695797460.8,64.0,63.0,65.2,64.99,64.1,64.99,10855380.0,64.1,64.1,64.99,695797460.8,695797460.8,695797460.8,0.0,3
TQTD,2022-07-05,AMCC ETF,AMCC,2.0,625.96,0.81,0.81,0.824,0.917,0.909,0.824,760.0,,49.0,0.917,0.0,500119.41,0.0,661.99,3
TQTF,2022-07-05,AMCC ETF,AMCC,73.0,290026.0,44.5,44.4,51.6,50.5,50.1,50.7,5720.0,,49.0,50.5,0.0,500119.41,0.0,36466.1,3
TQTF,2022-07-05,AMDG ETF,AMDG,35.0,39404.3,65.8,65.8,73.9,72.1,71.6,72.4,550.0,,69.5,72.1,0.0,500021.6,0.0,47004.24,3
TQTD,2022-07-05,AMEM ETF,AMEM,2.0,542.65,0.983,0.983,0.987,1.097,1.087,0.987,550.0,,57.8,1.097,0.0,502938.54,0.0,1888.33,3
TQTF,2022-07-05,AMEM ETF,AMEM,57.0,263358.7,54.2,54.2,61.3,60.4,59.9,60.9,4348.0,,57.8,60.4,0.0,502938.54,0.0,104019.96,3
TQBR,2022-07-05,АшинскийМЗ,AMEZ,771.0,8803550.5,21.96,21.205,22.5,21.5,21.68,21.5,406100.0,21.68,21.68,21.5,8803550.5,8803550.5,8803550.5,0.0,3
TQTD,2022-07-05,AMGF ETF,AMGF,3.0,573.67,1.155,1.101,1.155,1.232,1.197,1.101,520.0,,64.1,1.232,0.0,541028.37,0.0,1060.47,3
TQTF,2022-07-05,AMGF ETF,AMGF,64.0,384270.2,62.5,62.5,70.4,67.9,65.9,67.6,5788.0,,64.1,67.9,0.0,541028.37,0.0,58416.87,3
TQTF,2022-07-05,AMGM ETF,AMGM,154.0,195314.6,59.6,59.5,72.2,70.7,70.2,70.6,2781.0,,65.1,70.7,0.0,512342.68,0.0,178474.78,3
TQTD,2022-07-05,AMGR ETF,AMGR,2.0,10.36,0.518,0.518,0.518,0.547,0.543,0.518,20.0,,26.7,0.547,0.0,508790.67,0.0,870.58,3
TQTF,2022-07-05,AMGR ETF,AMGR,83.0,129260.0,24.7,24.7,31.0,30.1,29.9,30.1,4318.0,,26.7,30.1,0.0,508790.67,0.0,47956.45,3
TQTD,2022-07-05,AMHC ETF,AMHC,2.0,166.8,1.39,1.39,1.39,1.533,1.501,1.39,120.0,,76.5,1.533,0.0,527662.02,0.0,1284.57,3
TQTF,2022-07-05,AMHC ETF,AMHC,76.0,163346.7,71.3,71.3,88.3,84.4,82.7,85.0,1967.0,,76.5,84.4,0.0,527662.02,0.0,70761.79,3
TQTF,2022-07-05,AMHY ETF,AMHY,37.0,315169.9,59.6,59.6,74.7,72.4,71.2,71.2,4428.0,,67.1,72.4,0.0,574677.6,0.0,39221.4,3
TQTF,2022-07-05,AMIG ETF,AMIG,37.0,90281.3,58.8,58.8,71.5,71.5,70.0,71.5,1289.0,,61.6,71.5,0.0,543969.55,0.0,41638.66,3
TQTD,2022-07-05,AMIN ETF,AMIN,7.0,895.73,0.443,0.443,0.457,0.482,0.486,0.454,1970.0,,25.6,0.482,0.0,629122.1,0.0,744.65,3
TQTF,2022-07-05,AMIN ETF,AMIN,95.0,261196.1,23.0,23.0,29.0,26.6,26.8,28.6,9625.0,,25.6,26.6,0.0,629122.1,0.0,41019.61,3
TQTF,2022-07-05,AMLV ETF,AMLV,16.0,7433.2,76.9,75.8,77.8,76.1,76.6,75.8,97.0,,66.4,76.1,0.0,734914.89,0.0,56397.61,3
TQTD,2022-07-05,AMMF ETF,AMMF,1.0,986.0,0.986,0.986,0.986,1.095,1.076,0.986,1000.0,,57.8,1.095,0.0,513777.8,0.0,978.3,3
TQTF,2022-07-05,AMMF ETF,AMMF,29.0,210603.7,59.1,59.1,61.7,60.3,59.3,60.3,3469.0,,57.8,60.3,0.0,513777.8,0.0,53890.39,3
TQTF,2022-07-05,AMRE ETF,AMRE,129.0,862625.0,72.4,70.4,72.7,71.4,71.6,71.4,12047.0,71.6,71.6,71.4,862625.0,862625.0,862625.0,43961.35,3
TQTF,2022-07-05,AMRH ETF,AMRH,18.0,225689.16,99.92,97.04,99.94,97.06,99.56,97.06,2267.0,,98.26,97.06,0.0,511020.0,0.0,25823.8,3
TQTD,2022-07-05,AMSC ETF,AMSC,3.0,80.02,0.991,0.988,1.007,1.103,1.101,1.007,80.0,,58.2,1.103,0.0,500752.47,0.0,2038.38,3
TQTF,2022-07-05,AMSC ETF,AMSC,129.0,250275.9,56.9,56.9,62.9,60.8,60.7,60.8,4118.0,,58.2,60.8,0.0,500752.47,0.0,112285.68,3
TQTF,2022-07-05,AMSL ETF,AMSL,507.0,6471398.8,56.2,52.5,61.9,59.7,59.0,59.7,109704.0,59.0,59.0,59.7,6471398.8,6471398.8,6471398.8,527237.45,3
TQTF,2022-07-05,AMVF ETF,AMVF,41.0,124567.3,69.8,68.5,72.7,68.8,68.9,68.8,1807.0,,68.7,68.8,0.0,737650.7,0.0,85935.07,3
TQBR,2022-07-05,Аптеки36и6,APTK,4360.0,28475795.78,12.31,12.25,13.4,12.412,12.69,12.412,2243800.0,12.69,12.69,12.412,28475795.78,28475795.78,28475795.78,0.0,3
TQBR,2022-07-05,ИНАРКТИКА,AQUA,1392.0,8866849.0,486.0,468.0,496.0,489.0,486.5,489.0,18231.0,486.5,486.5,489.0,8866849.0,8866849.0,8866849.0,0.0,3
TQBR,2022-07-05,Арсагера,ARSA,42.0,131931.0,5.53,5.5,5.55,5.53,5.52,5.53,23900.0,,5.57,5.53,0.0,507786.0,0.0,0.0,3
TQBR,2022-07-05,АстрЭнСб,ASSB,17.0,20148.5,0.713,0.69,0.713,0.6905,0.695,0.6905,29000.0,,0.7055,0.6905,0.0,501438.5,0.0,0.0,3
TQBR,2022-07-05,Авангрд-ао,AVAN,12.0,20030.0,840.0,830.0,840.0,830.0,835.0,830.0,24.0,,835.0,830.0,0.0,500190.0,0.0,0.0,3
TQBR,2022-07-05,Башнефт ао,BANE,1537.0,17208492.5,1155.5,1141.5,1160.0,1144.0,1150.0,1144.0,14967.0,1150.0,1150.0,1144.0,17208492.5,17208492.5,17208492.5,0.0,3
TQBR,2022-07-05,Башнефт ап,BANEP,9506.0,212827554.5,884.0,854.5,891.0,863.0,871.0,863.0,244342.0,871.0,871.0,863.0,212827554.5,212827554.5,212827554.5,0.0,3
TQTF,2022-07-05,BCSB ETF,BCSB,159.0,87856.1,9.94,9.752,9.94,9.884,9.832,9.88,8935.0,,9.95,9.884,0.0,504098.47,0.0,1372485.52,3
TQBR,2022-07-05,Белуга ао,BELU,2203.0,31219616.0,2309.0,2284.0,2340.0,2327.0,2313.0,2327.0,13497.0,2313.0,2313.0,2327.0,31219616.0,31219616.0,31219616.0,0.0,3
SMAL,2022-07-05,БашИнСв ап,BISVP,2.0,430.0,5.0,5.0,5.0,,7.28,5.0,86.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-07-05,БашИнСв ап,BISVP,157.0,593307.0,7.16,7.16,7.39,7.23,7.28,7.23,81500.0,7.28,7.28,7.23,593307.0,593307.0,593307.0,0.0,3
TQBR,2022-07-05,Белон ао,BLNG,158.0,577385.5,10.02,10.0,10.16,10.06,10.06,10.06,57400.0,10.06,10.06,10.06,577385.5,577385.5,577385.5,0.0,3
TQBR,2022-07-05,БурЗолото,BRZL,92.0,346364.0,799.0,775.0,799.0,786.0,785.0,786.0,441.0,,785.0,786.0,0.0,504270.0,0.0,0.0,3
TQBR,2022-07-05,БСП ао,BSPB,1839.0,20296326.8,70.34,67.28,70.34,69.15,68.53,69.15,296160.0,68.53,68.53,69.15,20296326.8,20296326.8,20296326.8,0.0,3
TQBR,2022-07-05,БСП ап,BSPBP,18.0,55775.0,13.7,13.2,13.8,13.55,13.6,13.55,4100.0,,13.35,13.55,0.0,515365.0,0.0,0.0,3
TQBR,2022-07-05,МКБ ао,CBOM,4594.0,223382634.2,5.015,5.004,5.073,5.031,5.041,5.03,44311400.0,5.041,5.041,5.031,223382634.2,223382634.2,223382634.2,0.0,3
TQBR,2022-07-05,РН-ЗапСиб,CHGZ,173.0,888178.0,39.0,37.6,39.6,38.2,38.8,38.2,22940.0,38.8,38.8,38.2,888178.0,888178.0,888178.0,0.0,3
TQBR,2022-07-05,ЧКПЗ ао,CHKZ,4.0,32320.0,5360.0,5360.0,5400.0,5400.0,5380.0,5400.0,6.0,,5420.0,5400.0,0.0,504940.0,0.0,0.0,3
TQBR,2022-07-05,СевСт-ао,CHMF,19717.0,522106866.8,848.0,802.0,848.0,832.0,822.8,832.0,634587.0,822.8,822.8,832.0,522106866.8,522106866.8,522106866.8,0.0,3
TQBR,2022-07-05,ЧМК ао,CHMK,221.0,2040145.0,3260.0,3245.0,3490.0,3300.0,3350.0,3300.0,609.0,3350.0,3350.0,3300.0,2040145.0,2040145.0,2040145.0,0.0,3
TQBR,2022-07-05,CIAN-адр,CIAN,721.0,3170943.8,274.2,266.6,275.0,269.6,269.8,269.6,11752.0,269.8,269.8,269.6,3170943.8,3170943.8,3170943.8,0.0,3
TQBR,2022-07-05,Телеграф,CNTL,336.0,2007050.0,9.38,8.94,9.38,9.22,9.12,9.22,220200.0,9.12,9.12,9.22,2007050.0,2007050.0,2007050.0,0.0,3
SMAL,2022-07-05,Телеграф-п,CNTLP,1.0,4.56,4.56,4.56,4.56,,7.24,4.56,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-07-05,Телеграф-п,CNTLP,1054.0,7661772.0,7.44,7.04,7.54,7.38,7.24,7.38,1059400.0,7.24,7.24,7.38,7661772.0,7661772.0,7661772.0,0.0,3
TQPI,2022-07-05,ДагСб ао,DASB,5062.0,23601946.8,0.1676,0.1556,0.1757,0.1604,0.1648,0.1608,143206000.0,0.1648,0.1648,0.1604,23601946.8,23601946.8,23601946.8,0.0,3
TQBR,2022-07-05,ЗаводДИОД,DIOD,173.0,361868.0,7.32,7.15,7.48,7.27,7.27,7.27,49800.0,,7.3,7.27,0.0,502651.0,0.0,0.0,3
TQTF,2022-07-05,ETF DIVD,DIVD,182.0,1185963.0,788.4,761.0,788.4,766.2,764.6,766.2,1551.0,764.6,764.6,766.2,1185963.0,1185963.0,1185963.0,1383861.81,3
SMAL,2022-07-05,ДетскийМир,DSKY,7.0,2269.7,69.9,69.52,71.58,,70.4,69.52,32.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-07-05,ДетскийМир,DSKY,6633.0,75348685.6,70.48,69.16,71.7,70.32,70.4,70.32,1070320.0,70.4,70.4,70.32,75348685.6,75348685.6,75348685.6,0.0,3
TQBR,2022-07-05,ДЭК ао,DVEC,300.0,1803274.0,0.886,0.855,0.894,0.864,0.87,0.864,2072000.0,0.87,0.87,0.864,1803274.0,1803274.0,1803274.0,0.0,3
TQBR,2022-07-05,ДонскЗР,DZRD,15.0,33065.0,1860.0,1820.0,1870.0,1850.0,1835.0,1850.0,18.0,,1895.0,1850.0,0.0,500190.0,0.0,0.0,3
