BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-06-14,BYNRUB_TOD,BYNRUB_TOD,22.905,22.905,22.905,22.905,1.0,22905.0,22.905
CETS,2022-06-14,BYNRUB_TOM,BYNRUB_TOM,23.0,22.1075,23.6,22.6,160.0,23471412.5,22.6122
CETS,2022-06-14,CNYRUB_TOD,CNY000000TOD,8.72,8.64,8.8421,8.6509,1893.0,1870700575.9,8.7195
CETS,2022-06-14,CNY_TODTOM,CNYRUBTODTOM,0.001201,0.001201,0.0036,0.00253,206.0,76212624696.9,0.003191
CNGD,2022-06-14,CNY_TODTOM,CNYRUBTODTOM,4.1e-05,-0.002636,0.0048,0.004563,1540.0,2110238030.55,
CETS,2022-06-14,CNYRUB_TOM,CNYRUB_TOM,8.75,8.313,8.877,8.52,31067.0,30422150395.2,8.5616
CNGD,2022-06-14,CNYRUB_TOM,CNYRUB_TOM,8.6265,8.32,8.8368,8.5815,15538.0,658238530.1,
CETS,2022-06-14,EUR_TODTOM,EUR000TODTOM,0.021,0.013,0.049,0.0278,836.0,27654221150.0,0.0201
CNGD,2022-06-14,EUR_TODTOM,EUR000TODTOM,0.0,-0.0189,0.0987,0.0338,1080.0,17919539775.07,
CETS,2022-06-14,EURRUB_TMS,EURRUB_TMS,59.7975,58.0,60.95,59.275,3792.0,33029076.94,59.3941
CNGD,2022-06-14,EURRUB_TMS,EURRUB_TMS,58.96,58.96,58.96,58.96,3.0,61.91,
CETS,2022-06-14,EURUSD_TOD,EURUSD000TOD,1.042,1.036,1.04593,1.04162,539.0,1088549775.29,1.03986
CNGD,2022-06-14,EURUSD_TOD,EURUSD000TOD,1.04012,1.02972,1.0605,1.03652,2261.0,128370157.37,
CETS,2022-06-14,EURUSD_TOM,EURUSD000TOM,1.05288,1.03584,1.05288,1.0408,7652.0,23941736794.94,1.04011
CNGD,2022-06-14,EURUSD_TOM,EURUSD000TOM,1.04012,1.02616,1.0605,1.02616,2263.0,36028206.84,
