BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-08-09,AMDRUB_TOM,AMDRUB_TOM,16.5,16.0125,16.6975,16.5375,45.0,279460.0,16.2477
CNGD,2022-08-09,BYN_TODTOM,BYNRUBTODTOM,0.0128,0.0128,0.0128,0.0128,3.0,67898.82,
CETS,2022-08-09,BYNRUB_TOD,BYNRUB_TOD,23.74,23.4875,23.74,23.4875,4.0,23774267.5,23.4924
CETS,2022-08-09,BYNRUB_TOM,BYNRUB_TOM,23.6,23.38,23.7925,23.565,266.0,60293070.0,23.552
CETS,2022-08-09,CNYRUB_TOD,CNY000000TOD,9.03,8.915,9.031,8.952,2187.0,4092308121.0,8.954
CNGD,2022-08-09,CNYRUB_TOD,CNY000000TOD,8.91,8.91,8.91,8.91,1.0,403088400.0,
CETS,2022-08-09,CNY_TODTOM,CNYRUBTODTOM,0.001,0.001,0.001972,0.001954,606.0,173620516807.8,0.001904
CNGD,2022-08-09,CNY_TODTOM,CNYRUBTODTOM,0.003949,-0.0038,0.0049,0.003949,2569.0,8493256818.35,
CETS,2022-08-09,CNYRUB_TOM,CNYRUB_TOM,9.028,8.912,9.041,8.924,38146.0,59020991258.0,8.9517
CNGD,2022-08-09,CNYRUB_TOM,CNYRUB_TOM,9.029,8.914,9.038,8.924,8493.0,1401295339.41,
CETS,2022-08-09,CNY_TOM1W,CNYRUB_TOM1W,0.0138,0.0138,0.0138,0.0138,1.0,18948394500.0,0.0138
CETS,2022-08-09,EUR_TODTOM,EUR000TODTOM,0.0071,0.002,0.0204,0.0197,955.0,55721021230.0,0.0119
CNGD,2022-08-09,EUR_TODTOM,EUR000TODTOM,0.008,-0.017,0.0904,0.009,739.0,11430358995.22,
CETS,2022-08-09,EURRUB_TMS,EURRUB_TMS,61.705,61.2625,62.1425,61.675,1182.0,20270962.68,61.6327
CNGD,2022-08-09,EURRUB_TMS,EURRUB_TMS,61.56,61.56,61.57,61.57,2.0,22.77,
CETS,2022-08-09,EURUSD_TOD,EURUSD000TOD,1.019,1.0169,1.02219,1.01853,1038.0,3294598591.22,1.02057
CNGD,2022-08-09,EURUSD_TOD,EURUSD000TOD,1.02707,1.00674,1.03242,1.02219,1079.0,11387416.04,
CETS,2022-08-09,EURUSD_TOM,EURUSD000TOM,1.019,1.01645,1.023,1.02081,4981.0,21480010276.44,1.01999
CNGD,2022-08-09,EURUSD_TOM,EURUSD000TOM,1.02707,1.00674,1.03242,1.02219,1079.0,11387416.04,
CETS,2022-08-09,EURUSDTDTM,EURUSDTODTOM,-1e-05,-0.000398,5e-05,5e-05,101.0,27715721696.0,-1.3e-05
CNGD,2022-08-09,EURUSDTDTM,EURUSDTODTOM,0.000448,-0.00028,0.000448,0.000448,14.0,3574729.86,
CETS,2022-08-09,EURRUB_TOD,EUR_RUB__TOD,62.1475,61.1725,62.1475,61.63,7856.0,23160985930.0,61.5643
CNGD,2022-08-09,EURRUB_TOD,EUR_RUB__TOD,62.2,60.7811,62.216,61.595,6827.0,175398153.34,
CETS,2022-08-09,EURRUB_TOM,EUR_RUB__TOM,62.3925,61.1825,62.3925,61.6425,18750.0,54815649955.0,61.5634
CNGD,2022-08-09,EURRUB_TOM,EUR_RUB__TOM,62.06,60.7811,62.216,61.4825,10895.0,1676040631.6,
CNGD,2022-08-09,GBP_TODTOM,GBPRUBTODTOM,-0.0414,-0.0414,0.0334,0.0328,44.0,33033630.57,
CETS,2022-08-09,GBPRUB_TOD,GBPRUB_TOD,75.2,75.2,75.2,75.2,2.0,2556800.0,75.2
CNGD,2022-08-09,GBPRUB_TOD,GBPRUB_TOD,76.8,75.2,77.568,75.952,592.0,5648150.65,
CETS,2022-08-09,GBPRUB_TOM,GBPRUB_TOM,75.0025,73.0,75.0025,73.8875,108.0,88101480.0,73.9727
CNGD,2022-08-09,GBPRUB_TOM,GBPRUB_TOM,74.195,72.9975,79.1825,73.005,987.0,10904855.53,
CETS,2022-08-09,GLD_TODTOM,GLDRUBTODTOM,0.4699,0.4699,0.4699,0.4699,1.0,58329544.9,0.4699
CNGD,2022-08-09,GLD_TODTOM,GLDRUBTODTOM,0.7519,-0.423,1.5039,1.5039,69.0,15389523.14,
CETS,2022-08-09,GLDRUB_TOM,GLDRUB_TOM,3455.0,3385.0,3455.0,3424.95,3504.0,276994061.82,3411.17
CNGD,2022-08-09,HKD_TODTOM,HKDRUBTODTOM,1.6e-05,-0.002116,0.0043,-0.002116,660.0,595740228.91,
CETS,2022-08-09,HKDRUB_TOD,HKDRUB_TOD,7.998,7.7601,7.998,7.9839,8.0,223348.2,7.9767
CETS,2022-08-09,HKDRUB_TOM,HKDRUB_TOM,7.8689,7.7937,7.88,7.81,2971.0,426063566.3,7.8345
CNGD,2022-08-09,HKDRUB_TOM,HKDRUB_TOM,7.8689,7.7938,7.88,7.8427,11824.0,84184213.47,
CNGD,2022-08-09,KZT_TODTOM,KZTRUBTODTOM,0.0,0.0,0.0058,0.0058,2.0,6491.57,
CETS,2022-08-09,KZTRUB_TOM,KZTRUB_TOM,12.9,12.6,12.9,12.6175,1049.0,502350371.0,12.6839
CNGD,2022-08-09,SLV_TODTOM,SLVRUBTODTOM,0.0214,0.0214,0.0214,0.0214,2.0,10011.07,
CETS,2022-08-09,SLVRUB_TOM,SLVRUB_TOM,48.7,45.56,49.46,46.91,1521.0,31690768.0,46.71
CNGD,2022-08-09,TRY_TODTOM,TRYRUBTODTOM,0.0012,0.0012,0.0019,0.001413,136.0,39446763.13,
CETS,2022-08-09,TRYRUB_TOD,TRYRUB_TOD,2.8905,2.8905,2.8905,2.8905,1.0,26014.5,2.8905
CETS,2022-08-09,TRYRUB_TOM,TRYRUB_TOM,3.3773,3.36,3.4488,3.3716,464.0,90090827.8,3.4011
CNGD,2022-08-09,TRYRUB_TOM,TRYRUB_TOM,3.3721,3.35,3.4486,3.38,1228.0,93544534.12,
CETS,2022-08-09,USDRUB_TOD,USD000000TOD,60.95,60.015,60.95,60.2875,18446.0,67315908490.0,60.3462
CNGD,2022-08-09,USDRUB_TOD,USD000000TOD,60.755,59.7564,61.0318,60.34,72328.0,10371415453.82,
CETS,2022-08-09,USD_TODTOM,USD000TODTOM,0.0245,0.012,0.0245,0.015,1947.0,158812411210.0,0.0132
CNGD,2022-08-09,USD_TODTOM,USD000TODTOM,0.0,-0.0249,0.0672,0.0266,21658.0,6077332512.25,
CETS,2022-08-09,USDRUB_TOM,USD000UTSTOM,60.8975,60.0375,60.8975,60.1475,37209.0,95277818520.0,60.3632
CNGD,2022-08-09,USDRUB_TOM,USD000UTSTOM,60.79,59.7564,61.0318,60.1475,110747.0,7415523782.54,
CNGD,2022-08-09,USDCNYTDTM,USDCNYTODTOM,-0.001844,-0.001844,0.000922,0.00083,35.0,4335345.12,
CETS,2022-08-09,USDCNY_TOD,USDCNY_TOD,6.75345,6.71501,6.76999,6.72575,32.0,31489935.34,6.73179
CETS,2022-08-09,USDCNY_TOM,USDCNY_TOM,6.74355,6.72877,6.759,6.74301,5316.0,26807495063.48,6.74596
CNGD,2022-08-09,USDCNY_TOM,USDCNY_TOM,6.74,6.74,6.74,6.74,2.0,241596648.0,
CETS,2022-08-09,USDKZT_TOM,USDKZT_TOM,475.8,475.8,477.7,477.5,199.0,209095719.53,476.56
CETS,2022-08-09,USDRUB_TMS,USDRUB_TMS,60.755,60.12,60.995,60.3975,3922.0,51462692.35,60.3667
CNGD,2022-08-09,USDRUB_TMS,USDRUB_TMS,60.5,60.3,60.51,60.46,32.0,583.83,
