BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-07-11,AMDRUB_TOM,AMDRUB_TOM,14.4325,14.4325,18.75,16.9975,160.0,1292268.0,17.0035
CNGD,2022-07-11,BYN_TODTOM,BYNRUBTODTOM,0.0126,0.0126,0.0126,0.0126,2.0,46429.14,
CETS,2022-07-11,BYNRUB_TOD,BYNRUB_TOD,23.1,23.1,23.1,23.1,1.0,693000.0,23.1
CETS,2022-07-11,BYNRUB_TOM,BYNRUB_TOM,23.2,22.8,23.39,23.37,171.0,28583002.5,23.0508
CETS,2022-07-11,CNYRUB_TOD,CNY000000TOD,9.1001,9.1001,9.25,9.201,2019.0,4587693592.3,9.194
CNGD,2022-07-11,CNYRUB_TOD,CNY000000TOD,9.18,9.18,9.18,9.18,1.0,1992050820.0,
CETS,2022-07-11,CNY_TODTOM,CNYRUBTODTOM,0.002175,0.002175,0.00234,0.00233,237.0,147054124621.0,0.002293
CNGD,2022-07-11,CNY_TODTOM,CNYRUBTODTOM,0.0,-0.0039,0.0051,0.004068,1781.0,4793880828.72,
CETS,2022-07-11,CNYRUB_TOM,CNYRUB_TOM,9.21,8.855,9.2887,8.902,35500.0,30089860684.6,9.1559
CNGD,2022-07-11,CNYRUB_TOM,CNYRUB_TOM,9.2129,8.8573,9.2873,8.9171,10544.0,321288518.71,
CETS,2022-07-11,CNY_TOM1W,CNYRUB_TOM1W,0.016,0.016,0.016,0.016,1.0,8367103800.0,0.016
CNGD,2022-07-11,CNY_TOM1W,CNYRUB_TOM1W,0.016,0.016,0.016,0.016,1.0,10226460200.0,
CETS,2022-07-11,EUR_TODTOM,EUR000TODTOM,0.0165,0.014,0.0172,0.0162,803.0,35883888990.0,0.0155
CNGD,2022-07-11,EUR_TODTOM,EUR000TODTOM,0.0125,-0.0197,0.0971,0.0143,885.0,33215183284.25,
CETS,2022-07-11,EURRUB_TMS,EURRUB_TMS,62.5475,59.2,62.7,59.7725,3557.0,36255883.72,61.4463
CNGD,2022-07-11,EURRUB_TMS,EURRUB_TMS,61.39,61.39,61.39,61.39,1.0,33.15,
CETS,2022-07-11,EURUSD_TOD,EURUSD000TOD,1.01189,1.0033,1.01446,1.0033,277.0,568048830.32,1.01011
