BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2022-09-06,РЖД-19 обл,RU000A0JQ7Z2,73.0,196228.3,99.4,99.69,99.48,99.48,12.26,99.61,8.32,99.42,197.0,,99.64,99.48,0.0,10224760.6,0.0,2024-07-08,631.0,8.24,,,7.85,39.14,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,ДОМ.РФ14об,RU000A0JQAL8,3.0,114400.0,104.0,104.0,104.0,104.0,51.53,104.0,-4.19,104.0,110.0,101.35,100.82,104.0,8104139.4,1590958.6,8104139.4,2023-05-15,70.0,-4.19,,,16.5,83.18,2022-11-15,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,РЖД-23 обл,RU000A0JQRD9,41.0,2525374.8,99.37,99.56,99.53,99.53,10.11,99.5,8.23,99.51,2538.0,99.5,99.5,99.53,2525374.8,2525374.8,2525374.8,2025-01-16,797.0,8.24,,,7.85,39.14,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,ОткрФКББ03,RU000A0JRZ74,1.0,779.5,77.95,77.95,77.95,77.95,0.01,77.95,9.12,77.95,1.0,78.15,78.16,77.95,1877148.4,1869648.4,1877148.4,2025-07-16,1044.0,9.12,,,0.01,0.05,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,ВЭБ.РФ 21,RU000A0JS4Z7,11.0,76192.4,102.92,103.01,103.0,103.0,2.11,102.96,4.6,102.92,74.0,,102.07,103.0,0.0,529740.6,0.0,2032-02-17,175.0,4.69,,,10.99,54.8,2023-02-28,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,РЖД-32 обл,RU000A0JSGV0,26.0,226686.2,100.85,101.46,101.18,101.18,16.27,101.2,8.54,100.85,224.0,,101.41,101.18,0.0,986765.6,0.0,2032-06-25,295.0,8.52,,,9.9,49.36,2023-07-07,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,ФСК РС-22,RU000A0JSQ58,1.0,102050000.0,102.05,102.05,102.05,102.05,10.28,102.05,8.1,102.05,100000.0,102.03,102.04,102.05,105009548.3,103176508.9,105009548.3,2027-07-21,641.0,8.1,,,9.15,45.62,2024-07-24,2022-09-06,1000.0,SUR,,8.0131,,2024-07-31,RUB,3
TQCB,2022-09-06,РСХБ 17,RU000A0JT7M7,1.0,1009.0,100.9,100.9,100.9,100.9,21.14,100.9,-4.2,100.9,1.0,99.83,99.84,100.9,1060211.9,887558.6,1060211.9,2022-10-11,35.0,-4.2,,,5.25,26.18,,2022-09-06,1000.0,SUR,,,-4.1601,,RUB,3
TQCB,2022-09-06,РСХБ 18,RU000A0JT874,7.0,10999.6,99.72,100.99,99.92,99.92,24.03,100.0,6.91,99.72,11.0,,99.67,99.92,0.0,33943183.2,0.0,2022-10-13,37.0,6.07,,,6.05,30.17,,2022-09-06,1000.0,SUR,,,6.5258,,RUB,3
TQCB,2022-09-06,Роснефть04,RU000A0JT940,37.0,178936.4,99.89,100.1,100.0,99.98,30.52,99.96,7.93,99.91,179.0,,99.98,99.98,0.0,656863.7,0.0,2022-10-17,41.0,8.32,,,7.9,39.39,,2022-09-06,1000.0,SUR,,,7.4797,,RUB,3
TQCB,2022-09-06,Роснефть05,RU000A0JT965,54.0,751304.8,99.85,100.03,99.89,99.89,30.52,99.91,8.99,99.88,752.0,99.91,99.91,99.89,751304.8,751304.8,751304.8,2022-10-17,41.0,8.8,,,7.9,39.39,,2022-09-06,1000.0,SUR,,,8.4387,,RUB,3
TQCB,2022-09-06,Башнефть06,RU000A0JTM28,21.0,208850.9,99.75,100.05,100.04,100.04,7.38,99.93,7.71,99.75,209.0,,99.73,100.04,0.0,1949794.7,0.0,2023-01-31,147.0,8.01,,,7.7,38.39,,2022-09-06,1000.0,SUR,,,7.4885,,RUB,3
TQCB,2022-09-06,Башнефть07,RU000A0JTM36,9.0,46038.7,99.9,100.4,100.36,100.36,7.96,100.08,7.48,100.4,46.0,99.9,99.9,100.36,818142.9,678330.7,818142.9,2023-01-31,147.0,8.22,,,8.3,41.39,,2022-09-06,1000.0,SUR,,,7.264,,RUB,3
TQCB,2022-09-06,Башнефть08,RU000A0JTM44,7.0,13958.2,99.62,99.99,99.65,99.72,7.38,99.7,8.76,99.62,14.0,,99.87,99.72,0.0,518328.6,0.0,2023-01-31,147.0,8.62,,,7.7,38.39,,2022-09-06,1000.0,SUR,,,8.482,,RUB,3
TQCB,2022-09-06,Башнефть09,RU000A0JTM51,2.0,34420.6,100.55,101.28,100.55,100.55,7.96,101.24,6.97,101.28,34.0,,100.32,100.55,0.0,2083614.5,0.0,2023-01-31,147.0,5.17,,,8.3,41.39,,2022-09-06,1000.0,SUR,,,6.785,,RUB,3
TQCB,2022-09-06,РусГидро08,RU000A0JTMK9,1.0,971.3,97.13,97.13,97.13,97.13,0.09,97.13,7.55,97.13,1.0,,97.97,97.13,0.0,501610.8,0.0,2023-02-02,149.0,7.55,,,0.1,0.5,,2022-09-06,1000.0,SUR,,,7.341,,RUB,3
TQCB,2022-09-06,Роснефть07,RU000A0JTS06,31.0,125804081.6,99.46,99.9,99.69,99.69,35.8,99.7,8.1,99.5,126187.0,99.7,99.7,99.69,125804081.6,125804081.6,125804081.6,2023-03-10,179.0,8.07,,,7.3,36.4,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,Роснефть08,RU000A0JTS22,12.0,40825.6,99.38,99.68,99.66,99.66,35.8,99.57,8.16,99.42,41.0,,99.67,99.66,0.0,558179.1,0.0,2023-03-10,179.0,8.35,,,7.3,36.4,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,МТС БО-01,RU000A0JTTA5,2.0,1995.1,99.75,99.76,99.76,99.76,29.74,99.76,7.08,99.75,2.0,,99.46,99.76,0.0,514230.5,0.0,2023-03-22,191.0,7.08,,,6.5,32.41,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,РЖД-28 обл,RU000A0JTU85,2.0,1955.1,97.75,97.76,97.75,97.75,29.99,97.76,8.55,97.76,2.0,,97.91,97.75,0.0,5034748.6,0.0,2028-03-21,531.0,8.54,,,6.8,33.91,2024-03-26,2022-09-06,1000.0,SUR,,8.4888,,2024-03-29,RUB,3
TQCB,2022-09-06,РСХБ 20,RU000A0JTVJ2,5.0,166115.6,103.01,103.5,103.5,103.5,57.39,103.18,8.2,103.01,161.0,,103.6,103.5,0.0,500365.1,0.0,2023-04-11,205.0,8.77,,,14.25,71.05,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,Роснефть06,RU000A0JTYL2,1.0,997.6,99.76,99.76,99.76,99.76,18.79,99.76,7.46,99.76,1.0,,99.26,99.76,0.0,536025.2,0.0,2023-05-30,260.0,7.46,,,7.0,34.9,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,Роснефть10,RU000A0JTYN8,3.0,4966.7,98.59,100.45,100.45,100.45,18.79,99.33,6.44,98.59,5.0,,99.45,100.45,0.0,500225.5,0.0,2023-05-30,260.0,8.1,,,7.0,34.9,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,ОткрФКББ02,RU000A0JU0N7,2.0,73666.1,70.14,72.05,70.14,70.16,0.05,70.16,12.35,72.05,105.0,,73.02,70.16,0.0,526484.5,0.0,2025-09-24,1114.0,12.34,,,0.01,0.05,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,ВТБ БО-43,RU000A0JU773,12.0,35177.4,100.31,100.58,100.58,100.57,15.97,100.51,8.37,100.58,35.0,,103.13,100.57,0.0,515650.5,0.0,2023-09-29,369.0,8.44,,,8.7,21.69,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,ИРКУТ БО-4,RU000A0JUA45,6.0,305115.0,100.5,100.7,100.5,100.5,29.59,100.7,8.7,100.7,303.0,100.7,100.7,100.5,2324045.2,2310971.5,2324045.2,2023-11-06,403.0,8.51,,,9.0,44.88,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQIR,2022-09-06,РСГ-ФинБ01,RU000A0JUAG0,9.0,25967.2,99.48,99.97,99.97,99.95,29.15,99.87,9.75,99.48,26.0,,99.39,99.95,0.0,501909.4,0.0,2025-11-11,70.0,10.32,,,9.5,47.37,2022-11-15,2022-09-06,1000.0,SUR,,9.3379,,2022-11-17,RUB,3
TQCB,2022-09-06,РЖД-30 обл,RU000A0JUAH8,3.0,22349.1,97.17,97.17,97.17,97.17,20.71,97.17,8.35,97.17,23.0,97.13,97.13,97.17,1499758.0,1111158.0,1499758.0,2028-11-07,740.0,8.35,,,6.75,33.66,2024-11-12,2022-09-06,1000.0,SUR,,8.3103,,2024-11-15,RUB,3
TQCB,2022-09-06,РоснефтьБ1,RU000A0JUFU0,5.0,23079.8,100.0,103.95,103.95,103.95,6.9,100.35,-0.4,100.04,23.0,,100.51,103.95,0.0,500552.4,0.0,2024-02-06,154.0,8.27,,,9.0,44.88,2023-02-07,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,РоснефтьБ7,RU000A0JUFV8,2.0,3089.6,102.96,103.0,103.0,103.0,6.9,102.99,1.79,102.96,3.0,,102.19,103.0,0.0,542648.0,0.0,2024-02-06,154.0,1.81,,,9.0,44.88,2023-02-07,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,Росбн14ИП,RU000A0JUJG1,7.0,20937.77,100.9,103.45,100.9,100.97,8.17,103.14,11.24,101.2,58.0,,102.49,100.97,0.0,640669.12,0.0,2024-03-27,277.0,8.12,,,12.0,10.59,,2022-09-06,350.0,SUR,,,,,RUB,3
TQCB,2022-09-06,ГПБ БО-08,RU000A0JUMH3,40.0,1153544.2,96.89,97.42,97.02,97.02,19.31,97.02,8.73,97.36,1189.0,97.02,97.02,97.02,1153544.2,1153544.2,1153544.2,2024-05-23,590.0,8.73,,,6.65,33.52,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,АшинМЗ БО1,RU000A0JUQC5,48.0,930456.0,90.04,90.6,90.18,90.2,26.71,90.42,60.93,90.22,1029.0,90.42,90.42,90.2,930456.0,930456.0,930456.0,2024-06-17,104.0,59.47,,,12.5,62.33,2022-12-19,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,АльфаБО-13,RU000A0JUU90,2.0,61006.0,100.0,100.01,100.01,100.01,36.74,100.01,9.09,100.0,61.0,,98.18,100.01,0.0,500732.4,0.0,2029-08-30,660.0,9.09,,,7.45,37.15,2024-09-05,2022-09-06,1000.0,SUR,,0.6632,,2022-09-12,RUB,3
TQCB,2022-09-06,ГПБ БО-10,RU000A0JUV08,8.0,535224.2,99.85,99.87,99.87,99.87,26.96,99.86,8.63,99.87,536.0,99.85,99.86,99.87,1532625.9,537221.1,1532625.9,2024-09-26,20.0,8.83,,,6.0,30.25,2022-09-26,2022-09-06,1000.0,SUR,,7.4317,,2022-09-28,RUB,3
TQCB,2022-09-06,РоснфтБО3,RU000A0JV1X3,5.0,5098.9,101.95,102.01,101.96,101.96,24.72,101.98,8.58,102.01,5.0,101.33,102.44,101.96,2868746.6,596179.3,2868746.6,2024-11-28,737.0,8.57,,,9.4,46.87,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,РоснфтБО9,RU000A0JV219,11.0,18404184.6,102.25,103.1,103.1,103.1,24.72,103.1,8.0,102.25,17851.0,103.1,103.1,103.1,18404184.6,18404184.6,18404184.6,2024-11-28,738.0,8.0,,,9.4,46.87,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,ВТБ БО-30,RU000A0JV3Q3,1.0,1019.9,101.99,101.99,101.99,101.99,16.87,101.99,5.7,101.99,1.0,,101.74,101.99,0.0,500547.6,0.0,2024-12-13,358.0,5.7,,,7.6,18.95,2023-09-15,2022-09-06,1000.0,SUR,,5.6261,,2023-09-19,RUB,3
TQCB,2022-09-06,ВЭБлизБ06,RU000A0JV9D8,2.0,21909.5,97.04,99.71,97.04,97.04,3.03,99.59,9.5,99.71,22.0,99.89,99.18,97.04,2289464.5,502821.2,2289464.5,2025-02-18,829.0,8.26,,,7.91,39.44,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,ГТЛК БО-04,RU000A0JVA10,28.0,176602.1,98.64,99.62,99.0,99.0,19.46,99.21,9.35,99.55,178.0,,99.0,99.0,0.0,15286954.2,0.0,2025-03-06,348.0,9.11,,,7.98,19.9,2023-09-07,2022-09-06,1000.0,SUR,,9.1972,,2023-09-12,RUB,3
TQCB,2022-09-06,ЗенитБО-09,RU000A0JVBX1,1.0,5880.0,98.0,98.0,98.0,98.0,0.44,98.0,39.94,98.0,6.0,,,98.0,0.0,0.0,0.0,2025-03-27,23.0,39.94,,,0.1,0.5,2022-09-29,2022-09-06,1000.0,SUR,,31.4979,,2022-10-03,RUB,3
TQCB,2022-09-06,ОткрФКБОП1,RU000A0JVC59,2.0,1963.0,96.31,99.99,99.99,99.99,25.6,98.15,6.5,96.31,2.0,,,99.99,0.0,0.0,0.0,2023-04-16,216.0,9.82,,,6.4,32.26,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,РусГидро09,RU000A0JVD25,5.0,4998.1,98.96,100.38,99.89,99.89,28.77,99.96,7.82,98.96,5.0,,99.62,99.89,0.0,508039.4,0.0,2025-04-15,217.0,7.69,,,7.5,37.4,2023-04-18,2022-09-06,1000.0,SUR,,7.6761,,2023-04-21,RUB,3
TQCB,2022-09-06,РостелБО-1,RU000A0JVFC6,4.0,76551.0,96.9,96.9,96.9,96.9,22.4,96.9,8.62,96.9,79.0,,96.93,96.9,0.0,551539.6,0.0,2025-05-16,889.0,8.62,,,7.5,37.4,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,ТрансФБО39,RU000A0JVHH1,4.0,47698.9,89.98,90.0,90.0,90.0,20.96,90.0,13.35,89.98,53.0,,90.5,90.0,0.0,500445.8,0.0,2025-06-04,890.0,13.35,,,8.5,42.38,,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,Оренб35003,RU000A0JVM81,28.0,129608.76,110.6,111.94,110.85,110.85,14.04,110.78,7.71,111.94,195.0,,110.95,110.85,0.0,526569.48,0.0,2025-07-03,591.0,7.75,,,14.0,20.94,,2022-09-06,600.0,SUR,,,,,RUB,3
TQCB,2022-09-06,РСХБ 24,RU000A0JVN56,4.0,62406.8,100.06,100.9,100.9,100.9,16.12,100.01,2.19,100.06,62.0,100.07,100.07,100.9,816591.8,793593.6,816591.8,2025-07-11,38.0,11.36,,,11.1,27.67,2022-10-14,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,РСХБ 26,RU000A0JVN98,3.0,105000.0,105.0,105.0,105.0,105.0,14.9,105.0,-27.34,105.0,100.0,,,105.0,0.0,0.0,0.0,2025-07-15,42.0,-27.34,,,11.1,27.67,2022-10-18,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,РОССИУМ 01,RU000A0JVT43,1.0,3018.0,100.6,100.6,100.6,100.6,100.71,100.6,3.21,100.6,3.0,,100.5,100.6,0.0,500494.0,0.0,2025-09-15,13.0,3.21,,,21.75,108.45,2022-09-19,2022-09-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-06,Новсиб 7об,RU000A0JVUD3,9.0,2261.34,100.2,100.52,100.52,100.52,1.25,100.5,6.4,100.21,45.0,,100.62,100.52,0.0,1124655.43,0.0,2022-10-10,34.0,6.63,,,12.16,1.82,,2022-09-06,50.0,SUR,,,6.0416,,RUB,3
TQCB,2022-09-06,СистемБ1P1,RU000A0JVUK8,43.0,38831053.4,104.25,104.7,104.59,104.59,71.73,104.56,8.76,104.26,37138.0,104.56,104.56,104.59,38831053.4,38831053.4,38831053.4,2025-09-30,196.0,8.81,,,17.0,84.77,2023-04-04,2022-09-06,1000.0,SUR,,8.5967,,2023-04-07,RUB,3
