BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-08-02,AMDRUB_TOM,AMDRUB_TOM,16.4725,15.36,16.9,16.75,209.0,11118714.75,16.783
CNGD,2022-08-02,BYN_TODTOM,BYNRUBTODTOM,0.0,0.0,0.0128,0.0128,3.0,26286.56,
CETS,2022-08-02,BYNRUB_TOD,BYNRUB_TOD,23.3825,23.3825,23.3825,23.3825,1.0,1169125.0,23.3825
CETS,2022-08-02,BYNRUB_TOM,BYNRUB_TOM,23.575,23.115,23.575,23.24,299.0,103094877.5,23.2983
CETS,2022-08-02,CNYRUB_TOD,CNY000000TOD,8.927,8.861,9.007,8.95,2759.0,5135374526.0,8.9391
CNGD,2022-08-02,CNYRUB_TOD,CNY000000TOD,8.97,8.91,8.97,8.94,5.0,1231540850.0,
CETS,2022-08-02,CNY_TODTOM,CNYRUBTODTOM,0.002001,0.002001,0.002279,0.002124,424.0,124892387754.0,0.002106
CNGD,2022-08-02,CNY_TODTOM,CNYRUBTODTOM,0.003937,-0.0038,0.0049,0.003937,2575.0,7662881400.64,
CETS,2022-08-02,CNYRUB_TOM,CNYRUB_TOM,8.976,8.852,9.048,8.97,54370.0,58791593564.0,8.9356
CNGD,2022-08-02,CNYRUB_TOM,CNYRUB_TOM,8.96,8.853,9.017,8.977,11328.0,1565144404.9,
CETS,2022-08-02,CNY_TOM1W,CNYRUB_TOM1W,0.0147,0.0147,0.0147,0.0147,1.0,17993764000.0,0.0147
CNGD,2022-08-02,CNY_TOM6M,CNYRUB_TOM6M,0.328,0.328,0.328,0.328,1.0,2606850960.0,
CETS,2022-08-02,EUR_TODTOM,EUR000TODTOM,0.0135,0.0123,0.0144,0.0144,876.0,48461490760.0,0.0136
CNGD,2022-08-02,EUR_TODTOM,EUR000TODTOM,0.0,-0.0169,0.0941,0.0122,841.0,1983492231.91,
CETS,2022-08-02,EURRUB_TMS,EURRUB_TMS,61.7425,60.765,61.85,61.425,1523.0,20480359.84,61.3658
CETS,2022-08-02,EURUSD_TOD,EURUSD000TOD,1.02117,1.01583,1.02221,1.0186,1261.0,4054752987.58,1.01799
CNGD,2022-08-02,EURUSD_TOD,EURUSD000TOD,1.02887,1.0085,1.02887,1.02798,1232.0,16052385.97,
CETS,2022-08-02,EURUSD_TOM,EURUSD000TOM,1.02,1.015,1.0228,1.015,6466.0,28669497113.45,1.01818
CNGD,2022-08-02,EURUSD_TOM,EURUSD000TOM,1.02887,1.0085,1.02887,1.0211,1238.0,2772014272.32,
CETS,2022-08-02,EURUSDTDTM,EURUSDTODTOM,2e-05,-1e-05,0.000112,0.000112,123.0,51511645379.09,2.6e-05
CNGD,2022-08-02,EURUSDTDTM,EURUSDTODTOM,0.000447,-0.000279,0.000447,0.000447,20.0,3413423.98,
CETS,2022-08-02,EURRUB_TOD,EUR_RUB__TOD,62.0025,60.5,62.0025,61.0175,9135.0,20494658935.0,61.2631
CNGD,2022-08-02,EURRUB_TOD,EUR_RUB__TOD,63.0922,60.4915,63.0922,60.64,7045.0,114607897.36,
CETS,2022-08-02,EURRUB_TOM,EUR_RUB__TOM,61.6875,60.5175,61.69,61.2525,20373.0,58233266585.0,61.249
