BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2022-10-04,РЖД-19 обл,RU000A0JQ7Z2,31.0,270056.1,97.9,101.5,98.19,98.19,18.28,98.2,9.17,101.5,275.0,,97.94,98.19,0.0,10063056.1,0.0,2024-07-08,602.0,9.17,,,7.85,39.14,,2022-10-04,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-04,РЖД-23 обл,RU000A0JQRD9,64.0,3743124.0,96.81,97.98,97.1,97.1,16.13,96.97,9.49,97.98,3860.0,96.97,96.97,97.1,3743124.0,3743124.0,3743124.0,2025-01-16,768.0,9.56,,,7.85,39.14,,2022-10-04,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-04,ГлДорога 3,RU000A0JR4U9,2.0,1662.5,95.0,95.0,95.0,95.0,54.59,95.0,81.82,95.0,2.0,,90.2,95.0,0.0,322708147.06,0.0,2028-10-30,34.0,81.82,,,6.9,60.21,2022-11-07,2022-10-04,875.0,SUR,,,,,RUB,3
TQCB,2022-10-04,ВЭБ.РФ 21,RU000A0JS4Z7,1.0,1020.9,102.09,102.09,102.09,102.09,10.54,102.09,5.68,102.09,1.0,100.2,100.25,102.09,709410.0,540340.5,709410.0,2032-02-17,147.0,5.68,,,10.99,54.8,2023-02-28,2022-10-04,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-04,РосбанкБО5,RU000A0JS6M0,1.0,960.2,96.02,96.02,96.02,96.02,30.7,96.02,11.17,96.02,1.0,,,96.02,0.0,0.0,0.0,2023-10-21,364.0,11.17,,,6.75,33.84,,2022-10-04,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-04,РЖД-32 обл,RU000A0JSGV0,28.0,1122406.4,100.62,100.92,100.8,100.8,23.87,100.75,8.93,100.63,1114.0,100.75,100.75,100.8,1122406.4,1122406.4,1122406.4,2032-06-25,267.0,9.01,,,9.9,49.36,2023-07-07,2022-10-04,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-04,ВЭБ.РФ 18,RU000A0JT403,8.0,15464.7,89.91,96.62,89.91,89.91,0.84,90.97,14.12,89.93,17.0,,95.6,89.91,0.0,500936.2,0.0,2032-09-17,683.0,13.4,,,7.67,38.24,2024-09-27,2022-10-04,1000.0,SUR,,14.0212,,2024-10-01,RUB,3
TQCB,2022-10-04,ВЭБ.РФ 19,RU000A0JT6B2,16.0,150808.9,96.0,101.77,97.5,97.5,36.89,97.3,9.52,96.0,155.0,,95.91,97.5,0.0,7416571.9,0.0,2032-09-23,509.0,9.68,,,7.48,37.3,2024-04-04,2022-10-04,1000.0,SUR,,9.4368,,2024-04-08,RUB,3
TQCB,2022-10-04,РСХБ 17,RU000A0JT7M7,22.0,4227157.8,99.98,100.0,99.98,99.98,25.17,99.98,6.49,100.0,4228.0,99.98,99.98,99.98,4227157.8,4227157.8,4227157.8,2022-10-11,7.0,6.49,,,5.25,26.18,,2022-10-04,1000.0,SUR,,,5.3917,,RUB,3
TQCB,2022-10-04,РСХБ 18,RU000A0JT874,1.0,1003.0,100.3,100.3,100.3,100.3,28.68,100.3,-7.12,100.3,1.0,,99.99,100.3,0.0,1116876.4,0.0,2022-10-13,9.0,-7.12,,,6.05,30.17,,2022-10-04,1000.0,SUR,,,-6.5638,,RUB,3
TQCB,2022-10-04,Роснефть04,RU000A0JT940,14.0,496095.5,99.89,100.03,100.02,100.02,36.58,100.02,7.28,99.89,496.0,,100.01,100.02,0.0,923095.5,0.0,2022-10-17,13.0,7.28,,,7.9,39.39,,2022-10-04,1000.0,SUR,,,6.4981,,RUB,3
TQCB,2022-10-04,Роснефть05,RU000A0JT965,23.0,898539.8,99.7,100.05,99.94,99.94,36.58,99.95,9.83,99.71,899.0,99.95,99.95,99.94,898539.8,898539.8,898539.8,2022-10-17,13.0,9.51,,,7.9,39.39,,2022-10-04,1000.0,SUR,,,8.6708,,RUB,3
TQCB,2022-10-04,МЕТАЛИНВ 2,RU000A0JTLJ3,5.0,6870.7,96.52,99.38,99.38,99.38,14.04,98.15,9.88,96.53,7.0,,99.58,99.38,0.0,504878.2,0.0,2023-01-27,115.0,14.28,,,7.65,38.15,,2022-10-04,1000.0,SUR,,,9.4772,,RUB,3
