BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2022-10-04,АбрауДюрсо,ABRD,680.0,8776015.0,168.5,166.0,174.0,170.5,169.5,170.5,51780.0,169.5,169.5,170.5,8776015.0,8776015.0,8776015.0,0.0,3
SMAL,2022-10-04,Система ао,AFKS,29.0,1021.02,10.6,10.002,12.552,,11.06,12.548,87.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-04,Система ао,AFKS,20210.0,411046922.5,11.31,10.79,11.45,10.97,11.06,11.0,37165800.0,11.059,11.059,10.97,371973982.7,371973982.7,371973982.7,0.0,3
SMAL,2022-10-04,Аэрофлот,AFLT,10.0,517.14,22.72,21.0,25.98,,23.58,24.54,21.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-04,Аэрофлот,AFLT,16755.0,216471225.4,24.26,23.06,24.44,23.34,23.58,23.36,9178300.0,23.6,23.6,23.34,194826234.2,194826234.2,194826234.2,0.0,3
TQBR,2022-10-04,AGRO-гдр,AGRO,4854.0,37422907.0,764.0,750.0,781.8,764.0,762.4,764.0,49086.0,762.4,762.4,764.0,37422907.0,37422907.0,37422907.0,0.0,3
TQTF,2022-10-04,AKGD ETF,AKGD,437.0,1267067.75,77.0,76.0,78.81,78.44,77.5,78.47,16330.0,77.59,77.59,78.44,1267067.75,1267067.75,1267067.75,27134825.38,3
TQTF,2022-10-04,ETF AKMB,AKMB,5294.0,3084268.29,1.1465,1.1465,1.1707,1.1663,1.1638,1.1676,2649244.0,1.1642,1.1642,1.1663,3084268.29,3084268.29,3084268.29,7757574.82,3
TQTF,2022-10-04,ETF AKME,AKME,275.0,1286945.98,75.96,73.46,78.26,75.6,76.08,75.6,16925.0,76.04,76.04,75.6,1286945.98,1286945.98,1286945.98,3332061.76,3
TQTF,2022-10-04,AKMM ETF,AKMM,65.0,23027179.23,101.65,101.05,101.67,101.66,101.66,101.64,226518.0,101.66,101.66,101.66,23027179.23,23027179.23,23027179.23,15689435.28,3
TQTD,2022-10-04,AKQU ETF,AKQU,5.0,40290.04,82.94,82.89,82.94,82.9,82.9,82.89,486.0,4674.32,4696.69,82.9,6698296.02,4659118.32,6698296.02,19351.99,3
TQBR,2022-10-04,Акрон,AKRN,1271.0,40346426.0,15500.0,14300.0,15500.0,14510.0,14644.0,14510.0,2755.0,14644.0,14644.0,14510.0,40346426.0,40346426.0,40346426.0,0.0,3
TQTF,2022-10-04,ETF AKSC,AKSC,32.0,4476.86,32.0,32.0,33.26,33.0,31.56,32.92,136.0,,35.66,33.0,0.0,552301.28,0.0,43248.47,3
TQTF,2022-10-04,AKVG ETF,AKVG,27.0,9568.36,35.16,33.5,35.3,35.22,34.64,34.9,274.0,,32.46,35.22,0.0,802766.16,0.0,209006.78,3
SMAL,2022-10-04,АЛРОСА ао,ALRS,18.0,1796.49,62.0,62.0,65.5,,64.86,64.0,28.0,,,,0.0,0.0,0.0,0.0,3
