BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2022-10-13,АбрауДюрсо,ABRD,328.0,4399035.0,172.0,170.0,177.5,171.0,172.5,171.0,25520.0,172.5,172.5,171.0,4399035.0,4399035.0,4399035.0,0.0,3
SMAL,2022-10-13,Система ао,AFKS,7.0,135.14,10.9,10.9,11.734,,10.921,11.734,12.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-13,Система ао,AFKS,10530.0,206644997.1,10.78,10.703,11.105,10.944,10.921,10.994,18922400.0,10.918,10.918,10.944,194525096.8,194525096.8,194525096.8,0.0,3
SMAL,2022-10-13,Аэрофлот,AFLT,8.0,495.54,23.1,22.4,23.38,,23.44,22.4,22.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-13,Аэрофлот,AFLT,7367.0,90177036.2,23.52,23.2,23.74,23.56,23.44,23.54,3846830.0,23.44,23.44,23.56,76975637.8,76975637.8,76975637.8,0.0,3
TQBR,2022-10-13,AGRO-гдр,AGRO,4979.0,28349868.4,812.2,772.2,812.2,785.6,795.8,785.6,35627.0,795.8,795.8,785.6,28349868.4,28349868.4,28349868.4,0.0,3
TQTF,2022-10-13,AKGD ETF,AKGD,782.0,5371665.03,80.94,77.03,81.29,77.79,79.24,77.79,68527.0,78.39,78.39,77.79,5371665.03,5371665.03,5371665.03,26870347.03,3
TQTF,2022-10-13,ETF AKMB,AKMB,6530.0,5092227.25,1.18,1.1761,1.1881,1.1818,1.1824,1.1816,4308220.0,1.182,1.182,1.1818,5092227.25,5092227.25,5092227.25,7979158.68,3
TQTF,2022-10-13,ETF AKME,AKME,203.0,338724.12,76.64,76.32,77.94,76.8,77.04,76.8,4393.0,,77.06,76.8,0.0,568367.94,0.0,3125642.1,3
TQTF,2022-10-13,AKMM ETF,AKMM,51.0,40090857.09,101.88,101.85,101.88,101.88,101.87,101.88,393533.0,101.87,101.87,101.88,40090857.09,40090857.09,40090857.09,17537467.7,3
TQBR,2022-10-13,Акрон,AKRN,670.0,33232650.0,14620.0,14602.0,14950.0,14810.0,14810.0,14810.0,2244.0,14810.0,14810.0,14810.0,33232650.0,33232650.0,33232650.0,0.0,3
TQTF,2022-10-13,ETF AKSC,AKSC,32.0,9961.32,33.82,32.86,34.38,34.36,33.7,34.18,299.0,,34.16,34.36,0.0,515872.87,0.0,165706.72,3
TQTF,2022-10-13,AKVG ETF,AKVG,40.0,34753.16,34.08,33.38,35.18,34.8,34.26,35.18,1034.0,,32.6,34.8,0.0,882802.78,0.0,207000.97,3
SMAL,2022-10-13,АЛРОСА ао,ALRS,1.0,70.8,70.8,70.8,70.8,,66.34,70.8,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-13,АЛРОСА ао,ALRS,18864.0,288463272.6,66.1,65.5,66.81,66.45,66.34,66.42,4348190.0,66.34,66.34,66.45,269617617.9,269617617.9,269617617.9,0.0,3
TQBR,2022-10-13,АшинскийМЗ,AMEZ,221.0,2346464.0,24.57,24.07,24.57,24.255,24.39,24.255,96200.0,24.39,24.39,24.255,2346464.0,2346464.0,2346464.0,0.0,3
TQTF,2022-10-13,AMRE ETF,AMRE,129.0,3568885.4,65.0,64.7,66.9,65.3,64.7,65.0,55135.0,64.7,64.7,65.3,3568885.4,3568885.4,3568885.4,583877.84,3
TQTF,2022-10-13,AMRH ETF,AMRH,5.0,2403.18,101.48,99.98,101.92,101.92,100.14,101.92,24.0,101.82,101.82,101.92,3514480.44,3504400.26,3514480.44,500226.58,3
SMAL,2022-10-13,Аптеки36и6,APTK,1.0,41.2,10.3,10.3,10.3,,11.374,10.3,4.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-13,Аптеки36и6,APTK,1147.0,1842764.32,11.404,11.28,11.506,11.396,11.374,11.396,162010.0,11.374,11.374,11.396,1842764.32,1842764.32,1842764.32,0.0,3
TQBR,2022-10-13,ИНАРКТИКА,AQUA,1538.0,15062986.5,555.0,551.5,564.5,556.5,558.0,556.5,27002.0,558.0,558.0,556.5,15062986.5,15062986.5,15062986.5,0.0,3
TQBR,2022-10-13,Арсагера,ARSA,16.0,41792.0,5.18,5.06,5.19,5.06,5.16,5.06,8100.0,,5.07,5.06,0.0,502507.0,0.0,0.0,3
TQBR,2022-10-13,АстрЭнСб,ASSB,79.0,107744.0,0.688,0.6875,0.71,0.69,0.704,0.69,153000.0,,0.691,0.69,0.0,500416.0,0.0,0.0,3
TQBR,2022-10-13,Авангрд-ао,AVAN,211.0,490285.0,900.0,835.0,900.0,850.0,860.0,850.0,570.0,,860.0,850.0,0.0,501995.0,0.0,0.0,3
TQBR,2022-10-13,Башнефт ао,BANE,574.0,4889523.0,815.5,815.0,832.5,830.0,828.0,830.0,5904.0,828.0,828.0,830.0,4889523.0,4889523.0,4889523.0,0.0,3
TQBR,2022-10-13,Башнефт ап,BANEP,1316.0,17692922.0,588.5,588.0,604.5,598.0,597.5,598.0,29618.0,597.5,597.5,598.0,17692922.0,17692922.0,17692922.0,0.0,3
TQTF,2022-10-13,BCSB ETF,BCSB,134.0,1607062.53,10.412,10.4,10.412,10.406,10.4,10.412,154524.0,10.4,10.4,10.406,1592978.25,1592978.25,1592978.25,352690.87,3
TQBR,2022-10-13,Белуга ао,BELU,2975.0,43658924.0,2724.0,2671.0,2724.0,2697.0,2694.0,2697.0,16203.0,2694.0,2694.0,2697.0,43658924.0,43658924.0,43658924.0,0.0,3
TQBR,2022-10-13,БашИнСв ап,BISVP,42.0,49814.0,7.02,6.92,7.25,7.08,7.12,7.06,7000.0,,7.01,7.08,0.0,500244.0,0.0,0.0,3
