BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-08-15,AMDRUB_TOM,AMDRUB_TOM,16.49,16.0725,16.49,16.4375,48.0,277137.75,16.3987
CNGD,2022-08-15,BYN_TODTOM,BYNRUBTODTOM,0.0,0.0,0.0131,0.0131,4.0,318166.51,
CETS,2022-08-15,BYNRUB_TOD,BYNRUB_TOD,23.84,23.84,23.84,23.84,1.0,4791840.0,23.84
CETS,2022-08-15,BYNRUB_TOM,BYNRUB_TOM,23.925,23.6775,24.085,24.0,513.0,120612657.5,23.8601
CETS,2022-08-15,CNYRUB_TOD,CNY000000TOD,8.99,8.968,9.049,9.033,2327.0,4765011739.0,9.0218
CETS,2022-08-15,CNY_TODTOM,CNYRUBTODTOM,0.002499,0.002001,0.002499,0.002035,507.0,131561650076.7,0.002039
CNGD,2022-08-15,CNY_TODTOM,CNYRUBTODTOM,8e-06,-0.0038,0.0049,0.003945,2582.0,12956972975.98,
CETS,2022-08-15,CNYRUB_TOM,CNYRUB_TOM,8.983,8.951,9.09,9.03,31774.0,51507555771.0,9.0447
CNGD,2022-08-15,CNYRUB_TOM,CNYRUB_TOM,8.99,8.951,9.09,9.033,7486.0,856299208.25,
CETS,2022-08-15,CNY_TOM1W,CNYRUB_TOM1W,0.0142,0.0142,0.0142,0.0142,1.0,18028216000.0,0.0142
CNGD,2022-08-15,CNY_TOM1W,CNYRUB_TOM1W,0.0143,0.0143,0.0143,0.0143,1.0,4507104000.0,
CETS,2022-08-15,EUR_TODTOM,EUR000TODTOM,0.0,0.0,0.022,0.0135,1267.0,44361765420.0,0.011
CNGD,2022-08-15,EUR_TODTOM,EUR000TODTOM,0.0,-0.0171,0.0862,0.0125,693.0,3303623537.01,
CETS,2022-08-15,EURRUB_TMS,EURRUB_TMS,62.5925,62.055,62.8475,62.3075,1591.0,22871587.7,62.5492
CETS,2022-08-15,EURUSD_TOD,EURUSD000TOD,1.025,1.01222,1.025,1.0135,319.0,1129045930.34,1.01653
CNGD,2022-08-15,EURUSD_TOD,EURUSD000TOD,1.03368,1.01321,1.03368,1.03368,566.0,5913716.66,
CETS,2022-08-15,EURUSD_TOM,EURUSD000TOM,1.025,1.0125,1.025,1.018,6256.0,24508473382.29,1.0168
CNGD,2022-08-15,EURUSD_TOM,EURUSD000TOM,1.03368,1.01321,1.03368,1.0198,570.0,2489569868.56,
CETS,2022-08-15,EURUSDTDTM,EURUSDTODTOM,-6.9e-05,-0.000183,3e-05,1.4e-05,49.0,36047129003.84,-7e-06
CNGD,2022-08-15,EURUSDTDTM,EURUSDTODTOM,0.000451,-0.000282,0.000451,0.000451,14.0,3284357.1,
CETS,2022-08-15,EURRUB_TOD,EUR_RUB__TOD,62.0,61.9425,62.73,62.395,12628.0,33983620505.0,62.519
CNGD,2022-08-15,EURRUB_TOD,EUR_RUB__TOD,62.9811,61.734,62.9811,62.9811,3460.0,37834172.27,
CETS,2022-08-15,EURRUB_TOM,EUR_RUB__TOM,61.895,61.8525,62.7575,62.35,25455.0,69373324860.0,62.4915
CNGD,2022-08-15,EURRUB_TOM,EUR_RUB__TOM,62.0,61.734,62.9811,62.425,7656.0,4111498911.63,
CNGD,2022-08-15,GBP_TODTOM,GBPRUBTODTOM,-0.0391,-0.0391,0.0324,0.0319,40.0,7722430.75,
CETS,2022-08-15,GBPRUB_TOD,GBPRUB_TOD,75.9975,75.9975,75.9975,75.9975,1.0,1139962.5,75.9975
CNGD,2022-08-15,GBPRUB_TOD,GBPRUB_TOD,74.9975,74.9975,75.7475,74.9975,319.0,3909202.81,
CETS,2022-08-15,GBPRUB_TOM,GBPRUB_TOM,73.2,70.6,73.9975,73.2,237.0,142778587.5,72.9952
CNGD,2022-08-15,GBPRUB_TOM,GBPRUB_TOM,73.7325,71.1225,75.7475,72.905,727.0,15501003.22,
CETS,2022-08-15,GLD_TODTOM,GLDRUBTODTOM,0.4712,0.4712,0.4712,0.4712,2.0,264892435.5,0.4712
CNGD,2022-08-15,GLD_TODTOM,GLDRUBTODTOM,0.7539,-0.4241,1.5078,1.5078,71.0,9535400.7,
CETS,2022-08-15,GLDRUB_TOM,GLDRUB_TOM,3425.51,3424.07,3479.93,3458.0,4690.0,373336408.66,3461.53
CNGD,2022-08-15,GLDRUB_TOM,GLDRUB_TOM,3430.0,3420.0,3430.0,3420.0,5.0,244520660.0,
CNGD,2022-08-15,HKD_TODTOM,HKDRUBTODTOM,3.4e-05,-0.002134,0.0043,0.003435,696.0,599568589.83,
CETS,2022-08-15,HKDRUB_TOM,HKDRUB_TOM,7.8736,7.825,7.984,7.933,1878.0,309654018.2,7.9401
CNGD,2022-08-15,HKDRUB_TOM,HKDRUB_TOM,7.8735,7.8157,7.9846,7.9488,6041.0,69984144.52,
CNGD,2022-08-15,KZT_TODTOM,KZTRUBTODTOM,0.0,0.0,0.0057,0.0057,3.0,7701.9,
CETS,2022-08-15,KZTRUB_TOM,KZTRUB_TOM,12.8,12.8,13.1,13.04,453.0,282663407.5,12.9315
CNGD,2022-08-15,SLV_TODTOM,SLVRUBTODTOM,0.02,0.02,0.02,0.02,1.0,9106.38,
CETS,2022-08-15,SLVRUB_TOM,SLVRUB_TOM,46.0,45.55,46.46,46.25,777.0,7016770.0,45.98
CNGD,2022-08-15,TRY_TODTOM,TRYRUBTODTOM,3.3e-05,3.3e-05,0.0019,0.001433,137.0,55680372.94,
