BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2022-08-15,РЖД-19 обл,RU000A0JQ7Z2,182.0,416393.0,99.4,99.74,99.69,99.69,7.53,99.62,8.18,99.74,418.0,,99.69,99.69,0.0,501446.1,0.0,2024-07-08,653.0,8.23,,,7.85,39.14,,2022-08-15,1000.0,SUR,,,,,RUB,3
TQCB,2022-08-15,ДОМ.РФ14об,RU000A0JQAL8,11.0,3045001.0,101.5,101.51,101.5,101.5,41.59,101.5,10.29,101.51,3000.0,101.5,101.5,101.5,3045001.0,3045001.0,3045001.0,2023-05-15,92.0,10.29,,,16.5,83.18,2022-11-15,2022-08-15,1000.0,SUR,,,,,RUB,3
TQCB,2022-08-15,ДОМ.РФ15об,RU000A0JQAM6,12.0,3229540.0,107.5,115.5,107.5,107.5,83.84,107.51,-46.77,115.5,3004.0,107.51,107.51,107.5,3229540.0,3229540.0,3229540.0,2028-09-15,31.0,-46.83,,,20.0,100.82,2022-09-15,2022-08-15,1000.0,SUR,,,,,RUB,3
TQCB,2022-08-15,РЖД-23 обл,RU000A0JQRD9,59.0,346922.7,98.12,99.12,99.0,99.01,5.38,98.84,8.48,98.12,351.0,,98.85,99.01,0.0,500201.5,0.0,2025-01-16,819.0,8.56,,,7.85,39.14,,2022-08-15,1000.0,SUR,,,,,RUB,3
TQCB,2022-08-15,СЗКК 03,RU000A0JRU20,3.0,6991.8,93.5,99.49,99.49,99.49,35.43,94.17,16.17,93.5,9.0,,,99.49,0.0,0.0,0.0,2031-09-26,53.0,68.06,,,12.15,49.98,2022-10-07,2022-08-15,825.0,SUR,,,,,RUB,3
TQCB,2022-08-15,СЗКК 04,RU000A0JRU46,3.0,25872.33,94.12,96.0,96.0,96.0,35.43,95.03,47.69,94.12,33.0,,,96.0,0.0,0.0,0.0,2031-09-26,53.0,58.11,,,12.15,49.98,2022-10-07,2022-08-15,825.0,SUR,,,,,RUB,3
TQCB,2022-08-15,ОткрФКББ03,RU000A0JRZ74,1.0,777.0,77.7,77.7,77.7,77.7,0.01,77.7,9.04,77.7,1.0,,74.25,77.7,0.0,654103.7,0.0,2025-07-16,1066.0,9.04,,,0.01,0.05,,2022-08-15,1000.0,SUR,,,,,RUB,3
TQCB,2022-08-15,ВЭБ.РФ 21,RU000A0JS4Z7,7.0,322322.6,104.98,105.01,105.0,104.99,50.28,104.99,1.61,105.0,307.0,,103.54,104.99,0.0,780659.0,0.0,2032-02-17,188.0,1.62,,,10.99,54.8,2023-02-28,2022-08-15,1000.0,SUR,,,,,RUB,3
TQCB,2022-08-15,ЕАБР11,RU000A0JS934,1.0,98600.0,98.6,98.6,98.6,98.6,3.42,98.6,9.11,98.6,100.0,,98.29,98.6,0.0,4264670.2,0.0,2025-01-24,341.0,9.11,,,7.35,36.65,2023-07-28,2022-08-15,1000.0,SUR,,,,,RUB,3
TQCB,2022-08-15,РЖД-32 обл,RU000A0JSGV0,16.0,94194.3,101.23,101.38,101.34,101.34,10.31,101.28,8.46,101.25,93.0,,101.43,101.34,0.0,857047.5,0.0,2032-06-25,317.0,8.53,,,9.9,49.36,2023-07-07,2022-08-15,1000.0,SUR,,,,,RUB,3
