BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2022-06-20,АбрауДюрсо,ABRD,916.0,13592860.0,169.0,169.0,179.0,174.0,173.5,174.0,78270.0,173.5,173.5,174.0,13592860.0,13592860.0,13592860.0,0.0,3
SMAL,2022-06-20,Система ао,AFKS,5.0,1409.03,12.7,12.7,12.908,,12.833,12.908,110.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-06-20,Система ао,AFKS,15889.0,453532995.4,12.549,12.522,13.0,12.83,12.833,12.83,35341000.0,12.833,12.833,12.83,453532995.4,453532995.4,453532995.4,0.0,3
SMAL,2022-06-20,Аэрофлот,AFLT,3.0,303.66,27.6,27.6,27.62,,27.92,27.62,11.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-06-20,Аэрофлот,AFLT,13708.0,251256661.0,27.6,27.46,28.2,28.14,27.92,28.14,8997500.0,27.92,27.92,28.14,251256661.0,251256661.0,251256661.0,0.0,3
TQBR,2022-06-20,AGRO-гдр,AGRO,5686.0,51601929.0,851.0,848.0,885.6,866.4,869.8,866.4,59332.0,869.8,869.8,866.4,51601929.0,51601929.0,51601929.0,0.0,3
TQTF,2022-06-20,AKGD ETF,AKGD,360.0,827441.07,78.06,77.5,79.8,78.03,78.2,78.03,10521.0,78.65,78.65,78.03,827441.07,827441.07,827441.07,4937451.18,3
TQTF,2022-06-20,ETF AKMB,AKMB,59223.0,3309700.93,1.1414,1.1354,1.1592,1.1531,1.1482,1.1546,2883068.0,1.148,1.148,1.1531,3309700.93,3309700.93,3309700.93,6672649.45,3
TQTF,2022-06-20,ETF AKME,AKME,232.0,811694.72,88.82,87.92,89.0,88.72,89.1,88.72,9135.0,88.86,88.86,88.72,811694.72,811694.72,811694.72,5503328.96,3
TQTD,2022-06-20,AKQU ETF,AKQU,2.0,495.06,82.51,82.51,82.51,82.51,82.51,82.51,6.0,4566.54,4574.39,82.51,9836329.0,1793162.68,9836329.0,30680.59,3
TQBR,2022-06-20,Акрон,AKRN,22042.0,1030592806.0,16500.0,16450.0,18354.0,17742.0,17550.0,17742.0,58720.0,17550.0,17550.0,17742.0,1030592806.0,1030592806.0,1030592806.0,0.0,3
TQTF,2022-06-20,ETF AKSC,AKSC,31.0,42626.78,32.66,30.3,33.86,33.82,33.14,33.7,1286.0,,37.24,33.82,0.0,504358.45,0.0,46143.16,3
TQTF,2022-06-20,AKVG ETF,AKVG,34.0,5320.56,32.18,32.18,32.86,32.82,32.64,32.48,163.0,,38.44,32.82,0.0,500858.77,0.0,32762.04,3
SMAL,2022-06-20,АЛРОСА ао,ALRS,9.0,2251.1,68.49,67.52,70.74,,69.07,68.52,33.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-06-20,АЛРОСА ао,ALRS,24322.0,355619783.8,68.0,68.0,69.9,69.78,69.07,69.78,5148860.0,69.07,69.07,69.78,355619783.8,355619783.8,355619783.8,0.0,3
TQTF,2022-06-20,AMCC ETF,AMCC,70.0,91232.8,45.6,45.6,47.7,45.8,45.8,46.9,1991.0,,46.2,45.8,0.0,501151.2,0.0,11815.74,3
