BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-10-07,AMDRUB_TOM,AMDRUB_TOM,14.81,14.8025,15.36,14.9825,67.0,1447537.5,14.9849
CNGD,2022-10-07,BYN_TODTOM,BYNRUBTODTOM,0.0408,0.0408,0.0408,0.0408,2.0,174.82,
CETS,2022-10-07,BYNRUB_TOM,BYNRUB_TOM,24.955,24.2125,24.985,24.6775,478.0,112689257.5,24.4551
CETS,2022-10-07,CNYRUB_TOM,CNYRUB_TOM,8.555,8.493,8.657,8.497,50982.0,85747663547.0,8.5855
CNGD,2022-10-07,CNYRUB_TOM,CNYRUB_TOM,8.554,8.494,8.654,8.508,7944.0,5069568630.98,
CETS,2022-10-07,CNY_TOMSPT,CNYRUB_TOM1D,0.005132,0.005132,0.005132,0.005132,56.0,5559147750.0,0.005132
CETS,2022-10-07,EUR_TODTOM,EUR000TODTOM,-0.158,-0.33,0.0339,-0.3,915.0,32258710990.0,-0.1483
CNGD,2022-10-07,EUR_TODTOM,EUR000TODTOM,0.0,-0.25,0.1289,-0.0485,314.0,673471209.77,
CETS,2022-10-07,EURRUB_TMS,EURRUB_TMS,58.8975,58.0125,61.5975,60.6,1835.0,29577011.94,60.0884
CETS,2022-10-07,EURUSD_TOD,EURUSD000TOD,0.96998,0.96271,0.99728,0.98,722.0,2053875268.71,0.97918
CNGD,2022-10-07,EURUSD_TOD,EURUSD000TOD,0.9696,0.96,0.99101,0.99101,841.0,7875119.98,
CETS,2022-10-07,EURUSD_TOM,EURUSD000TOM,0.96998,0.96121,0.989,0.9832,3140.0,16990796196.98,0.97909
CNGD,2022-10-07,EURUSD_TOM,EURUSD000TOM,0.9696,0.96,0.99101,0.99101,841.0,7875119.98,
CETS,2022-10-07,EURUSDTDTM,EURUSDTODTOM,0.00209,-0.000802,0.00209,-0.0007,319.0,14030801137.62,0.000347
CNGD,2022-10-07,EURUSDTDTM,EURUSDTODTOM,0.0,0.0,0.0,0.0,1.0,514064270.2,
CETS,2022-10-07,EURRUB_TOD,EUR_RUB__TOD,59.1625,58.565,61.245,60.6075,9060.0,22717685280.0,59.9081
CNGD,2022-10-07,EURRUB_TOD,EUR_RUB__TOD,59.5244,58.3457,60.85,60.2475,5370.0,55498573.3,
CETS,2022-10-07,EURRUB_TOM,EUR_RUB__TOM,58.725,58.4775,61.645,59.9,23372.0,71785907610.0,60.2152
CNGD,2022-10-07,EURRUB_TOM,EUR_RUB__TOM,58.5675,58.3457,61.5925,60.5675,10850.0,583361878.75,
CETS,2022-10-07,GLD_TODTOM,GLDRUBTODTOM,1.3678,1.3678,1.3678,1.3678,3.0,293020692.8,1.3678
CNGD,2022-10-07,GLD_TODTOM,GLDRUBTODTOM,-1.2311,-1.2311,5.4714,4.3771,104.0,19731851.23,
CETS,2022-10-07,GLDRUB_TOM,GLDRUB_TOM,3350.0,3295.07,3390.0,3307.0,3496.0,352225526.38,3356.93
CNGD,2022-10-07,HKD_TODTOM,HKDRUBTODTOM,0.009772,-0.006329,0.0125,0.010429,848.0,689116258.68,
CETS,2022-10-07,HKDRUB_TOD,HKDRUB_TOD,7.8695,7.61,7.8695,7.61,2.0,54048.5,7.7212
CNGD,2022-10-07,HKDRUB_TOD,HKDRUB_TOD,7.8695,7.6904,7.9482,7.6904,3655.0,31544484.35,
CETS,2022-10-07,HKDRUB_TOM,HKDRUB_TOM,7.675,7.6201,7.74,7.6753,1245.0,141001614.9,7.7058
CNGD,2022-10-07,HKDRUB_TOM,HKDRUB_TOM,7.6846,7.6126,7.9482,7.7082,6623.0,74572133.75,
CNGD,2022-10-07,KZT_TODTOM,KZTRUBTODTOM,0.0175,0.0175,0.0175,0.0175,1.0,6458.75,
CETS,2022-10-07,KZTRUB_TOM,KZTRUB_TOM,12.98,12.775,13.33,13.19,645.0,318874472.75,13.1035
CNGD,2022-10-07,SLV_TODTOM,SLVRUBTODTOM,0.0132,0.0132,0.0132,0.0132,6.0,2369157.09,
CETS,2022-10-07,SLVRUB_TOM,SLVRUB_TOM,43.96,43.13,44.0,43.13,687.0,15107087.0,43.7
CNGD,2022-10-07,TRY_TODTOM,TRYRUBTODTOM,0.004141,0.0,0.005,0.004411,142.0,62727943.76,
CETS,2022-10-07,TRYRUB_TOM,TRYRUB_TOM,3.28,3.2516,3.32,3.2599,334.0,27666189.3,3.2916
CNGD,2022-10-07,TRYRUB_TOM,TRYRUB_TOM,3.294,3.2227,3.3215,3.2523,785.0,3781488.51,
CETS,2022-10-07,USDRUB_TOD,USD000000TOD,60.9,60.305,61.92,61.405,18850.0,67569604365.0,61.4117
CNGD,2022-10-07,USDRUB_TOD,USD000000TOD,60.9,60.249,61.9156,61.45,56480.0,4885725114.44,
CETS,2022-10-07,USD_TODTOM,USD000TODTOM,-0.099,-0.4054,0.0599,0.0597,1972.0,132299415980.0,-0.1657
CNGD,2022-10-07,USD_TODTOM,USD000TODTOM,-0.0668,-0.4053,0.1109,-0.0668,18951.0,39642496919.24,
CETS,2022-10-07,USDRUB_TOM,USD000UTSTOM,60.8,60.36,61.7,61.0025,27569.0,80140930152.5,61.2672
CNGD,2022-10-07,USDRUB_TOM,USD000UTSTOM,60.905,60.249,61.9156,61.2,86022.0,6591521999.63,
CETS,2022-10-07,USDCNY_TOM,USDCNY_TOM,7.1,7.08001,7.179,7.17001,3264.0,12129258562.72,7.11934
CNGD,2022-10-07,USDCNY_TOM,USDCNY_TOM,7.1,7.04052,7.17896,7.1701,470.0,28911608.0,
CNGD,2022-10-07,USDRUB_TDS,USDRUB_TDS,60.2534,60.2534,60.2534,60.2534,5.0,37947100.25,
CETS,2022-10-07,USDRUB_TMS,USDRUB_TMS,60.5,60.0,61.65,60.9,3897.0,66317405.75,61.2292
CNGD,2022-10-07,USDRUB_TMS,USDRUB_TMS,61.5775,60.9025,61.5775,60.9025,11.0,300.89,
