BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2022-06-03,РЖД-19 обл,RU000A0JQ7Z2,16.0,11613598.1,96.28,96.5,96.5,96.5,30.97,96.33,9.97,96.28,12056.0,96.33,96.33,96.5,11613598.1,11613598.1,11613598.1,2024-07-08,698.0,10.07,,,7.85,39.14,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,ДОМ.РФ15об,RU000A0JQAM6,3.0,16200.6,90.03,120.0,120.0,115.72,49.32,115.72,-34.39,90.03,14.0,,111.27,115.72,0.0,2877351.2,0.0,2028-09-15,104.0,-25.6,,,22.5,113.42,2022-09-15,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,РЖД-23 обл,RU000A0JQRD9,48.0,146309.2,95.44,95.72,95.72,95.72,28.82,95.63,9.97,95.44,153.0,,95.53,95.72,0.0,9679188.8,0.0,2025-01-16,857.0,10.01,,,7.85,39.14,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,ОткрФКББ03,RU000A0JRZ74,4.0,171741.3,58.83,71.72,71.72,71.72,0.04,71.56,11.28,58.83,240.0,,70.24,71.72,0.0,2652224.8,0.0,2025-07-16,1139.0,11.36,,,0.01,0.05,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,ВЭБ.РФ 21,RU000A0JS4Z7,6.0,7050.4,99.35,103.0,101.49,101.49,28.3,100.72,8.99,99.35,7.0,,98.76,101.49,0.0,570824.0,0.0,2032-02-17,261.0,10.14,,,10.99,54.8,2023-02-28,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,МСП Банк 2,RU000A0JS603,7.0,128355.0,99.5,99.5,99.5,99.5,19.35,99.5,9.21,99.5,129.0,,99.5,99.5,0.0,635805.0,0.0,2022-08-11,69.0,9.21,,,6.25,31.16,,2022-06-03,1000.0,SUR,,,8.4962,,RUB,3
TQCB,2022-06-03,РЖД-32 обл,RU000A0JSGV0,37.0,100643664.1,99.92,100.29,100.18,100.18,42.29,100.25,8.39,99.92,100395.0,100.25,100.25,100.18,100643664.1,100643664.1,100643664.1,2032-06-25,35.0,7.57,,,10.5,52.36,2022-07-08,2022-06-03,1000.0,SUR,,6.7034,,2022-07-13,RUB,3
TQCB,2022-06-03,ФСК РС-22,RU000A0JSQ58,9.0,14935.6,98.6,99.99,99.99,99.99,38.22,99.57,11.05,98.8,15.0,,98.51,99.99,0.0,618673.8,0.0,2027-07-21,54.0,14.32,,,10.9,54.35,2022-07-27,2022-06-03,1000.0,SUR,,9.2164,,2022-08-03,RUB,3
TQCB,2022-06-03,ВЭБ.РФ 18,RU000A0JT403,26.0,101186.2,85.0,93.67,93.39,93.39,13.24,88.76,11.27,85.01,114.0,,93.79,93.39,0.0,844131.0,0.0,2032-09-17,777.0,13.93,,,7.67,38.24,2024-09-27,2022-06-03,1000.0,SUR,,11.1769,,2024-10-01,RUB,3
TQCB,2022-06-03,ВЭБ.РФ 19,RU000A0JT6B2,7.0,78005.6,93.1,94.0,94.0,94.0,11.68,93.98,11.5,93.1,83.0,94.74,94.73,94.0,648010.0,567413.0,648010.0,2032-09-23,631.0,11.51,,,7.48,37.3,2024-04-04,2022-06-03,1000.0,SUR,,11.3725,,2024-04-08,RUB,3
TQCB,2022-06-03,ГПБ 12,RU000A0JT6J5,1.0,20979.0,99.9,99.9,99.9,99.9,11.74,99.9,7.93,99.9,21.0,,98.89,99.9,0.0,520150.5,0.0,2022-10-06,125.0,7.93,,,7.52,37.5,,2022-06-03,1000.0,SUR,,,7.5471,,RUB,3
TQCB,2022-06-03,РСХБ 17,RU000A0JT7M7,5.0,6000.3,99.95,100.2,100.2,100.1,7.48,98.15,4.7,99.95,6.0,,98.13,100.1,0.0,514195.3,0.0,2022-10-11,130.0,11.06,,,5.25,26.18,,2022-06-03,1000.0,SUR,,,4.5233,,RUB,3
TQCB,2022-06-03,РСХБ 18,RU000A0JT874,7.0,132021.1,98.09,100.98,98.11,98.1,8.29,98.52,11.95,99.06,134.0,,98.09,98.1,0.0,518888.0,0.0,2022-10-13,132.0,10.65,,,6.05,30.17,,2022-06-03,1000.0,SUR,,,11.2547,,RUB,3
TQCB,2022-06-03,Роснефть04,RU000A0JT940,47.0,296306.8,99.0,99.25,99.14,99.14,9.96,99.1,10.57,99.25,299.0,,99.05,99.14,0.0,620027.2,0.0,2022-10-17,136.0,10.7,,,7.9,39.39,,2022-06-03,1000.0,SUR,,,10.012,,RUB,3
TQCB,2022-06-03,Роснефть05,RU000A0JT965,53.0,545272.1,98.87,99.19,99.1,99.1,9.96,99.14,10.7,98.88,550.0,99.14,99.14,99.1,545272.1,545272.1,545272.1,2022-10-17,136.0,10.57,,,7.9,39.39,,2022-06-03,1000.0,SUR,,,10.1232,,RUB,3
TQCB,2022-06-03,Башнефть06,RU000A0JTM28,43.0,455433.0,97.36,98.55,97.99,97.99,25.74,97.73,11.23,98.55,466.0,,97.76,97.99,0.0,505420.1,0.0,2023-01-31,235.0,11.68,,,7.7,38.39,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,Башнефть07,RU000A0JTM36,6.0,39703.0,99.06,99.8,99.8,99.8,18.38,99.26,6.85,99.49,40.0,,98.81,99.8,0.0,521719.6,0.0,2023-01-31,60.0,10.56,,,5.5,27.42,2022-08-02,2022-06-03,1000.0,SUR,,5.9062,,2022-08-08,RUB,3
TQCB,2022-06-03,Башнефть08,RU000A0JTM44,17.0,76834.1,97.8,98.72,98.72,98.72,25.74,98.51,9.97,97.92,78.0,,97.26,98.72,0.0,511567.9,0.0,2023-01-31,235.0,10.33,,,7.7,38.39,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,РусГидро07,RU000A0JTMG7,2.0,1860.0,93.0,93.0,93.0,93.0,0.33,93.0,11.73,93.0,2.0,,,93.0,0.0,0.0,0.0,2023-02-02,244.0,11.73,,,0.1,0.5,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,РусГидро08,RU000A0JTMK9,6.0,33746.9,93.19,94.41,94.41,94.41,0.33,93.74,9.21,93.19,36.0,,94.02,94.41,0.0,502988.6,0.0,2023-02-02,244.0,10.4,,,0.1,0.5,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,Роснефть07,RU000A0JTS06,15.0,12344090.3,97.44,99.0,98.07,98.06,16.8,98.01,10.22,97.44,12595.0,98.01,98.01,98.06,12344090.3,12344090.3,12344090.3,2023-03-10,274.0,10.31,,,7.3,36.4,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,Роснефть08,RU000A0JTS22,34.0,30372805.6,96.77,98.0,98.0,98.0,16.8,98.0,10.33,96.77,30993.0,98.0,98.0,98.0,30372805.6,30372805.6,30372805.6,2023-03-10,274.0,10.33,,,7.3,36.4,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,МТС БО-01,RU000A0JTTA5,18.0,132686.1,95.34,98.5,98.5,98.5,12.82,98.29,8.66,95.35,135.0,,97.18,98.5,0.0,938756.1,0.0,2023-03-22,286.0,8.95,,,6.5,32.41,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,РЖД-28 обл,RU000A0JTU85,3.0,1282101.5,94.9,95.14,95.14,95.14,12.3,94.9,10.03,94.91,1351.0,94.85,94.86,95.14,1404662.8,1362239.5,1404662.8,2028-03-21,626.0,10.19,,,6.8,33.91,2024-03-26,2022-06-03,1000.0,SUR,,9.9374,,2024-03-29,RUB,3
TQCB,2022-06-03,РСХБ 20,RU000A0JTVJ2,6.0,15330.0,102.02,102.7,102.03,102.03,20.3,102.2,11.95,102.02,15.0,,101.42,102.03,0.0,500022.9,0.0,2023-04-11,300.0,11.72,,,14.25,71.05,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,Роснефть06,RU000A0JTYL2,10.0,7585486.2,97.19,97.2,97.2,97.2,0.58,97.2,10.32,97.2,7804.0,97.2,97.2,97.2,7585486.2,7585486.2,7585486.2,2023-05-30,355.0,10.32,,,7.0,34.9,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,ОткрФКББ02,RU000A0JU0N7,4.0,105617.8,69.96,72.37,72.37,72.37,0.02,71.36,10.29,69.96,148.0,,68.6,72.37,0.0,1049636.8,0.0,2025-09-24,1209.0,10.77,,,0.01,0.05,,2022-06-03,1000.0,SUR,,,,,RUB,3
TQCB,2022-06-03,ВТБ БО-43,RU000A0JU773,7.0,10959.0,99.59,99.75,99.6,99.6,8.8,99.63,11.46,99.75,11.0,,99.37,99.6,0.0,749250.3,0.0,2023-09-29,28.0,10.98,,,5.1,12.72,2022-07-01,2022-06-03,1000.0,SUR,,8.863,,2022-07-05,RUB,3
