BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-09-20,AMDRUB_TOM,AMDRUB_TOM,15.26,14.3,15.26,14.8275,84.0,1307033.0,14.4743
CNGD,2022-09-20,BYN_TODTOM,BYNRUBTODTOM,0.013,0.013,0.013,0.013,1.0,10059363.29,
CETS,2022-09-20,BYNRUB_TOM,BYNRUB_TOM,23.97,23.7,23.98,23.85,510.0,267945157.5,23.7709
CETS,2022-09-20,CNYRUB_TOD,CNY000000TOD,8.574,8.535,8.604,8.549,1628.0,2717264083.0,8.5563
CNGD,2022-09-20,CNYRUB_TOD,CNY000000TOD,8.559,8.559,8.559,8.559,1.0,128.39,
CETS,2022-09-20,CNY_TODTOM,CNYRUBTODTOM,-0.0067,-0.0067,0.002037,0.001751,585.0,175741765127.9,0.001704
CNGD,2022-09-20,CNY_TODTOM,CNYRUBTODTOM,0.0,-0.0036,0.0047,0.004013,2834.0,16893061477.45,
CETS,2022-09-20,CNYRUB_TOM,CNYRUB_TOM,8.559,8.525,8.648,8.645,47924.0,71552829525.0,8.553
CNGD,2022-09-20,CNYRUB_TOM,CNYRUB_TOM,8.575,8.525,8.647,8.645,9609.0,2472296841.71,
CETS,2022-09-20,CNY_TOM1W,CNYRUB_TOM1W,0.012,0.012,0.012,0.012,1.0,7726038300.0,0.012
CETS,2022-09-20,EUR_TODTOM,EUR000TODTOM,-0.02,-0.045,0.0118,0.0014,753.0,49662238770.0,-0.0123
CNGD,2022-09-20,EUR_TODTOM,EUR000TODTOM,-0.025,-0.0743,0.0285,-0.0165,689.0,11817891658.75,
CETS,2022-09-20,EURRUB_TMS,EURRUB_TMS,60.0,59.8025,61.4975,60.8975,1457.0,23673319.27,60.2444
CETS,2022-09-20,EURUSD_TOD,EURUSD000TOD,1.00602,0.998,1.00609,0.99919,76.0,251652831.57,1.00111
CNGD,2022-09-20,EURUSD_TOD,EURUSD000TOD,1.01449,0.9944,1.01449,1.01449,1458.0,16343121.19,
CETS,2022-09-20,EURUSD_TOM,EURUSD000TOM,1.00299,0.9955,1.00585,0.9999,3052.0,12710651813.17,1.00004
CNGD,2022-09-20,EURUSD_TOM,EURUSD000TOM,1.01449,0.9944,1.01449,1.01449,1461.0,740684002.99,
CETS,2022-09-20,EURUSDTDTM,EURUSDTODTOM,-0.0008,-0.0008,0.0,0.0,102.0,19071749821.61,-0.000174
CNGD,2022-09-20,EURUSDTDTM,EURUSDTODTOM,-0.0007,-0.0007,0.000356,0.000356,23.0,14452022339.67,
CETS,2022-09-20,EURRUB_TOD,EUR_RUB__TOD,60.7375,59.785,60.7375,59.83,6242.0,14844815200.0,60.0907
CNGD,2022-09-20,EURRUB_TOD,EUR_RUB__TOD,60.25,59.7416,60.999,60.9813,6009.0,718646151.52,
CETS,2022-09-20,EURRUB_TOM,EUR_RUB__TOM,60.405,59.7825,60.6,60.6,15184.0,40183926517.5,60.076
CNGD,2022-09-20,EURRUB_TOM,EUR_RUB__TOM,59.935,59.7416,60.999,60.505,10455.0,6476397581.56,
CNGD,2022-09-20,GBP_TODTOM,GBPRUBTODTOM,0.0293,-0.0189,0.0326,0.0326,38.0,11009651.04,
CNGD,2022-09-20,GBPRUB_TOD,GBPRUB_TOD,68.6826,68.0025,68.6826,68.6826,571.0,4736643.02,
CETS,2022-09-20,GBPRUB_TOM,GBPRUB_TOM,69.03,68.2,69.975,68.9975,145.0,69108835.0,69.1088
CNGD,2022-09-20,GBPRUB_TOM,GBPRUB_TOM,68.0975,68.0025,70.2425,69.0,827.0,20256878.23,
CETS,2022-09-20,GLD_TODTOM,GLDRUBTODTOM,0.3964,0.3964,0.3964,0.3964,3.0,244402935.6,0.3964
CNGD,2022-09-20,GLD_TODTOM,GLDRUBTODTOM,0.6607,-0.3964,1.7619,1.4095,72.0,9438190.44,
CETS,2022-09-20,GLDRUB_TOM,GLDRUB_TOM,3239.99,3169.98,3239.99,3220.01,3791.0,307951603.54,3204.22
CETS,2022-09-20,GLD_TOM1W,GLDRUB_TOM1W,2.775,2.775,2.775,2.775,1.0,160910335.0,2.775
CNGD,2022-09-20,HKD_TODTOM,HKDRUBTODTOM,0.0,-0.002077,0.0042,0.003477,782.0,667768031.6,
CETS,2022-09-20,HKDRUB_TOD,HKDRUB_TOD,7.926,7.91,7.926,7.91,2.0,55450.0,7.9214
CETS,2022-09-20,HKDRUB_TOM,HKDRUB_TOM,7.75,7.7041,7.8999,7.8795,2286.0,345042021.0,7.7773
CNGD,2022-09-20,HKDRUB_TOM,HKDRUB_TOM,7.75,7.7041,7.8736,7.8429,4418.0,75532882.0,
CETS,2022-09-20,KZTRUB_TOM,KZTRUB_TOM,12.645,12.5725,12.8,12.8,485.0,265788175.75,12.6181
CNGD,2022-09-20,SLV_TODTOM,SLVRUBTODTOM,0.0183,0.0183,0.0183,0.0183,2.0,8458.75,
CETS,2022-09-20,SLVRUB_TOM,SLVRUB_TOM,42.27,38.7,42.74,41.35,2889.0,54486259.0,40.21
CNGD,2022-09-20,TRY_TODTOM,TRYRUBTODTOM,0.001408,0.001,0.0018,0.001503,133.0,62503715.28,
CETS,2022-09-20,TRYRUB_TOM,TRYRUB_TOM,3.3,3.292,3.33,3.32,423.0,64844607.6,3.3028
CNGD,2022-09-20,TRYRUB_TOM,TRYRUB_TOM,3.3197,3.2921,3.3229,3.3137,1075.0,963801718.21,
CETS,2022-09-20,USDRUB_TOD,USD000000TOD,60.41,59.9,60.44,60.37,13706.0,51358464737.5,60.0562
CNGD,2022-09-20,USDRUB_TOD,USD000000TOD,60.1,59.4693,60.8172,60.34,73779.0,3851274840.44,
CETS,2022-09-20,USD_TODTOM,USD000TODTOM,-0.0425,-0.0425,0.025,0.0114,1541.0,133663159180.0,0.0114
CNGD,2022-09-20,USD_TODTOM,USD000TODTOM,0.012,-0.0247,0.0342,-0.0165,20893.0,65975465858.74,
CETS,2022-09-20,USDRUB_TOM,USD000UTSTOM,60.3075,59.9025,60.6,60.6,31525.0,83371113112.5,60.1807
CNGD,2022-09-20,USDRUB_TOM,USD000UTSTOM,60.4875,59.4693,60.8172,60.5975,116337.0,8971117695.62,
CNGD,2022-09-20,USDCNYTDTM,USDCNYTODTOM,-0.001827,-0.001827,0.000961,0.000865,71.0,9153024.88,
CETS,2022-09-20,USDCNY_TOD,USDCNY_TOD,7.01001,7.01001,7.01001,7.01001,1.0,59968.67,7.01001
CETS,2022-09-20,USDCNY_TOM,USDCNY_TOM,7.0198,7.00631,7.057,7.012,4379.0,16421158399.63,7.02849
CNGD,2022-09-20,USDCNY_TOM,USDCNY_TOM,7.02896,7.01219,7.055,7.0139,82.0,3077874.82,
