BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2022-06-09,АбрауДюрсо,ABRD,222.0,1835860.0,168.0,167.0,168.5,167.5,168.0,167.5,10940.0,168.0,168.0,167.5,1835860.0,1835860.0,1835860.0,0.0,3
SMAL,2022-06-09,Система ао,AFKS,4.0,266.58,13.399,11.558,13.399,,12.552,11.558,22.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-06-09,Система ао,AFKS,10384.0,252859470.4,12.67,12.302,12.939,12.302,12.552,12.302,20145200.0,12.552,12.552,12.302,252859470.4,252859470.4,252859470.4,0.0,3
SMAL,2022-06-09,Аэрофлот,AFLT,9.0,1522.24,26.6,25.84,27.0,,26.48,26.5,57.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-06-09,Аэрофлот,AFLT,10910.0,160424023.6,27.2,26.1,27.3,26.36,26.48,26.36,6057320.0,26.48,26.48,26.36,160424023.6,160424023.6,160424023.6,0.0,3
TQBR,2022-06-09,AGRO-гдр,AGRO,6991.0,79183416.6,825.0,798.0,829.2,809.4,809.4,809.4,97828.0,809.4,809.4,809.4,79183416.6,79183416.6,79183416.6,0.0,3
TQTF,2022-06-09,AKGD ETF,AKGD,724.0,2731764.94,80.81,75.69,80.82,77.43,77.63,77.43,35227.0,77.55,77.55,77.43,2731764.94,2731764.94,2731764.94,4590465.89,3
TQTF,2022-06-09,ETF AKMB,AKMB,4839.0,28143169.86,1.1255,1.1144,1.149,1.1391,1.1268,1.1384,25021872.0,1.1247,1.1247,1.1391,28143169.86,28143169.86,28143169.86,4964830.23,3
TQTF,2022-06-09,ETF AKME,AKME,182.0,468560.4,87.9,85.86,89.96,86.9,87.14,86.9,5388.0,,87.04,86.9,0.0,533804.02,0.0,5127843.68,3
TQBR,2022-06-09,Акрон,AKRN,2731.0,92278574.0,15040.0,14204.0,15096.0,14270.0,14572.0,14270.0,6333.0,14572.0,14572.0,14270.0,92278574.0,92278574.0,92278574.0,0.0,3
TQTF,2022-06-09,ETF AKSC,AKSC,25.0,11338.96,42.28,40.76,42.3,41.16,41.24,41.02,275.0,,44.02,41.16,0.0,546551.5,0.0,40284.24,3
TQTF,2022-06-09,AKVG ETF,AKVG,19.0,20587.14,39.06,39.06,40.0,39.66,39.22,39.66,525.0,,40.72,39.66,0.0,505969.75,0.0,29228.84,3
SMAL,2022-06-09,АЛРОСА ао,ALRS,21.0,2983.71,67.34,65.25,67.34,,65.83,66.77,45.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-06-09,АЛРОСА ао,ALRS,41524.0,1128921526.5,66.86,65.0,67.68,66.06,65.83,66.06,17148880.0,65.83,65.83,66.06,1128921526.5,1128921526.5,1128921526.5,0.0,3
TQBR,2022-06-09,АшинскийМЗ,AMEZ,322.0,2152916.5,19.905,19.56,19.95,19.565,19.68,19.565,109400.0,19.68,19.68,19.565,2152916.5,2152916.5,2152916.5,0.0,3
TQTF,2022-06-09,AMRH ETF,AMRH,12.0,4392.06,94.42,94.42,95.7,95.64,95.48,95.64,46.0,,90.22,95.64,0.0,720012.46,0.0,14925.77,3
TQBR,2022-06-09,Аптеки36и6,APTK,968.0,1488250.94,12.302,12.16,12.378,12.206,12.24,12.206,121580.0,12.24,12.24,12.206,1488250.94,1488250.94,1488250.94,0.0,3
TQBR,2022-06-09,ИНАРКТИКА,AQUA,782.0,7146892.5,474.0,472.0,488.0,483.5,479.0,483.5,14922.0,479.0,479.0,483.5,7146892.5,7146892.5,7146892.5,0.0,3
TQBR,2022-06-09,Арсагера,ARSA,21.0,23829.0,5.59,5.48,5.59,5.5,5.54,5.5,4300.0,,5.67,5.5,0.0,507937.0,0.0,0.0,3
TQBR,2022-06-09,АстрЭнСб,ASSB,46.0,106078.5,0.698,0.6905,0.717,0.7005,0.7025,0.7,151000.0,,0.7025,0.7005,0.0,501741.5,0.0,0.0,3
TQBR,2022-06-09,Авангрд-ао,AVAN,69.0,134540.0,815.0,795.0,820.0,815.0,805.0,815.0,167.0,,830.0,815.0,0.0,502310.0,0.0,0.0,3
TQBR,2022-06-09,Башнефт ао,BANE,712.0,7912491.0,1125.0,1112.0,1135.0,1122.0,1119.0,1122.0,7070.0,1119.0,1119.0,1122.0,7912491.0,7912491.0,7912491.0,0.0,3
TQBR,2022-06-09,Башнефт ап,BANEP,3858.0,85203116.5,828.0,813.0,834.5,821.5,820.5,821.5,103829.0,820.5,820.5,821.5,85203116.5,85203116.5,85203116.5,0.0,3
TQTF,2022-06-09,BCSB ETF,BCSB,135.0,74859.89,9.684,9.576,9.684,9.614,9.634,9.614,7771.0,,9.502,9.614,0.0,969870.74,0.0,312799.53,3
TQBR,2022-06-09,Белуга ао,BELU,1212.0,13195759.0,2345.0,2280.0,2345.0,2300.0,2306.0,2300.0,5723.0,2306.0,2306.0,2300.0,13195759.0,13195759.0,13195759.0,0.0,3
