BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2022-10-06,РЖД-19 обл,RU000A0JQ7Z2,46.0,11584013.9,97.0,98.47,98.47,98.47,18.71,98.32,8.99,97.0,11782.0,98.32,98.32,98.47,11584013.9,11584013.9,11584013.9,2024-07-08,600.0,9.09,,,7.85,39.14,,2022-10-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-06,ДОМ.РФ14об,RU000A0JQAL8,2.0,20245.0,100.55,101.3,100.55,100.55,65.1,101.23,11.12,101.3,20.0,,101.06,100.55,0.0,1746373.5,0.0,2023-05-15,40.0,4.72,,,16.5,83.18,2022-11-15,2022-10-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-06,РЖД-23 обл,RU000A0JQRD9,32.0,9950085.3,95.73,97.34,97.34,97.34,16.56,97.1,9.37,95.74,10247.0,97.1,97.1,97.34,9950085.3,9950085.3,9950085.3,2025-01-16,766.0,9.49,,,7.85,39.14,,2022-10-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-06,ОткрФКББ03,RU000A0JRZ74,1.0,1510.2,75.51,75.51,75.51,75.51,0.02,75.51,10.66,75.51,2.0,,77.77,75.51,0.0,1509494.6,0.0,2025-07-16,1014.0,10.66,,,0.01,0.05,,2022-10-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-06,РосбанкБО5,RU000A0JS6M0,1.0,1030.2,103.02,103.02,103.02,103.02,31.07,103.02,3.79,103.02,1.0,,,103.02,0.0,0.0,0.0,2023-10-21,363.0,3.79,,,6.75,33.84,,2022-10-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-06,ЕАБР11,RU000A0JS934,1.0,244750.0,97.9,97.9,97.9,97.9,13.89,97.9,10.36,97.9,250.0,,98.52,97.9,0.0,2551684.0,0.0,2025-01-24,288.0,10.36,,,7.35,36.65,2023-07-28,2022-10-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-06,РЖД-32 обл,RU000A0JSGV0,13.0,620199.4,100.68,101.46,100.68,100.68,24.41,100.68,9.1,101.46,616.0,100.68,100.68,100.68,620199.4,620199.4,620199.4,2032-06-25,265.0,9.1,,,9.9,49.36,2023-07-07,2022-10-06,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-06,ФСК РС-22,RU000A0JSQ58,4.0,400001.0,100.0,100.01,100.0,100.0,17.8,100.0,9.34,100.0,400.0,100.3,100.3,100.0,659987.7,659987.7,659987.7,2027-07-21,611.0,9.34,,,9.15,45.62,2024-07-24,2022-10-06,1000.0,SUR,,9.2346,,2024-07-31,RUB,3
TQCB,2022-10-06,ВЭБ.РФ 18,RU000A0JT403,1.0,969.6,96.96,96.96,96.96,96.96,1.26,96.96,9.61,96.96,1.0,,95.67,96.96,0.0,505145.7,0.0,2032-09-17,682.0,9.61,,,7.67,38.24,2024-09-27,2022-10-06,1000.0,SUR,,9.5449,,2024-10-01,RUB,3
TQCB,2022-10-06,ВЭБ.РФ 19,RU000A0JT6B2,8.0,146563.8,96.4,98.88,98.88,98.88,0.0,96.42,8.47,96.41,152.0,,95.92,98.88,0.0,7568065.7,0.0,2032-09-23,526.0,10.38,,,7.48,37.3,2024-04-04,2022-10-06,1000.0,SUR,,8.3897,,2024-04-08,RUB,3
