BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-09-02,AMDRUB_TOM,AMDRUB_TOM,15.5,15.0,15.5,15.1975,118.0,2707719.25,15.0429
CNGD,2022-09-02,BYN_TODTOM,BYNRUBTODTOM,0.0388,0.0388,0.0388,0.0388,5.0,421081.02,
CETS,2022-09-02,BYNRUB_TOD,BYNRUB_TOD,23.7125,23.655,23.7125,23.655,3.0,2863410.0,23.6645
CETS,2022-09-02,BYNRUB_TOM,BYNRUB_TOM,23.7725,23.63,24.2,24.1,435.0,133677362.5,23.7438
CETS,2022-09-02,CNYRUB_TOD,CNY000000TOD,8.758,8.727,8.761,8.745,1511.0,3173884617.0,8.7436
CNGD,2022-09-02,CNYRUB_TOD,CNY000000TOD,8.775,8.7,8.775,8.7,2.0,83412.0,
CETS,2022-09-02,CNY_TODTOM,CNYRUBTODTOM,0.0059,0.005735,0.006048,0.005899,552.0,291989142706.8,0.00593
CNGD,2022-09-02,CNY_TODTOM,CNYRUBTODTOM,0.0,-0.0107,0.0143,0.012191,2763.0,14112293436.73,
CETS,2022-09-02,CNYRUB_TOM,CNYRUB_TOM,8.731,8.728,8.825,8.805,24908.0,39171731735.0,8.747
CNGD,2022-09-02,CNYRUB_TOM,CNYRUB_TOM,8.733,8.728,8.825,8.8,7957.0,880179688.23,
CETS,2022-09-02,EUR_TODTOM,EUR000TODTOM,0.0305,0.0305,0.0488,0.0449,426.0,58490702680.0,0.0387
CNGD,2022-09-02,EUR_TODTOM,EUR000TODTOM,0.0,-0.0492,0.0985,-0.0492,716.0,11894014413.42,
CETS,2022-09-02,EURRUB_TMS,EURRUB_TMS,60.05,60.0025,61.15,60.7025,1126.0,20855297.94,60.3343
CNGD,2022-09-02,EURRUB_TMS,EURRUB_TMS,60.2,60.2,60.2,60.2,1.0,56.59,
CNGD,2022-09-02,EUR_TOMSPT,EURRUB_TOM1D,0.015,0.015,0.015,0.015,1.0,1797528000.0,
CETS,2022-09-02,EURUSD_TOD,EURUSD000TOD,0.99727,0.99637,1.009,0.99648,50.0,216801758.2,1.00004
CNGD,2022-09-02,EURUSD_TOD,EURUSD000TOD,1.01041,0.9904,1.01041,1.01041,1331.0,14905007.14,
CETS,2022-09-02,EURUSD_TOM,EURUSD000TOM,0.9973,0.9965,1.0023,1.0015,4025.0,20277281997.77,0.99839
CNGD,2022-09-02,EURUSD_TOM,EURUSD000TOM,1.01041,0.9904,1.01041,0.9985,1336.0,2301640072.24,
CETS,2022-09-02,EURUSDTDTM,EURUSDTODTOM,2e-05,-0.00015,0.000125,6e-05,48.0,22413781154.46,3.2e-05
CNGD,2022-09-02,EURUSDTDTM,EURUSDTODTOM,2e-05,-0.00109,0.001439,0.001439,17.0,5993874640.35,
CETS,2022-09-02,EURRUB_TOD,EUR_RUB__TOD,60.1575,60.055,60.3075,60.095,5959.0,16553705157.5,60.1763
CNGD,2022-09-02,EURRUB_TOD,EUR_RUB__TOD,60.235,59.6327,60.8374,60.17,6141.0,376038044.88,
CETS,2022-09-02,EURRUB_TOM,EUR_RUB__TOM,59.9625,59.9625,60.9,60.835,15676.0,50276008137.5,60.2339
CNGD,2022-09-02,EURRUB_TOM,EUR_RUB__TOM,60.0,59.6327,60.9,60.83,9707.0,763967549.21,
CNGD,2022-09-02,GBP_TODTOM,GBPRUBTODTOM,-0.07,-0.07,0.1049,0.0768,41.0,8674781.85,
CNGD,2022-09-02,GBPRUB_TOD,GBPRUB_TOD,74.336,73.6,74.336,74.336,569.0,4449324.11,
CETS,2022-09-02,GBPRUB_TOM,GBPRUB_TOM,71.5075,71.0,71.5075,71.155,72.0,73833807.5,71.337
CNGD,2022-09-02,GBPRUB_TOM,GBPRUB_TOM,71.385,70.9175,74.336,71.195,844.0,7967416.57,
CETS,2022-09-02,GLD_TODTOM,GLDRUBTODTOM,1.3376,1.3376,1.3376,1.3376,1.0,52098382.4,1.3376
