BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-08-31,AMDRUB_TOM,AMDRUB_TOM,15.2975,15.0,15.45,15.11,47.0,359406.0,15.2939
CNGD,2022-08-31,BYN_TODTOM,BYNRUBTODTOM,0.0129,0.0129,0.0129,0.0129,4.0,149805.55,
CETS,2022-08-31,BYNRUB_TOD,BYNRUB_TOD,23.6375,23.6375,23.6375,23.6375,1.0,23637.5,23.6375
CETS,2022-08-31,BYNRUB_TOM,BYNRUB_TOM,23.7,23.5825,23.84,23.78,480.0,144375315.0,23.6836
CETS,2022-08-31,CNYRUB_TOD,CNY000000TOD,8.65,8.618,8.777,8.727,2481.0,4149105234.0,8.726
CNGD,2022-08-31,CNYRUB_TOD,CNY000000TOD,8.675,8.675,8.675,8.675,1.0,3037490.53,
CETS,2022-08-31,CNY_TODTOM,CNYRUBTODTOM,0.00195,0.00195,0.002009,0.001975,536.0,229937936556.4,0.001961
CNGD,2022-08-31,CNY_TODTOM,CNYRUBTODTOM,0.0,-0.0037,0.00475,0.004057,2780.0,17941406300.18,
CETS,2022-08-31,CNYRUB_TOM,CNYRUB_TOM,8.6,8.6,8.782,8.72,34017.0,51769627913.0,8.7158
CNGD,2022-08-31,CNYRUB_TOM,CNYRUB_TOM,8.65,8.621,8.781,8.718,7737.0,4992828701.59,
CETS,2022-08-31,CNY_TOM1W,CNYRUB_TOM1W,0.0139,0.0139,0.0139,0.0139,1.0,26050329000.0,0.0139
CETS,2022-08-31,CNY_TOM2W,CNYRUB_TOM2W,0.0276,0.0276,0.0276,0.0276,2.0,1739428600.0,0.0276
CETS,2022-08-31,EUR_TODTOM,EUR000TODTOM,0.0035,-0.0016,0.0148,0.009,549.0,55317044210.0,0.0076
CNGD,2022-08-31,EUR_TODTOM,EUR000TODTOM,0.01,-0.0165,0.0329,-0.0165,675.0,10046197258.12,
CETS,2022-08-31,EURRUB_TMS,EURRUB_TMS,60.0,59.7025,60.7875,60.395,1020.0,19561744.35,60.282
CETS,2022-08-31,EURUSD_TOD,EURUSD000TOD,1.00287,0.988,1.00287,1.0015,97.0,319623477.6,0.99748
CNGD,2022-08-31,EURUSD_TOD,EURUSD000TOD,1.01444,0.99435,1.01444,1.01444,1276.0,13127528.65,
CETS,2022-08-31,EURUSD_TOM,EURUSD000TOM,1.0005,0.99505,1.006,1.00599,4115.0,16801488513.77,1.00013
CNGD,2022-08-31,EURUSD_TOM,EURUSD000TOM,1.01444,0.99435,1.01444,1.01444,1276.0,13127528.65,
CETS,2022-08-31,EURUSDTDTM,EURUSDTODTOM,0.0,-1.4e-05,0.000263,0.000263,49.0,32654402076.58,1e-06
CNGD,2022-08-31,EURUSDTDTM,EURUSDTODTOM,-1e-05,-0.000275,0.000439,0.000243,56.0,13791169199.31,
CETS,2022-08-31,EURRUB_TOD,EUR_RUB__TOD,59.9,59.7025,60.6425,60.185,5303.0,13640473462.5,60.2178
CNGD,2022-08-31,EURRUB_TOD,EUR_RUB__TOD,60.7575,60.15,61.3651,61.3651,6313.0,72875330.68,
CETS,2022-08-31,EURRUB_TOM,EUR_RUB__TOM,60.0,59.695,60.65,60.45,16988.0,46299869650.0,60.2121
CNGD,2022-08-31,EURRUB_TOM,EUR_RUB__TOM,59.95,59.7,61.3651,60.45,9955.0,952939283.78,
CNGD,2022-08-31,GBP_TODTOM,GBPRUBTODTOM,-0.02,-0.02,0.0347,0.0347,44.0,13583354.27,
CNGD,2022-08-31,GBPRUB_TOD,GBPRUB_TOD,73.6,73.6,74.336,74.336,580.0,5445964.62,
CETS,2022-08-31,GBPRUB_TOM,GBPRUB_TOM,71.1,71.1,72.4,71.805,111.0,47314222.5,71.797
CNGD,2022-08-31,GBPRUB_TOM,GBPRUB_TOM,70.3875,70.3875,74.336,70.96,912.0,6526533.99,
CETS,2022-08-31,GLD_TODTOM,GLDRUBTODTOM,0.4541,0.4541,0.4541,0.4541,1.0,53036040.0,0.4541
CNGD,2022-08-31,GLD_TODTOM,GLDRUBTODTOM,1.4528,-0.4086,1.4528,1.4528,68.0,10284438.5,
CETS,2022-08-31,GLDRUB_TOM,GLDRUB_TOM,3271.11,3260.83,3330.0,3310.0,2947.0,262277745.17,3307.16
CNGD,2022-08-31,HKD_TODTOM,HKDRUBTODTOM,0.0,-0.00217,0.0042,0.00337,686.0,587360194.39,
CETS,2022-08-31,HKDRUB_TOD,HKDRUB_TOD,7.819,7.79,7.819,7.79,5.0,148237.0,7.8019
CETS,2022-08-31,HKDRUB_TOM,HKDRUB_TOM,7.7453,7.7011,7.8336,7.7798,1327.0,261765774.8,7.7927
CNGD,2022-08-31,HKDRUB_TOM,HKDRUB_TOM,7.73,7.7012,7.8383,7.7956,3872.0,48640475.82,
CNGD,2022-08-31,KZT_TODTOM,KZTRUBTODTOM,-0.0029,-0.0029,-0.0029,-0.0029,1.0,11862180.0,
CETS,2022-08-31,KZTRUB_TOM,KZTRUB_TOM,12.8,12.67,12.9475,12.89,820.0,396402679.0,12.817
CNGD,2022-08-31,SLV_TODTOM,SLVRUBTODTOM,0.0185,0.0185,0.0185,0.0185,2.0,8717.3,
CETS,2022-08-31,SLVRUB_TOM,SLVRUB_TOM,42.0,41.51,42.8,42.38,935.0,11021336.0,42.24
CNGD,2022-08-31,TRY_TODTOM,TRYRUBTODTOM,0.001458,0.0012,0.0018,0.001513,122.0,52031482.97,
CNGD,2022-08-31,TRYRUB_TOD,TRYRUB_TOD,3.337,3.337,3.337,3.337,1.0,70077000.0,
CETS,2022-08-31,TRYRUB_TOM,TRYRUB_TOM,3.33,3.3044,3.35,3.3179,402.0,129723127.6,3.334
CNGD,2022-08-31,TRYRUB_TOM,TRYRUB_TOM,3.3121,3.3017,3.3504,3.318,1215.0,3769403.82,
CETS,2022-08-31,USDRUB_TOD,USD000000TOD,60.0,59.605,60.6375,60.2525,14833.0,56369782065.0,60.1846
CNGD,2022-08-31,USDRUB_TOD,USD000000TOD,60.03,59.3679,60.802,59.9675,74759.0,3509301513.74,
CETS,2022-08-31,USD_TODTOM,USD000TODTOM,0.0121,0.0001,0.014,0.0138,1430.0,205616066340.0,0.0112
CNGD,2022-08-31,USD_TODTOM,USD000TODTOM,0.0128,-0.0246,0.041,-0.0164,21359.0,56277342676.69,
CETS,2022-08-31,USDRUB_TOM,USD000UTSTOM,60.2,59.6125,60.65,60.23,27376.0,72312697125.0,60.1914
CNGD,2022-08-31,USDRUB_TOM,USD000UTSTOM,59.9025,59.3679,60.802,60.2275,112694.0,11569926427.08,
CNGD,2022-08-31,USDCNYTDTM,USDCNYTODTOM,-0.001893,-0.001893,0.001136,0.000852,60.0,9733337.04,
CETS,2022-08-31,USDCNY_TOD,USDCNY_TOD,6.89,6.88552,6.92894,6.90455,15.0,17234668.89,6.8962
CETS,2022-08-31,USDCNY_TOM,USDCNY_TOM,6.9125,6.88501,6.9245,6.89573,3582.0,11960635308.42,6.90282
CETS,2022-08-31,USDKZT_TOM,USDKZT_TOM,471.25,470.65,471.7,471.2,265.0,240172186.09,471.12
CETS,2022-08-31,USDRUB_TMS,USDRUB_TMS,59.87,59.5,60.6,60.2,3001.0,41655992.58,60.169
CNGD,2022-08-31,USDRUB_TMS,USDRUB_TMS,60.19,60.19,60.3,60.2,22.0,371.71,
