BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2022-08-31,АбрауДюрсо,ABRD,494.0,4945825.0,190.0,189.5,193.5,190.5,191.5,190.5,25850.0,191.5,191.5,190.5,4945825.0,4945825.0,4945825.0,0.0,3
TQBR,2022-08-31,Система ао,AFKS,9334.0,259927070.7,14.482,14.45,14.662,14.662,14.534,14.662,17884200.0,14.534,14.534,14.662,259927070.7,259927070.7,259927070.7,0.0,3
SMAL,2022-08-31,Аэрофлот,AFLT,2.0,114.84,28.86,28.56,28.86,,28.78,28.56,4.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-08-31,Аэрофлот,AFLT,16420.0,294445619.0,28.74,28.3,29.16,28.9,28.78,28.9,10230680.0,28.78,28.78,28.9,294445619.0,294445619.0,294445619.0,0.0,3
TQBR,2022-08-31,AGRO-гдр,AGRO,2538.0,41912616.2,908.6,905.0,919.8,911.6,912.4,911.6,45933.0,912.4,912.4,911.6,41912616.2,41912616.2,41912616.2,0.0,3
TQTF,2022-08-31,AKGD ETF,AKGD,522.0,4949383.48,79.21,78.21,80.76,79.44,79.49,79.29,62207.0,79.56,79.56,79.44,4949383.48,4949383.48,4949383.48,24771111.62,3
TQTF,2022-08-31,ETF AKMB,AKMB,6438.0,4686290.55,1.181,1.1763,1.1847,1.1827,1.1805,1.1831,3968071.0,1.181,1.181,1.1827,4686290.55,4686290.55,4686290.55,6950085.18,3
TQTF,2022-08-31,ETF AKME,AKME,558.0,3010679.02,84.88,83.26,87.92,85.32,86.3,85.48,34899.0,86.26,86.26,85.32,3010679.02,3010679.02,3010679.02,2828186.62,3
TQTF,2022-08-31,AKMM ETF,AKMM,64.0,1870017.14,101.0,100.97,101.0,101.0,100.99,101.0,18517.0,100.99,100.99,101.0,1870017.14,1870017.14,1870017.14,11521178.49,3
TQTD,2022-08-31,AKQU ETF,AKQU,4.0,16305.65,87.0,85.03,87.09,85.03,86.73,85.03,188.0,5268.83,5268.53,85.03,1649143.09,1643781.72,1649143.09,31439.11,3
TQBR,2022-08-31,Акрон,AKRN,1363.0,53440160.0,17538.0,17374.0,17946.0,17704.0,17742.0,17704.0,3012.0,17742.0,17742.0,17704.0,53440160.0,53440160.0,53440160.0,0.0,3
TQTD,2022-08-31,ETF AKSC,AKSC,1.0,630.24,0.624,0.624,0.624,0.624,0.625,0.624,1010.0,,39.66,0.624,0.0,500098.76,0.0,547.62,3
TQTF,2022-08-31,ETF AKSC,AKSC,43.0,12450.88,37.96,37.42,38.78,37.64,37.74,37.64,328.0,,39.66,37.64,0.0,500098.76,0.0,33058.35,3
TQTF,2022-08-31,AKVG ETF,AKVG,50.0,27918.0,38.28,38.26,40.68,38.68,38.64,38.76,723.0,,39.5,38.68,0.0,515747.39,0.0,182131.66,3
SMAL,2022-08-31,АЛРОСА ао,ALRS,7.0,1507.09,72.27,70.93,72.27,,72.05,72.0,21.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-08-31,АЛРОСА ао,ALRS,23341.0,531479515.6,71.95,70.92,73.28,73.1,72.05,73.1,7376060.0,72.05,72.05,73.1,531479515.6,531479515.6,531479515.6,0.0,3
TQBR,2022-08-31,АшинскийМЗ,AMEZ,838.0,9452653.0,24.0,23.705,24.495,24.115,24.095,24.115,392300.0,24.095,24.095,24.115,9452653.0,9452653.0,9452653.0,0.0,3
TQTF,2022-08-31,AMRE ETF,AMRE,347.0,476839.2,74.1,74.1,79.6,77.0,77.7,77.0,6140.0,,77.5,77.0,0.0,504292.1,0.0,482890.36,3
TQTF,2022-08-31,AMRH ETF,AMRH,10.0,341627.88,99.6,99.54,99.6,99.6,99.6,99.6,3430.0,,99.6,99.6,0.0,500337.76,0.0,98980.19,3
TQBR,2022-08-31,Аптеки36и6,APTK,1239.0,1971779.6,12.266,12.2,12.304,12.204,12.226,12.204,161280.0,12.226,12.226,12.204,1971779.6,1971779.6,1971779.6,0.0,3
TQBR,2022-08-31,ИНАРКТИКА,AQUA,5604.0,68737258.0,606.5,605.0,634.0,610.5,620.5,610.5,110816.0,620.5,620.5,610.5,68737258.0,68737258.0,68737258.0,0.0,3
