BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2022-07-13,АбрауДюрсо,ABRD,1752.0,24695515.0,171.5,171.5,184.5,173.5,178.5,173.5,138430.0,178.5,178.5,173.5,24695515.0,24695515.0,24695515.0,0.0,3
SMAL,2022-07-13,Система ао,AFKS,18.0,1198.14,13.78,12.705,14.289,,13.666,14.054,93.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-07-13,Система ао,AFKS,19760.0,442464009.2,14.173,13.301,14.47,13.381,13.666,13.381,32376600.0,13.666,13.666,13.381,442464009.2,442464009.2,442464009.2,0.0,3
TQBR,2022-07-13,Аэрофлот,AFLT,10418.0,170515683.6,27.54,26.4,27.54,26.68,26.94,26.68,6330230.0,26.94,26.94,26.68,170515683.6,170515683.6,170515683.6,0.0,3
TQBR,2022-07-13,AGRO-гдр,AGRO,22806.0,142687723.0,802.0,740.4,834.0,752.4,770.4,752.4,185194.0,770.4,770.4,752.4,142687723.0,142687723.0,142687723.0,0.0,3
TQTF,2022-07-13,AKGD ETF,AKGD,259.0,7494514.14,75.95,74.01,77.99,75.76,76.23,75.78,98242.0,76.29,76.29,75.76,7494514.14,7494514.14,7494514.14,5730183.37,3
TQTF,2022-07-13,ETF AKMB,AKMB,5279.0,4691658.79,1.162,1.1542,1.1736,1.1573,1.1502,1.1562,4044920.0,1.1599,1.1599,1.1573,4691658.79,4691658.79,4691658.79,6925658.04,3
TQTF,2022-07-13,ETF AKME,AKME,250.0,6194819.84,81.42,78.02,82.24,78.26,79.2,78.26,78232.0,79.18,79.18,78.26,6194819.84,6194819.84,6194819.84,3065128.85,3
TQTD,2022-07-13,AKQU ETF,AKQU,2.0,3233.48,83.28,82.9,83.28,82.91,82.91,82.9,39.0,5278.66,5170.4,82.91,7326784.59,920331.02,7326784.59,34584.33,3
TQBR,2022-07-13,Акрон,AKRN,2826.0,111115326.0,17910.0,16500.0,17920.0,16750.0,17098.0,16750.0,6499.0,17098.0,17098.0,16750.0,111115326.0,111115326.0,111115326.0,0.0,3
TQTF,2022-07-13,ETF AKSC,AKSC,20.0,21905.02,35.96,34.28,36.18,36.1,35.9,36.14,610.0,,35.8,36.1,0.0,500170.82,0.0,55194.92,3
TQTF,2022-07-13,AKVG ETF,AKVG,24.0,10870.5,35.9,33.86,35.9,35.68,36.34,35.68,308.0,,35.6,35.68,0.0,509381.64,0.0,37912.84,3
SMAL,2022-07-13,АЛРОСА ао,ALRS,2.0,129.67,66.0,63.67,66.0,,64.14,63.67,2.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-07-13,АЛРОСА ао,ALRS,16049.0,235195166.0,65.18,63.62,65.19,63.7,64.14,63.7,3667130.0,64.14,64.14,63.7,235195166.0,235195166.0,235195166.0,0.0,3
TQBR,2022-07-13,АшинскийМЗ,AMEZ,5763.0,79447261.5,24.9,22.2,25.175,23.24,24.015,23.24,3308200.0,24.015,24.015,23.24,79447261.5,79447261.5,79447261.5,0.0,3
TQTF,2022-07-13,AMRE ETF,AMRE,104.0,14069176.2,69.7,66.6,69.7,67.8,67.1,67.8,209025.0,67.3,67.3,67.8,14069176.2,14069176.2,14069176.2,104099.28,3
TQTF,2022-07-13,AMRH ETF,AMRH,10.0,4718.32,100.0,97.8,100.66,98.9,100.38,97.8,47.0,,97.64,98.9,0.0,1013481.4,0.0,45862.42,3
TQBR,2022-07-13,Аптеки36и6,APTK,794.0,2251168.56,12.492,12.4,12.578,12.4,12.462,12.4,180640.0,12.462,12.462,12.4,2251168.56,2251168.56,2251168.56,0.0,3
TQBR,2022-07-13,ИНАРКТИКА,AQUA,760.0,4580325.0,500.0,490.5,502.5,493.5,497.5,493.5,9210.0,497.5,497.5,493.5,4580325.0,4580325.0,4580325.0,0.0,3
TQBR,2022-07-13,Арсагера,ARSA,25.0,115424.0,5.54,5.5,5.61,5.56,5.52,5.56,20900.0,,5.6,5.56,0.0,508898.0,0.0,0.0,3
TQBR,2022-07-13,АстрЭнСб,ASSB,31.0,102334.5,0.6865,0.679,0.712,0.6805,0.687,0.6965,149000.0,,0.6945,0.6805,0.0,502261.0,0.0,0.0,3
TQBR,2022-07-13,Авангрд-ао,AVAN,24.0,38160.0,840.0,825.0,840.0,830.0,830.0,830.0,46.0,,850.0,830.0,0.0,501270.0,0.0,0.0,3
TQBR,2022-07-13,Башнефт ао,BANE,1061.0,7538716.5,996.0,953.0,996.0,960.5,969.0,960.5,7778.0,969.0,969.0,960.5,7538716.5,7538716.5,7538716.5,0.0,3
TQBR,2022-07-13,Башнефт ап,BANEP,4449.0,56246232.0,684.5,656.0,688.5,660.5,669.0,660.5,84091.0,669.0,669.0,660.5,56246232.0,56246232.0,56246232.0,0.0,3
TQTF,2022-07-13,BCSB ETF,BCSB,127.0,52874.45,9.914,9.91,10.028,9.986,9.97,9.986,5303.0,,9.832,9.986,0.0,684502.81,0.0,1365153.04,3
TQBR,2022-07-13,Белуга ао,BELU,2492.0,34829698.0,2350.0,2330.0,2398.0,2370.0,2373.0,2370.0,14678.0,2373.0,2373.0,2370.0,34829698.0,34829698.0,34829698.0,0.0,3
TQBR,2022-07-13,БашИнСв ап,BISVP,287.0,1294322.0,7.3,7.05,7.49,7.11,7.28,7.11,177700.0,7.28,7.28,7.11,1294322.0,1294322.0,1294322.0,0.0,3
TQBR,2022-07-13,Белон ао,BLNG,95.0,224517.5,9.875,9.715,9.89,9.785,9.805,9.785,22900.0,,9.9,9.785,0.0,523712.5,0.0,0.0,3
TQBR,2022-07-13,БурЗолото,BRZL,96.0,278465.0,796.0,761.0,796.0,777.0,778.0,777.0,358.0,,785.0,777.0,0.0,500250.0,0.0,0.0,3
TQBR,2022-07-13,БСП ао,BSPB,777.0,12824317.0,68.49,67.7,69.24,68.14,68.24,68.14,187940.0,68.24,68.24,68.14,12824317.0,12824317.0,12824317.0,0.0,3
TQBR,2022-07-13,БСП ап,BSPBP,30.0,306185.0,13.3,13.2,13.65,13.25,13.5,13.2,22700.0,,13.45,13.25,0.0,500775.0,0.0,0.0,3
TQBR,2022-07-13,МКБ ао,CBOM,5968.0,341648556.6,4.721,4.567,4.742,4.575,4.647,4.575,73514800.0,4.647,4.647,4.575,341648556.6,341648556.6,341648556.6,0.0,3
TQBR,2022-07-13,РН-ЗапСиб,CHGZ,1188.0,8184008.0,39.2,38.4,44.6,41.4,42.4,40.6,192930.0,42.4,42.4,41.4,8184008.0,8184008.0,8184008.0,0.0,3
TQBR,2022-07-13,ЧКПЗ ао,CHKZ,31.0,269340.0,5660.0,5220.0,5660.0,5400.0,5380.0,5380.0,50.0,,5460.0,5400.0,0.0,552040.0,0.0,0.0,3
TQBR,2022-07-13,СевСт-ао,CHMF,19316.0,444733920.0,779.4,748.0,785.0,756.4,764.8,756.4,581530.0,764.8,764.8,756.4,444733920.0,444733920.0,444733920.0,0.0,3
TQBR,2022-07-13,ЧМК ао,CHMK,148.0,1410655.0,3265.0,3200.0,3320.0,3220.0,3250.0,3220.0,434.0,3250.0,3250.0,3220.0,1410655.0,1410655.0,1410655.0,0.0,3
TQBR,2022-07-13,CIAN-адр,CIAN,2601.0,11046045.8,261.8,225.0,263.6,252.0,242.4,252.8,45551.0,242.4,242.4,252.0,11046045.8,11046045.8,11046045.8,0.0,3
