BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2022-10-19,АбрауДюрсо,ABRD,495.0,7933840.0,178.5,173.5,180.0,177.0,176.5,177.0,44990.0,176.5,176.5,177.0,7933840.0,7933840.0,7933840.0,0.0,3
SMAL,2022-10-19,Система ао,AFKS,4.0,398.31,12.485,11.201,12.485,,11.269,11.201,35.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-19,Система ао,AFKS,13998.0,283342599.8,11.413,11.065,11.47,11.35,11.269,11.41,25143800.0,11.258,11.258,11.35,257836947.9,257836947.9,257836947.9,0.0,3
SMAL,2022-10-19,Аэрофлот,AFLT,1.0,26.92,26.92,26.92,26.92,,23.64,26.92,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-19,Аэрофлот,AFLT,7950.0,85451245.0,23.78,23.42,23.96,23.66,23.64,23.82,3613890.0,23.62,23.62,23.66,73742116.2,73742116.2,73742116.2,0.0,3
TQBR,2022-10-19,AGRO-гдр,AGRO,3357.0,26883628.4,797.8,772.0,808.2,792.4,791.8,792.4,33956.0,791.8,791.8,792.4,26883628.4,26883628.4,26883628.4,0.0,3
TQTF,2022-10-19,AKGD ETF,AKGD,304.0,352216.59,76.46,75.11,76.8,76.28,76.04,76.28,4642.0,,76.04,76.28,0.0,500294.79,0.0,26991766.76,3
TQTF,2022-10-19,ETF AKMB,AKMB,6188.0,2964951.16,1.1888,1.1652,1.1888,1.1717,1.1725,1.1761,2528256.0,1.1727,1.1727,1.1717,2964951.16,2964951.16,2964951.16,7980658.31,3
TQTF,2022-10-19,ETF AKME,AKME,293.0,2332264.92,79.9,73.64,80.0,78.88,77.22,78.88,30203.0,77.22,77.22,78.88,2332264.92,2332264.92,2332264.92,3190475.27,3
TQTF,2022-10-19,AKMM ETF,AKMM,64.0,23944321.8,102.07,101.96,102.07,101.99,101.99,101.99,234772.0,101.99,101.99,101.99,23944321.8,23944321.8,23944321.8,20586149.83,3
TQTD,2022-10-19,AKQU ETF,AKQU,5.0,417.53,84.65,81.62,84.72,83.75,83.51,84.72,5.0,,5065.48,83.75,0.0,542006.0,0.0,16350.78,3
TQBR,2022-10-19,Акрон,AKRN,1141.0,39988702.0,14802.0,14240.0,14802.0,14538.0,14578.0,14538.0,2743.0,14578.0,14578.0,14538.0,39988702.0,39988702.0,39988702.0,0.0,3
TQTF,2022-10-19,ETF AKSC,AKSC,15.0,1857.82,34.1,33.76,34.76,33.9,34.54,33.9,54.0,,34.14,33.9,0.0,543025.07,0.0,164759.08,3
TQTF,2022-10-19,AKVG ETF,AKVG,28.0,8458.66,34.66,34.66,35.74,35.16,35.64,35.16,239.0,,32.7,35.16,0.0,922190.8,0.0,206474.52,3
SMAL,2022-10-19,АЛРОСА ао,ALRS,1.0,72.35,72.35,72.35,72.35,,65.83,72.35,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-19,АЛРОСА ао,ALRS,40442.0,846799721.7,66.7,64.7,67.7,65.42,65.83,66.25,12863240.0,65.83,65.83,65.42,745216817.9,745216817.9,745216817.9,0.0,3
TQBR,2022-10-19,АшинскийМЗ,AMEZ,1153.0,11079377.0,25.645,25.015,25.78,25.325,25.405,25.325,436100.0,25.405,25.405,25.325,11079377.0,11079377.0,11079377.0,0.0,3
TQTF,2022-10-19,AMRE ETF,AMRE,123.0,52144.9,71.4,65.5,71.4,66.2,66.3,66.2,787.0,,65.9,66.2,0.0,531587.6,0.0,434179.07,3
TQTF,2022-10-19,AMRH ETF,AMRH,16.0,15329.66,102.32,100.24,102.34,100.56,100.86,100.24,152.0,,101.8,100.56,0.0,1486165.94,0.0,500165.69,3
TQBR,2022-10-19,Аптеки36и6,APTK,1368.0,1908257.56,11.8,11.65,11.966,11.66,11.75,11.66,162410.0,11.75,11.75,11.66,1908257.56,1908257.56,1908257.56,0.0,3
TQBR,2022-10-19,ИНАРКТИКА,AQUA,3758.0,40900503.5,543.0,515.5,543.0,526.5,526.0,526.5,77792.0,526.0,526.0,526.5,40900503.5,40900503.5,40900503.5,0.0,3
TQBR,2022-10-19,Арсагера,ARSA,35.0,60285.0,5.01,5.0,5.09,5.02,5.02,5.02,12000.0,,5.05,5.02,0.0,501060.0,0.0,0.0,3
TQBR,2022-10-19,АстрЭнСб,ASSB,10.0,10371.5,0.6875,0.687,0.701,0.6955,0.6915,0.6955,15000.0,,0.698,0.6955,0.0,503375.5,0.0,0.0,3
TQBR,2022-10-19,Авангрд-ао,AVAN,54.0,123870.0,935.0,915.0,935.0,920.0,925.0,920.0,134.0,,935.0,920.0,0.0,503290.0,0.0,0.0,3
TQBR,2022-10-19,Башнефт ао,BANE,880.0,6966124.0,890.0,862.5,890.0,877.5,877.0,877.5,7941.0,877.0,877.0,877.5,6966124.0,6966124.0,6966124.0,0.0,3
TQBR,2022-10-19,Башнефт ап,BANEP,1255.0,17155740.0,612.0,603.0,613.5,609.5,608.0,609.5,28210.0,608.0,608.0,609.5,17155740.0,17155740.0,17155740.0,0.0,3
TQTF,2022-10-19,BCSB ETF,BCSB,122.0,739831.58,10.408,10.4,10.472,10.472,10.46,10.47,70726.0,10.46,10.46,10.472,734669.81,734669.81,734669.81,382942.21,3
TQBR,2022-10-19,Белуга ао,BELU,3973.0,93603014.0,2698.0,2651.0,2772.0,2703.0,2712.0,2703.0,34518.0,2712.0,2712.0,2703.0,93603014.0,93603014.0,93603014.0,0.0,3
TQBR,2022-10-19,БашИнСв ап,BISVP,27.0,478980.0,7.15,6.98,7.22,7.0,7.05,7.0,67900.0,,7.07,7.0,0.0,582365.0,0.0,0.0,3
TQBR,2022-10-19,Белон ао,BLNG,330.0,1496005.5,8.575,8.2,8.71,8.38,8.425,8.38,177600.0,8.425,8.425,8.38,1496005.5,1496005.5,1496005.5,0.0,3
TQTF,2022-10-19,BOND ETF,BOND,27.0,997694.4,1017.0,1016.6,1018.2,1018.2,1018.0,1017.2,980.0,1018.2,1018.2,1018.2,940731.2,940731.2,940731.2,2400871.17,3
TQBR,2022-10-19,БурЗолото,BRZL,52.0,87757.0,747.0,739.0,748.0,742.0,744.0,742.0,118.0,,751.0,742.0,0.0,500440.0,0.0,0.0,3
TQBR,2022-10-19,БСП ао,BSPB,2640.0,18146945.0,88.8,85.56,89.57,87.46,87.6,87.39,207150.0,87.6,87.6,87.46,18146945.0,18146945.0,18146945.0,0.0,3
SMAL,2022-10-19,БСП ап,BSPBP,2.0,163.0,16.3,16.3,16.3,,16.75,16.3,10.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-19,БСП ап,BSPBP,353.0,4349200.0,15.95,15.95,17.4,17.2,16.75,17.2,259800.0,16.75,16.75,17.2,4349200.0,4349200.0,4349200.0,0.0,3
TQBR,2022-10-19,МКБ ао,CBOM,11019.0,593394304.5,6.045,5.802,6.103,6.02,5.919,6.016,100260900.0,5.917,5.917,6.02,582829487.8,582829487.8,582829487.8,0.0,3
TQBR,2022-10-19,РН-ЗапСиб,CHGZ,135.0,378132.0,33.8,33.0,33.8,33.4,33.2,33.4,11370.0,,33.4,33.4,0.0,506358.0,0.0,0.0,3
TQBR,2022-10-19,ЧКПЗ ао,CHKZ,8.0,45840.0,5720.0,5620.0,5820.0,5820.0,5740.0,5820.0,8.0,,5900.0,5820.0,0.0,501000.0,0.0,0.0,3
TQBR,2022-10-19,СевСт-ао,CHMF,28046.0,729584370.2,644.2,636.8,656.2,653.8,645.8,653.8,1129631.0,645.4,645.4,653.8,683065901.2,683065901.2,683065901.2,0.0,3
TQBR,2022-10-19,ЧМК ао,CHMK,107.0,806895.0,3425.0,3350.0,3445.0,3405.0,3390.0,3405.0,238.0,3390.0,3390.0,3405.0,806895.0,806895.0,806895.0,0.0,3
TQBR,2022-10-19,CIAN-адр,CIAN,1961.0,11380885.8,371.0,360.0,381.4,366.2,368.4,376.4,30885.0,367.0,367.0,366.2,8280410.2,8280410.2,8280410.2,0.0,3
TQBR,2022-10-19,Телеграф,CNTL,62.0,188642.0,9.38,9.24,9.38,9.28,9.3,9.28,20300.0,,9.38,9.28,0.0,520174.0,0.0,0.0,3
SMAL,2022-10-19,Телеграф-п,CNTLP,1.0,16.0,8.0,8.0,8.0,,6.02,8.0,2.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-19,Телеграф-п,CNTLP,152.0,364388.0,6.08,5.98,6.08,6.02,6.02,6.02,60600.0,,6.02,6.02,0.0,502828.0,0.0,0.0,3
TQPI,2022-10-19,ДагСб ао,DASB,2772.0,14654659.4,0.123,0.1154,0.128,0.1202,0.1199,0.1202,122177000.0,0.1199,0.1199,0.1202,14654659.4,14654659.4,14654659.4,0.0,3
TQBR,2022-10-19,ЗаводДИОД,DIOD,70.0,159575.0,7.15,7.06,7.33,7.15,7.16,7.15,22300.0,,7.19,7.15,0.0,500418.0,0.0,0.0,3
TQTF,2022-10-19,ETF DIVD,DIVD,146.0,562513.6,695.0,677.4,695.8,687.2,686.8,695.4,819.0,,686.6,687.2,0.0,500492.2,0.0,980062.24,3
SMAL,2022-10-19,ДетскийМир,DSKY,1.0,78.8,78.8,78.8,78.8,,70.78,78.8,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-19,ДетскийМир,DSKY,5341.0,58974873.4,71.2,70.0,71.76,71.08,70.78,71.56,833230.0,70.72,70.72,71.08,53583595.6,53583595.6,53583595.6,0.0,3
TQBR,2022-10-19,ДЭК ао,DVEC,184.0,894791.0,0.872,0.846,0.89,0.862,0.867,0.871,1032000.0,0.867,0.867,0.862,894791.0,894791.0,894791.0,0.0,3
TQBR,2022-10-19,ДонскЗР,DZRD,94.0,341315.0,1775.0,1755.0,1965.0,1825.0,1825.0,1825.0,187.0,,1820.0,1825.0,0.0,504825.0,0.0,0.0,3
TQBR,2022-10-19,ДонскЗР п,DZRDP,36.0,251600.0,1500.0,1470.0,1510.0,1490.0,1490.0,1510.0,169.0,,1490.0,1490.0,0.0,507400.0,0.0,0.0,3
TQBR,2022-10-19,ЕвроЭлтех,EELT,112.0,136750.2,5.16,5.06,5.16,5.12,5.1,5.12,26810.0,,5.12,5.12,0.0,569521.0,0.0,0.0,3
TQBR,2022-10-19,Электрцинк,ELTZ,557.0,2309790.5,249.0,241.0,258.0,256.5,250.5,256.5,9228.0,250.5,250.5,256.5,2309790.5,2309790.5,2309790.5,0.0,3
TQBR,2022-10-19,ЭН+ГРУП ао,ENPG,4715.0,49644025.0,376.0,366.0,384.5,370.0,372.0,373.5,133397.0,372.5,372.5,370.0,39796123.0,39796123.0,39796123.0,0.0,3
SMAL,2022-10-19,ЭнелРос ао,ENRU,1.0,0.48,0.48,0.48,0.48,,0.463,0.48,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-10-19,ЭнелРос ао,ENRU,2754.0,28099919.2,0.4746,0.453,0.475,0.46,0.463,0.46,60680000.0,0.463,0.463,0.46,28099919.2,28099919.2,28099919.2,0.0,3
