BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-09-09,AMDRUB_TOM,AMDRUB_TOM,15.1,15.1,15.3475,15.1975,59.0,1555641.25,15.1327
CNGD,2022-09-09,BYN_TODTOM,BYNRUBTODTOM,0.0388,0.0388,0.0388,0.0388,9.0,1829442.26,
CETS,2022-09-09,BYNRUB_TOM,BYNRUB_TOM,23.75,23.675,23.8975,23.89,394.0,123651830.0,23.7336
CETS,2022-09-09,CNYRUB_TOD,CNY000000TOD,8.738,8.728,8.742,8.74,1998.0,4968262797.0,8.7341
CNGD,2022-09-09,CNYRUB_TOD,CNY000000TOD,8.735,8.728,8.792,8.728,3.0,234344956.8,
CETS,2022-09-09,CNY_TODTOM,CNYRUBTODTOM,0.006,0.006,0.007824,0.00733,730.0,204420062123.4,0.007671
CNGD,2022-09-09,CNY_TODTOM,CNYRUBTODTOM,0.015325,-0.0148,0.0191,0.016258,2775.0,14365116395.85,
CETS,2022-09-09,CNYRUB_TOM,CNYRUB_TOM,8.73,8.697,8.75,8.723,17309.0,27990601709.0,8.7306
CNGD,2022-09-09,CNYRUB_TOM,CNYRUB_TOM,8.744,8.69,8.764,8.717,7473.0,1260817721.63,
CETS,2022-09-09,CNY_TOM1W,CNYRUB_TOM1W,0.01365,0.01365,0.01365,0.01365,1.0,14881276400.0,0.01365
CETS,2022-09-09,CNY_TOM2W,CNYRUB_TOM2W,0.027,0.027,0.027,0.027,1.0,306846470.0,0.027
CETS,2022-09-09,EUR_TODTOM,EUR000TODTOM,0.04,-0.0999,0.04,-0.021,715.0,54163547930.0,-0.0011
CNGD,2022-09-09,EUR_TODTOM,EUR000TODTOM,0.0,-0.0999,0.0994,-0.0497,678.0,1273397201.43,
CNGD,2022-09-09,EURRUB_TDS,EURRUB_TDS,61.15,61.15,61.15,61.15,4.0,72.77,
CETS,2022-09-09,EURRUB_TMS,EURRUB_TMS,60.85,60.5,61.3075,60.9775,980.0,16882427.12,60.8747
CETS,2022-09-09,EURUSD_TOD,EURUSD000TOD,1.00476,1.00001,1.014,1.00125,112.0,369681475.93,1.00782
CNGD,2022-09-09,EURUSD_TOD,EURUSD000TOD,1.0108,0.99079,1.01127,1.01127,1533.0,18668022.27,
CETS,2022-09-09,EURUSD_TOM,EURUSD000TOM,1.00337,1.0031,1.01099,1.00627,6062.0,24303638529.89,1.00629
CNGD,2022-09-09,EURUSD_TOM,EURUSD000TOM,1.0108,0.99079,1.01127,1.01127,1535.0,447573476.52,
CETS,2022-09-09,EURUSDTDTM,EURUSDTODTOM,-2e-05,-0.000668,-2e-05,-0.00015,49.0,14033809610.0,-0.000158
CNGD,2022-09-09,EURUSDTDTM,EURUSDTODTOM,0.0,-0.0001,0.001309,0.001309,27.0,23958362744.99,
CETS,2022-09-09,EURRUB_TOD,EUR_RUB__TOD,60.035,60.035,61.13,60.6975,9011.0,18903610632.5,60.8918
CNGD,2022-09-09,EURRUB_TOD,EUR_RUB__TOD,60.68,60.0732,61.307,61.2793,6361.0,533532594.65,
CETS,2022-09-09,EURRUB_TOM,EUR_RUB__TOM,60.565,60.545,61.135,60.9675,14385.0,41677322362.5,60.8377
CNGD,2022-09-09,EURRUB_TOM,EUR_RUB__TOM,60.7,60.0732,64.9909,60.8725,9949.0,1350358474.11,
CNGD,2022-09-09,GBP_TODTOM,GBPRUBTODTOM,-0.02,-0.0587,0.1041,0.1041,42.0,14346655.35,
CNGD,2022-09-09,GBPRUB_TOD,GBPRUB_TOD,68.2525,68.2525,68.9351,68.9351,585.0,4086129.22,
CETS,2022-09-09,GBPRUB_TOM,GBPRUB_TOM,71.77,69.8,71.77,70.66,184.0,93917130.0,70.2973
CNGD,2022-09-09,GBPRUB_TOM,GBPRUB_TOM,68.2525,68.2525,71.5,70.84,878.0,6701604.7,
CETS,2022-09-09,GLD_TODTOM,GLDRUBTODTOM,1.3667,1.3667,1.3667,1.3667,2.0,149717421.0,1.3667
CNGD,2022-09-09,GLD_TODTOM,GLDRUBTODTOM,4.3735,-1.23,4.3735,4.3735,75.0,9353605.79,
CETS,2022-09-09,GLDRUB_TOM,GLDRUB_TOM,3309.84,3307.0,3343.08,3324.0,1682.0,231187999.48,3317.85
CNGD,2022-09-09,HKD_TODTOM,HKDRUBTODTOM,0.013737,-0.00863,0.0171,0.01523,711.0,627389237.79,
CETS,2022-09-09,HKDRUB_TOD,HKDRUB_TOD,8.2199,7.72,8.2199,7.72,2.0,65259.3,8.1574
CETS,2022-09-09,HKDRUB_TOM,HKDRUB_TOM,7.8498,7.7797,7.857,7.8238,1277.0,292903404.4,7.8008
CNGD,2022-09-09,HKDRUB_TOM,HKDRUB_TOM,7.8499,7.778,7.8569,7.8017,3209.0,56492381.04,
CETS,2022-09-09,KZTRUB_TOM,KZTRUB_TOM,12.9075,12.7975,12.92,12.9175,407.0,276342137.5,12.8387
CNGD,2022-09-09,SLV_TODTOM,SLVRUBTODTOM,0.0569,0.0569,0.0569,0.0569,2.0,8795.1,
CETS,2022-09-09,SLVRUB_TOM,SLVRUB_TOM,42.8,42.8,43.81,43.4,566.0,8876418.0,43.38
CNGD,2022-09-09,TRY_TODTOM,TRYRUBTODTOM,0.0,0.0,0.0055,0.004651,113.0,51336272.54,
CETS,2022-09-09,TRYRUB_TOM,TRYRUB_TOM,3.36,3.3303,3.3646,3.3646,292.0,61390478.4,3.3433
CNGD,2022-09-09,TRYRUB_TOM,TRYRUB_TOM,3.36,3.33,3.368,3.3679,948.0,3234149.26,
CETS,2022-09-09,USDRUB_TOD,USD000000TOD,61.0725,60.25,61.0725,60.5225,10690.0,41568950810.0,60.4718
CNGD,2022-09-09,USDRUB_TOD,USD000000TOD,60.6575,59.7465,61.2641,60.3,73410.0,9014251695.94,
CETS,2022-09-09,USD_TODTOM,USD000TODTOM,0.0133,-0.025,0.0398,0.025,1077.0,132211443300.0,0.0284
CNGD,2022-09-09,USD_TODTOM,USD000TODTOM,0.0,-0.0749,0.1061,-0.05,21682.0,60248703285.4,
CETS,2022-09-09,USDRUB_TOM,USD000UTSTOM,60.7075,60.28,60.71,60.6,22466.0,69826018810.0,60.4655
CNGD,2022-09-09,USDRUB_TOM,USD000UTSTOM,60.7,59.7465,61.2641,60.6,106026.0,8975921823.32,
CNGD,2022-09-09,USDCNYTDTM,USDCNYTODTOM,-0.00762,-0.00762,-0.00762,-0.00762,56.0,9700292.85,
CETS,2022-09-09,USDCNY_TOD,USDCNY_TOD,6.93749,6.92,6.9375,6.92,139.0,388898383.77,6.9362
CETS,2022-09-09,USDCNY_TOM,USDCNY_TOM,6.9401,6.9111,6.9464,6.94043,2684.0,11254618779.98,6.92491
CNGD,2022-09-09,USDCNY_TOM,USDCNY_TOM,6.93,6.9111,6.94482,6.93601,73.0,3924502895.15,
CETS,2022-09-09,USDKZT_TOM,USDKZT_TOM,473.01,470.91,473.01,471.31,60.0,95636782.71,472.18
CNGD,2022-09-09,USDRUB_TDS,USDRUB_TDS,60.3,60.3,60.3,60.3,1.0,0.6,
CETS,2022-09-09,USDRUB_TMS,USDRUB_TMS,60.79,60.3,60.8,60.7,3213.0,45304534.29,60.4867
CNGD,2022-09-09,USDRUB_TMS,USDRUB_TMS,60.4,60.3,60.4,60.35,14.0,111.03,
CETS,2022-09-09,USD_TOMSPT,USDRUB_TOM1D,0.0125,0.0125,0.0125,0.0125,15.0,3039245000.0,0.0125
