BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-06-07,BYNRUB_TOD,BYNRUB_TOD,23.52,23.52,23.52,23.52,1.0,2352000.0,23.52
CETS,2022-06-07,BYNRUB_TOM,BYNRUB_TOM,23.52,23.3525,23.7775,23.745,83.0,38864492.5,23.669
CETS,2022-06-07,CHF_TODTOM,CHFRUBTODTOM,0.0174,0.0141,0.0175,0.0141,3.0,25579530.0,0.0166
CNGD,2022-06-07,CHF_TODTOM,CHFRUBTODTOM,0.0333,-0.0271,0.0349,-0.014,250.0,185858342.67,
CETS,2022-06-07,CHFRUB_TOD,CHFRUB_TOD,61.2,61.2,64.0,64.0,2.0,701200.0,63.7455
CETS,2022-06-07,CHFRUB_TOM,CHFRUB_TOM,63.855,62.95,64.075,63.1625,442.0,139790102.5,63.3681
CNGD,2022-06-07,CHFRUB_TOM,CHFRUB_TOM,63.35,62.7,64.7175,62.9275,1111.0,8115961.54,
CETS,2022-06-07,CNYRUB_TOD,CNY000000TOD,9.395,9.2001,9.42,9.2745,1866.0,2744417050.4,9.2967
CETS,2022-06-07,CNY_TODTOM,CNYRUBTODTOM,0.0026,0.0026,0.00278,0.002749,204.0,54485672640.6,0.002716
CNGD,2022-06-07,CNY_TODTOM,CNYRUBTODTOM,0.0,-0.004,0.0051,0.004849,1218.0,4053699048.48,
CETS,2022-06-07,CNYRUB_TOM,CNYRUB_TOM,9.3214,9.214,9.3975,9.3081,9797.0,11441231224.3,9.3003
CNGD,2022-06-07,CNYRUB_TOM,CNYRUB_TOM,9.3139,9.25,9.3884,9.3095,5424.0,360507769.45,
CETS,2022-06-07,CNY_TOM1W,CNYRUB_TOM1W,0.0185,0.0185,0.0188,0.0188,2.0,17735782800.0,0.018611
CETS,2022-06-07,EUR_TODTOM,EUR000TODTOM,0.0125,-0.007,0.0279,0.0029,800.0,26063891230.0,0.0104
CNGD,2022-06-07,EUR_TODTOM,EUR000TODTOM,-0.0445,-0.0445,0.0342,0.0338,925.0,10164014639.57,
