BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2022-09-29,РЖД-19 обл,RU000A0JQ7Z2,44.0,3799717.6,96.0,98.0,97.9,97.9,17.21,96.05,9.36,96.11,3956.0,96.05,96.05,97.9,3799717.6,3799717.6,3799717.6,2024-07-08,607.0,10.6,,,7.85,39.14,,2022-09-29,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-29,ДОМ.РФ14об,RU000A0JQAL8,1.0,1025.0,102.5,102.5,102.5,102.5,61.93,102.5,-3.02,102.5,1.0,,101.06,102.5,0.0,1726128.5,0.0,2023-05-15,47.0,-3.02,,,16.5,83.18,2022-11-15,2022-09-29,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-29,РЖД-23 обл,RU000A0JQRD9,103.0,476509.7,95.5,98.75,96.1,96.1,15.05,96.66,10.01,97.26,493.0,,96.71,96.1,0.0,521244.7,0.0,2025-01-16,773.0,9.72,,,7.85,39.14,,2022-09-29,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-29,ВЭБ.РФ 21,RU000A0JS4Z7,1.0,2005.0,100.25,100.25,100.25,100.25,9.03,100.25,10.58,100.25,2.0,,100.27,100.25,0.0,507362.7,0.0,2032-02-17,152.0,10.58,,,10.99,54.8,2023-02-28,2022-09-29,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-29,РЖД-32 обл,RU000A0JSGV0,36.0,1705461.4,99.35,99.94,99.57,99.58,22.51,99.85,10.73,99.44,1708.0,99.85,99.85,99.58,1705461.4,1705461.4,1705461.4,2032-06-25,272.0,10.32,,,9.9,49.36,2023-07-07,2022-09-29,1000.0,SUR,,,,,RUB,3
TQCB,2022-09-29,ФСК РС-22,RU000A0JSQ58,2.0,23315364.0,99.6,99.6,99.6,99.6,16.04,99.6,9.6,99.6,23409.0,99.6,99.6,99.6,23484274.1,23483274.0,23484274.1,2027-07-21,618.0,9.6,,,9.15,45.62,2024-07-24,2022-09-29,1000.0,SUR,,9.4894,,2024-07-31,RUB,3
TQCB,2022-09-29,ВЭБ.РФ 18,RU000A0JT403,13.0,19798.6,89.86,95.0,95.0,95.0,38.03,94.28,10.79,89.86,21.0,,95.49,95.0,0.0,531900.9,0.0,2032-09-17,662.0,11.24,,,7.67,38.24,2024-09-27,2022-09-29,1000.0,SUR,,13.1435,,2024-10-01,RUB,3
TQCB,2022-09-29,ВЭБ.РФ 19,RU000A0JT6B2,2.0,10459.9,95.0,95.99,95.99,95.99,35.86,95.09,10.68,95.0,11.0,,97.97,95.99,0.0,7756535.5,0.0,2032-09-23,513.0,11.4,,,7.48,37.3,2024-04-04,2022-09-29,1000.0,SUR,,10.5874,,2024-04-08,RUB,3
TQCB,2022-09-29,РСХБ 17,RU000A0JT7M7,2.0,1999.4,99.97,99.97,99.97,99.97,24.45,99.97,6.27,99.97,2.0,99.93,99.94,99.97,800460.8,537702.8,800460.8,2022-10-11,12.0,6.27,,,5.25,26.18,,2022-09-29,1000.0,SUR,,,5.5827,,RUB,3
TQCB,2022-09-29,РСХБ 18,RU000A0JT874,5.0,6018.4,99.73,101.0,99.99,99.99,27.85,100.31,6.36,99.73,6.0,,99.99,99.99,0.0,1069883.8,0.0,2022-10-13,14.0,-2.53,,,6.05,30.17,,2022-09-29,1000.0,SUR,,,5.7322,,RUB,3
TQCB,2022-09-29,Роснефть04,RU000A0JT940,39.0,1390866.3,99.52,100.13,99.95,99.95,35.5,99.78,9.04,99.74,1394.0,99.78,99.78,99.95,1390866.3,1390866.3,1390866.3,2022-10-17,18.0,12.95,,,7.9,39.39,,2022-09-29,1000.0,SUR,,,8.1878,,RUB,3
TQCB,2022-09-29,Роснефть05,RU000A0JT965,82.0,686097.0,99.74,99.97,99.97,99.96,35.5,99.87,8.59,99.8,687.0,99.87,99.87,99.96,686097.0,686097.0,686097.0,2022-10-17,18.0,10.86,,,7.9,39.39,,2022-09-29,1000.0,SUR,,,7.7946,,RUB,3
TQCB,2022-09-29,МЕТАЛИНВ 2,RU000A0JTLJ3,1.0,988.0,98.8,98.8,98.8,98.8,12.99,98.8,11.76,98.8,1.0,,98.31,98.8,0.0,63778564.1,0.0,2023-01-27,120.0,11.76,,,7.65,38.15,,2022-09-29,1000.0,SUR,,,11.2255,,RUB,3
