BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-08-05,AMDRUB_TOM,AMDRUB_TOM,16.8,16.3,16.8,16.3,44.0,287808.75,16.5407
CNGD,2022-08-05,BYN_TODTOM,BYNRUBTODTOM,0.0388,0.0388,0.0388,0.0388,3.0,64613.64,
CETS,2022-08-05,BYNRUB_TOD,BYNRUB_TOD,23.38,23.38,23.41,23.41,2.0,140430.0,23.405
CETS,2022-08-05,BYNRUB_TOM,BYNRUB_TOM,23.5125,23.325,24.05,24.05,300.0,56032552.5,23.5827
CETS,2022-08-05,CNYRUB_TOD,CNY000000TOD,8.98,8.9,8.98,8.937,2056.0,4618414950.0,8.9517
CNGD,2022-08-05,CNYRUB_TOD,CNY000000TOD,8.94,8.94,8.952,8.952,6.0,4384800000.0,
CETS,2022-08-05,CNY_TODTOM,CNYRUBTODTOM,0.004403,0.004403,0.00604,0.005651,594.0,169726443490.4,0.005699
CNGD,2022-08-05,CNY_TODTOM,CNYRUBTODTOM,1e-05,-0.0114,0.0146,0.01174,2565.0,8176761791.06,
CETS,2022-08-05,CNYRUB_TOM,CNYRUB_TOM,8.95,8.906,9.074,9.052,52996.0,71402812684.0,8.9794
CNGD,2022-08-05,CNYRUB_TOM,CNYRUB_TOM,8.946,8.909,9.07,9.052,9368.0,1936337950.01,
CETS,2022-08-05,CNY_TOM1W,CNYRUB_TOM1W,0.0132,0.0131,0.0132,0.0131,3.0,22350325000.0,0.01314
CNGD,2022-08-05,CNY_TOM1W,CNYRUB_TOM1W,0.0132,0.0132,0.0132,0.0132,1.0,4470095000.0,
CETS,2022-08-05,EUR_TODTOM,EUR000TODTOM,-0.0329,-0.0329,0.0377,0.0135,1040.0,54615595080.0,0.0256
CNGD,2022-08-05,EUR_TODTOM,EUR000TODTOM,0.0,-0.0505,0.2766,0.0243,808.0,18065700114.03,
CETS,2022-08-05,EURRUB_TMS,EURRUB_TMS,61.3525,61.0925,61.875,61.42,1336.0,19452406.58,61.4287
CNGD,2022-08-05,EURRUB_TMS,EURRUB_TMS,61.5,61.5,61.5,61.5,1.0,31.98,
CETS,2022-08-05,EURUSD_TOD,EURUSD000TOD,1.0184,1.014,1.0228,1.01676,1268.0,5587542097.51,1.01707
CNGD,2022-08-05,EURUSD_TOD,EURUSD000TOD,1.02808,1.00773,1.02907,1.0155,1092.0,11000363.04,
CETS,2022-08-05,EURUSD_TOM,EURUSD000TOM,1.01827,1.01,1.0224,1.0152,8556.0,39293312102.22,1.0168
CNGD,2022-08-05,EURUSD_TOM,EURUSD000TOM,1.02808,1.00773,1.02907,1.0165,1101.0,2592724244.04,
CETS,2022-08-05,EURUSDTDTM,EURUSDTODTOM,0.0,-0.000662,8.9e-05,8.9e-05,161.0,32290380029.32,-9e-06
CNGD,2022-08-05,EURUSDTDTM,EURUSDTODTOM,0.00134,-0.000838,0.00134,0.00134,14.0,3235481.6,
CETS,2022-08-05,EURRUB_TOD,EUR_RUB__TOD,61.4025,61.07,61.51,61.375,6171.0,16299610312.5,61.345
CNGD,2022-08-05,EURRUB_TOD,EUR_RUB__TOD,61.32,60.7316,62.0519,61.435,6808.0,1472039318.43,
CETS,2022-08-05,EURRUB_TOM,EUR_RUB__TOM,61.505,60.965,61.59,61.54,26801.0,77005837745.0,61.3359
CNGD,2022-08-05,EURRUB_TOM,EUR_RUB__TOM,61.4025,60.7316,62.0519,61.54,11405.0,663259322.03,
CNGD,2022-08-05,GBP_TODTOM,GBPRUBTODTOM,-0.1228,-0.1228,0.0998,0.0982,45.0,27453479.32,
CETS,2022-08-05,GBPRUB_TOD,GBPRUB_TOD,76.0,76.0,76.0,76.0,1.0,760000.0,76.0
CNGD,2022-08-05,GBPRUB_TOD,GBPRUB_TOD,77.5075,77.5075,78.2826,78.2826,599.0,5733695.81,
CETS,2022-08-05,GBPRUB_TOM,GBPRUB_TOM,75.4575,74.4,75.955,74.88,63.0,27485777.5,75.3035
CNGD,2022-08-05,GBPRUB_TOM,GBPRUB_TOM,72.33,72.33,81.4675,74.47,1056.0,12865490.32,
CETS,2022-08-05,GLD_TODTOM,GLDRUBTODTOM,1.4256,1.4256,1.4256,1.4256,1.0,79816676.9,1.4256
CNGD,2022-08-05,GLD_TODTOM,GLDRUBTODTOM,2.2809,-1.283,4.5618,4.5618,71.0,11320605.33,
CETS,2022-08-05,GLDRUB_TOM,GLDRUB_TOM,3457.01,3402.5,3510.0,3478.0,4390.0,496925058.67,3439.31
CNGD,2022-08-05,HKD_TODTOM,HKDRUBTODTOM,4.6e-05,-0.006446,0.0128,-0.006446,640.0,566398099.83,
CETS,2022-08-05,HKDRUB_TOD,HKDRUB_TOD,7.63,7.63,7.63,7.63,1.0,144970.0,7.63
CETS,2022-08-05,HKDRUB_TOM,HKDRUB_TOM,7.895,7.819,8.08,8.0749,3593.0,906081016.4,7.8697
CNGD,2022-08-05,HKDRUB_TOM,HKDRUB_TOM,7.85,7.8109,8.08,8.0293,5700.0,137025376.96,
CETS,2022-08-05,JPYRUB_TOM,JPYRUB_TOM,45.0,44.0,46.0,44.0,212.0,130773149.9,45.1721
CNGD,2022-08-05,JPYRUB_TOM,JPYRUB_TOM,45.0,44.0,45.75,44.0,1265.0,27947147.98,
LICU,2022-08-05,JPYRUB_TOM,JPYRUB_TOM,45.5,45.5,45.5,45.5,10.0,250645.86,
CNGD,2022-08-05,KZT_TODTOM,KZTRUBTODTOM,0.0,0.0,0.017,0.017,4.0,1045247.36,
CETS,2022-08-05,KZTRUB_TOM,KZTRUB_TOM,12.735,12.6275,12.98,12.88,788.0,283919554.0,12.7085
CNGD,2022-08-05,SLV_TODTOM,SLVRUBTODTOM,0.064,0.064,0.064,0.064,2.0,10040.19,
CETS,2022-08-05,SLVRUB_TOM,SLVRUB_TOM,48.45,48.26,48.9,48.74,497.0,4938714.0,48.61
CNGD,2022-08-05,TRY_TODTOM,TRYRUBTODTOM,1.3e-05,1.3e-05,0.0055,0.004313,143.0,38428469.13,
CETS,2022-08-05,TRYRUB_TOD,TRYRUB_TOD,3.0007,3.0007,3.0007,3.0007,1.0,3000.7,3.0007
CNGD,2022-08-05,TRYRUB_TOD,TRYRUB_TOD,3.352,3.352,3.352,3.352,1.0,5028000.0,
CETS,2022-08-05,TRYRUB_TOM,TRYRUB_TOM,3.4,3.38,3.43,3.415,437.0,36778847.9,3.4017
CNGD,2022-08-05,TRYRUB_TOM,TRYRUB_TOM,3.4,3.3509,3.4483,3.4083,1205.0,4875097.76,
CETS,2022-08-05,USDRUB_TOD,USD000000TOD,60.335,60.0475,60.61,60.4925,15766.0,44868460470.0,60.3116
CNGD,2022-08-05,USDRUB_TOD,USD000000TOD,60.35,59.6673,61.1101,60.55,71800.0,5807378245.8,
CETS,2022-08-05,USD_TODTOM,USD000TODTOM,0.0375,0.0338,0.0469,0.039,1512.0,143476649480.0,0.0373
CNGD,2022-08-05,USD_TODTOM,USD000TODTOM,0.0,-0.0743,0.201,0.0793,21683.0,47759024946.15,
CETS,2022-08-05,USDRUB_TOM,USD000UTSTOM,60.38,60.07,60.6675,60.58,50416.0,120404015850.0,60.3816
CNGD,2022-08-05,USDRUB_TOM,USD000UTSTOM,60.265,59.6673,61.1101,60.58,114443.0,12993892892.35,
CNGD,2022-08-05,USDCNYTDTM,USDCNYTODTOM,-0.005552,-0.005552,0.008883,0.002498,34.0,2820591.21,
CETS,2022-08-05,USDCNY_TOD,USDCNY_TOD,6.79,6.7101,6.79,6.73884,79.0,147608713.49,6.73302
CETS,2022-08-05,USDCNY_TOM,USDCNY_TOM,6.738,6.68,6.75299,6.69,9251.0,37307444423.93,6.73037
CNGD,2022-08-05,USDCNY_TOM,USDCNY_TOM,6.7325,6.7325,6.7475,6.745,3.0,1806824645.0,
CETS,2022-08-05,USDKZT_TOM,USDKZT_TOM,473.0,473.0,477.98,474.4,92.0,125399430.56,475.82
CETS,2022-08-05,USDRUB_TMS,USDRUB_TMS,60.2,60.0025,60.6975,60.65,4652.0,57086716.86,60.3878
CNGD,2022-08-05,USDRUB_TMS,USDRUB_TMS,61.3,60.3,61.3,60.3,23.0,455.7,
