BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-09-07,AMDRUB_TOM,AMDRUB_TOM,15.3975,15.05,15.4,15.105,38.0,1260516.0,15.242
CNGD,2022-09-07,BYN_TODTOM,BYNRUBTODTOM,0.013,0.013,0.013,0.013,5.0,1468864.31,
CETS,2022-09-07,BYNRUB_TOD,BYNRUB_TOD,23.83,23.7625,23.83,23.7625,2.0,214132.5,23.7925
CETS,2022-09-07,BYNRUB_TOM,BYNRUB_TOM,23.81,23.68,23.95,23.905,450.0,140357042.5,23.7611
CETS,2022-09-07,CNYRUB_TOD,CNY000000TOD,8.773,8.742,8.805,8.75,2089.0,4139098220.0,8.7762
CNGD,2022-09-07,CNYRUB_TOD,CNY000000TOD,8.85,8.85,8.85,8.85,1.0,84075000.0,
CETS,2022-09-07,CNY_TODTOM,CNYRUBTODTOM,0.00195,0.00188,0.001979,0.00188,676.0,236727285713.7,0.001963
CNGD,2022-09-07,CNY_TODTOM,CNYRUBTODTOM,0.0,-0.0037,0.0048,0.004081,2793.0,9857793704.44,
CETS,2022-09-07,CNYRUB_TOM,CNYRUB_TOM,8.767,8.728,8.809,8.732,20329.0,37225743391.0,8.7539
CNGD,2022-09-07,CNYRUB_TOM,CNYRUB_TOM,8.772,8.728,8.809,8.732,7662.0,5483806140.93,
CETS,2022-09-07,CNY_TOM1W,CNYRUB_TOM1W,0.0138,0.0138,0.0138,0.0138,1.0,26319657000.0,0.0138
CETS,2022-09-07,EUR_TODTOM,EUR000TODTOM,0.0105,0.005,0.0185,0.0105,449.0,48832001650.0,0.0102
CNGD,2022-09-07,EUR_TODTOM,EUR000TODTOM,0.0,-0.0165,0.0331,-0.0165,699.0,2927441565.35,
CETS,2022-09-07,EURRUB_TMS,EURRUB_TMS,60.6875,60.2,60.9975,60.305,1108.0,20491655.27,60.5733
CNGD,2022-09-07,EURRUB_TMS,EURRUB_TMS,60.59,60.59,60.59,60.59,2.0,53.32,
CETS,2022-09-07,EURUSD_TOD,EURUSD000TOD,0.99089,0.98752,0.99892,0.98752,166.0,626435934.81,0.99057
CNGD,2022-09-07,EURUSD_TOD,EURUSD000TOD,0.99977,0.98857,1.00142,0.99846,1531.0,18017400.15,
CETS,2022-09-07,EURUSD_TOM,EURUSD000TOM,0.98939,0.98741,0.99996,0.99351,2610.0,10985988616.53,0.99046
CNGD,2022-09-07,EURUSD_TOM,EURUSD000TOM,0.99977,0.98857,1.00142,0.99846,1531.0,18017400.15,
CETS,2022-09-07,EURUSDTDTM,EURUSDTODTOM,1e-05,-5e-05,2e-05,2e-05,47.0,11957750998.02,4e-06
CNGD,2022-09-07,EURUSDTDTM,EURUSDTODTOM,0.0,-0.000271,0.000433,0.000433,20.0,25276962178.3,
CETS,2022-09-07,EURRUB_TOD,EUR_RUB__TOD,60.4675,60.3425,61.045,60.39,3830.0,9418085912.5,60.5708
CNGD,2022-09-07,EURRUB_TOD,EUR_RUB__TOD,60.73,60.1227,61.3878,60.4075,6431.0,120428289.78,
CETS,2022-09-07,EURRUB_TOM,EUR_RUB__TOM,60.39,60.25,61.075,60.4125,12638.0,36428672915.0,60.5171
CNGD,2022-09-07,EURRUB_TOM,EUR_RUB__TOM,60.5,60.1227,61.3878,60.4025,9876.0,430174081.12,
CNGD,2022-09-07,GBP_TODTOM,GBPRUBTODTOM,-0.02,-0.02,0.0353,-0.0199,36.0,7429982.16,
CNGD,2022-09-07,GBPRUB_TOD,GBPRUB_TOD,74.336,73.6,74.336,74.336,600.0,4324482.35,
CETS,2022-09-07,GBPRUB_TOM,GBPRUB_TOM,71.525,71.01,71.98,71.275,69.0,34161782.5,71.319
CNGD,2022-09-07,GBPRUB_TOM,GBPRUB_TOM,71.0625,71.0175,74.336,71.9,805.0,6832462.74,
CETS,2022-09-07,GLD_TODTOM,GLDRUBTODTOM,0.456,0.4559,0.456,0.4559,4.0,126473197.6,0.4559
CNGD,2022-09-07,GLD_TODTOM,GLDRUBTODTOM,0.7294,-0.4103,1.4588,1.4588,81.0,19018547.26,
CETS,2022-09-07,GLDRUB_TOM,GLDRUB_TOM,3339.86,3250.01,3339.86,3285.0,2029.0,363448010.0,3303.38
CNGD,2022-09-07,HKD_TODTOM,HKDRUBTODTOM,0.0,-0.002128,0.0043,0.003828,729.0,645157675.29,
CETS,2022-09-07,HKDRUB_TOD,HKDRUB_TOD,7.965,7.73,7.998,7.73,6.0,682394.0,7.8436
CETS,2022-09-07,HKDRUB_TOM,HKDRUB_TOM,7.8879,7.849,7.93,7.8581,1384.0,406512328.9,7.8812
CNGD,2022-09-07,HKDRUB_TOM,HKDRUB_TOM,7.8999,7.8436,7.9335,7.858,3319.0,48697571.32,
CETS,2022-09-07,KZTRUB_TOM,KZTRUB_TOM,12.98,12.88,12.98,12.91,369.0,210858046.5,12.9141
CNGD,2022-09-07,KZTRUB_TOM,KZTRUB_TOM,12.82,12.82,12.82,12.82,1.0,37819000.0,
CNGD,2022-09-07,SLV_TODTOM,SLVRUBTODTOM,0.019,0.019,0.019,0.019,6.0,729998.41,
CETS,2022-09-07,SLVRUB_TOM,SLVRUB_TOM,43.01,42.81,43.41,43.08,473.0,8146328.0,42.99
CNGD,2022-09-07,TRY_TODTOM,TRYRUBTODTOM,0.001465,0.0012,0.0018,0.001538,114.0,50357803.27,
CETS,2022-09-07,TRYRUB_TOM,TRYRUB_TOM,3.3599,3.3555,3.395,3.3613,390.0,411728549.3,3.3663
CNGD,2022-09-07,TRYRUB_TOM,TRYRUB_TOM,3.3447,3.3447,3.4031,3.3614,1047.0,2860414.41,
CETS,2022-09-07,USDRUB_TOD,USD000000TOD,61.05,60.85,61.55,60.89,12333.0,49333889590.0,61.1423
