BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2022-08-11,АбрауДюрсо,ABRD,165.0,1534720.0,173.5,172.5,174.0,173.5,173.0,173.5,8860.0,173.0,173.0,173.5,1534720.0,1534720.0,1534720.0,0.0,3
SMAL,2022-08-11,Система ао,AFKS,3.0,71.6,14.3,14.3,14.4,,14.443,14.4,5.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-08-11,Система ао,AFKS,13671.0,362380555.5,14.35,14.04,14.65,14.29,14.443,14.29,25089800.0,14.443,14.443,14.29,362380555.5,362380555.5,362380555.5,0.0,3
SMAL,2022-08-11,Аэрофлот,AFLT,12.0,1262.18,30.44,27.06,30.46,,27.2,27.06,43.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-08-11,Аэрофлот,AFLT,9542.0,124938176.6,27.2,26.76,27.48,27.0,27.2,27.0,4593960.0,27.2,27.2,27.0,124938176.6,124938176.6,124938176.6,0.0,3
TQBR,2022-08-11,AGRO-гдр,AGRO,4309.0,50710265.0,827.0,818.0,835.6,820.0,827.4,820.0,61294.0,827.4,827.4,820.0,50710265.0,50710265.0,50710265.0,0.0,3
TQTF,2022-08-11,AKGD ETF,AKGD,363.0,21271436.63,82.99,82.0,83.92,83.07,83.7,83.4,254065.0,83.72,83.72,83.07,21271436.63,21271436.63,21271436.63,23279791.45,3
TQTF,2022-08-11,ETF AKMB,AKMB,6338.0,4193831.23,1.1749,1.1696,1.1838,1.1721,1.172,1.1721,3573251.0,1.1737,1.1737,1.1721,4193831.23,4193831.23,4193831.23,7437499.04,3
TQTF,2022-08-11,ETF AKME,AKME,259.0,283939.8,80.0,77.62,80.0,77.84,79.38,78.56,3600.0,,79.08,77.84,0.0,500842.2,0.0,3356948.93,3
TQTF,2022-08-11,AKMM ETF,AKMM,53.0,3781350.13,101.19,100.61,101.19,100.62,100.63,100.61,37576.0,100.63,100.63,100.62,3781350.13,3781350.13,3781350.13,14310809.39,3
TQTD,2022-08-11,AKQU ETF,AKQU,3.0,3766.52,89.62,89.62,89.71,89.68,89.68,89.67,42.0,5456.8,5424.28,89.68,31502118.45,2392108.06,31502118.45,39438.39,3
TQBR,2022-08-11,Акрон,AKRN,652.0,23198388.0,16098.0,15852.0,16198.0,15890.0,15998.0,15890.0,1450.0,15998.0,15998.0,15890.0,23198388.0,23198388.0,23198388.0,0.0,3
TQTD,2022-08-11,ETF AKSC,AKSC,1.0,2748.62,0.677,0.677,0.677,0.687,0.679,0.677,4060.0,,39.16,0.687,0.0,500057.94,0.0,923.36,3
TQTF,2022-08-11,ETF AKSC,AKSC,47.0,21395.08,41.0,40.7,42.04,41.54,41.04,41.54,513.0,,39.16,41.54,0.0,500057.94,0.0,55820.93,3
TQTF,2022-08-11,AKVG ETF,AKVG,86.0,104510.72,42.08,40.0,44.32,43.64,43.76,43.66,2386.0,,41.72,43.64,0.0,885326.7,0.0,61385.03,3
SMAL,2022-08-11,АЛРОСА ао,ALRS,9.0,1100.01,65.98,64.0,66.0,,64.2,64.0,17.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-08-11,АЛРОСА ао,ALRS,20948.0,401414813.5,63.8,62.9,64.99,62.97,64.2,62.97,6253600.0,64.19,64.19,62.97,401414813.5,401414813.5,401414813.5,0.0,3
TQBR,2022-08-11,АшинскийМЗ,AMEZ,532.0,6619765.5,22.25,22.25,23.13,22.94,22.88,22.94,289300.0,22.88,22.88,22.94,6619765.5,6619765.5,6619765.5,0.0,3
TQTF,2022-08-11,AMRE ETF,AMRE,151.0,136891.4,71.0,70.0,72.2,70.8,71.4,70.9,1917.0,,69.4,70.8,0.0,674593.8,0.0,352995.31,3
TQTF,2022-08-11,AMRH ETF,AMRH,6.0,1404.0,98.48,98.48,100.56,100.56,100.28,100.56,14.0,,99.5,100.56,0.0,796912.56,0.0,107178.92,3
TQBR,2022-08-11,Аптеки36и6,APTK,1073.0,1281548.12,12.248,12.18,12.25,12.188,12.212,12.188,104940.0,12.212,12.212,12.188,1281548.12,1281548.12,1281548.12,0.0,3
TQBR,2022-08-11,ИНАРКТИКА,AQUA,1313.0,8869126.0,554.0,550.0,560.0,555.5,556.5,555.5,15937.0,556.5,556.5,555.5,8869126.0,8869126.0,8869126.0,0.0,3
