BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-10-11,AMDRUB_TOM,AMDRUB_TOM,15.3,14.82,16.29,16.28,106.0,1979872.25,15.7508
CNGD,2022-10-11,BYN_TODTOM,BYNRUBTODTOM,0.0138,0.0138,0.0138,0.0138,5.0,46750.89,
CETS,2022-10-11,BYNRUB_TOD,BYNRUB_TOD,24.8,24.8,24.8,24.8,1.0,372000.0,24.8
CETS,2022-10-11,BYNRUB_TOM,BYNRUB_TOM,25.4,24.65,26.59,24.85,942.0,302321375.0,24.8211
CETS,2022-10-11,CNYRUB_TOD,CNY000000TOD,8.653,8.65,8.771,8.747,3905.0,7184611334.0,8.7406
CNGD,2022-10-11,CNYRUB_TOD,CNY000000TOD,8.75,8.657,8.794,8.77,4.0,249687316.35,
CETS,2022-10-11,CNY_TODTOM,CNYRUBTODTOM,9e-06,9e-06,0.001945,0.00165,1356.0,293715857331.5,0.001898
CNGD,2022-10-11,CNY_TODTOM,CNYRUBTODTOM,0.0,-0.006166,0.005929,0.004064,3471.0,12351259674.74,
CETS,2022-10-11,CNYRUB_TOM,CNYRUB_TOM,8.626,8.625,8.8,8.683,56224.0,85084392934.0,8.7548
CNGD,2022-10-11,CNYRUB_TOM,CNYRUB_TOM,8.657,8.64,8.801,8.686,10284.0,5971859391.46,
CETS,2022-10-11,CNY_TOM1W,CNYRUB_TOM1W,0.0133,0.0133,0.0133,0.0133,1.0,30343726000.0,0.0133
CNGD,2022-10-11,CNY_TOM1W,CNYRUB_TOM1W,0.0132,0.0132,0.0132,0.0132,1.0,8669536000.0,
CNGD,2022-10-11,CNY_TOM2W,CNYRUB_TOM2W,0.0263,0.0263,0.0263,0.0263,1.0,8682636000.0,
CETS,2022-10-11,EUR_TODTOM,EUR000TODTOM,-0.0744,-1.3455,-0.0744,-1.3455,826.0,35024050490.0,-0.4954
CNGD,2022-10-11,EUR_TODTOM,EUR000TODTOM,-0.3,-1.2,-0.0744,-0.0744,265.0,2422338787.47,
CETS,2022-10-11,EURRUB_TMS,EURRUB_TMS,61.2725,61.2625,63.0,62.9975,2663.0,56784390.02,62.4823
CETS,2022-10-11,EURUSD_TOD,EURUSD000TOD,0.97657,0.971,1.00931,0.985,2601.0,7380675203.67,0.98171
CNGD,2022-10-11,EURUSD_TOD,EURUSD000TOD,0.98626,0.96673,1.00495,1.00495,955.0,8837778.61,
CETS,2022-10-11,EURUSD_TOM,EURUSD000TOM,0.975,0.96822,0.99399,0.979,4162.0,15742175875.72,0.97854
CNGD,2022-10-11,EURUSD_TOM,EURUSD000TOM,0.98626,0.96673,1.00495,0.9725,962.0,2128865313.33,
CETS,2022-10-11,EURUSDTDTM,EURUSDTODTOM,-0.001,-0.009142,-0.000521,-0.005,161.0,8728550835.24,-0.001891
CETS,2022-10-11,EURRUB_TOD,EUR_RUB__TOD,61.8,61.8,64.0,63.4,8719.0,20713086957.5,62.9596
CNGD,2022-10-11,EURRUB_TOD,EUR_RUB__TOD,63.1654,61.7488,63.7184,63.52,5071.0,1092319669.87,
CETS,2022-10-11,EURRUB_TOM,EUR_RUB__TOM,61.9875,61.8225,63.0475,62.48,23774.0,79090439320.0,62.3859
CNGD,2022-10-11,EURRUB_TOM,EUR_RUB__TOM,60.6475,60.5425,63.7184,62.3825,10516.0,327181527.81,
CETS,2022-10-11,GLD_TODTOM,GLDRUBTODTOM,0.453,0.453,0.4536,0.4536,3.0,105982707.4,0.4535
CNGD,2022-10-11,GLD_TODTOM,GLDRUBTODTOM,1.4516,-0.4083,1.8145,1.4516,73.0,19445223.38,
