BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2022-07-15,АбрауДюрсо,ABRD,290.0,2834945.0,175.0,172.5,175.5,173.5,173.5,173.5,16330.0,173.5,173.5,173.5,2834945.0,2834945.0,2834945.0,0.0,3
SMAL,2022-07-15,Система ао,AFKS,14.0,1797.21,14.0,12.622,14.0,,13.331,13.586,135.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-07-15,Система ао,AFKS,9129.0,264417141.7,13.16,12.922,13.697,13.697,13.331,13.697,19835500.0,13.331,13.331,13.697,264417141.7,264417141.7,264417141.7,0.0,3
SMAL,2022-07-15,Аэрофлот,AFLT,2.0,244.28,26.36,26.36,29.88,,26.98,29.88,9.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2022-07-15,Аэрофлот,AFLT,5431.0,75692730.0,27.14,26.72,27.16,27.06,26.98,27.06,2806080.0,26.98,26.98,27.06,75692730.0,75692730.0,75692730.0,0.0,3
TQBR,2022-07-15,AGRO-гдр,AGRO,8956.0,75841396.8,761.0,755.2,795.0,783.0,775.6,783.0,97794.0,775.6,775.6,783.0,75841396.8,75841396.8,75841396.8,0.0,3
TQTF,2022-07-15,AKGD ETF,AKGD,242.0,24738424.34,75.01,73.63,75.97,74.66,74.5,74.48,331994.0,74.51,74.51,74.66,24738424.34,24738424.34,24738424.34,6313696.77,3
TQTF,2022-07-15,ETF AKMB,AKMB,5526.0,8577014.36,1.1575,1.1449,1.1691,1.1548,1.1592,1.1583,7389360.0,1.1607,1.1607,1.1548,8577014.36,8577014.36,8577014.36,6858771.99,3
TQTF,2022-07-15,ETF AKME,AKME,258.0,279985.8,79.04,77.58,81.14,78.46,78.66,78.22,3589.0,,77.96,78.46,0.0,528615.26,0.0,3128278.85,3
TQTF,2022-07-15,AKMM ETF,AKMM,46.0,26422960.02,100.09,100.09,100.1,100.09,100.09,100.09,263992.0,100.09,100.09,100.09,26422960.02,26422960.02,26422960.02,407966.84,3
TQTD,2022-07-15,AKQU ETF,AKQU,1.0,84.58,84.58,84.58,84.58,84.58,84.58,84.58,1.0,,5127.94,84.58,0.0,728166.96,0.0,34997.56,3
TQBR,2022-07-15,Акрон,AKRN,7176.0,297821468.0,16750.0,16570.0,18480.0,17284.0,17428.0,17284.0,17088.0,17428.0,17428.0,17284.0,297821468.0,297821468.0,297821468.0,0.0,3
TQTD,2022-07-15,ETF AKSC,AKSC,1.0,6.06,0.606,0.606,0.606,0.606,0.597,0.606,10.0,,36.04,0.606,0.0,500025.55,0.0,971.36,3
TQTF,2022-07-15,ETF AKSC,AKSC,10.0,562.88,34.62,34.0,37.12,35.3,34.78,34.46,16.0,,36.04,35.3,0.0,500025.55,0.0,56588.17,3
TQTF,2022-07-15,AKVG ETF,AKVG,26.0,4989.98,34.28,33.84,34.46,34.44,34.44,34.42,146.0,,34.94,34.44,0.0,500089.26,0.0,39348.22,3
SMAL,2022-07-15,АЛРОСА ао,ALRS,16.0,1547.75,62.91,60.26,62.91,,62.4,60.27,25.0,,,,0.0,0.0,0.0,0.0,3
