BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-08-04,AMDRUB_TOM,AMDRUB_TOM,16.6,16.02,16.95,16.4825,96.0,1287767.75,16.5523
CNGD,2022-08-04,BYN_TODTOM,BYNRUBTODTOM,0.0129,0.0129,0.0129,0.0129,3.0,48474.99,
CETS,2022-08-04,BYNRUB_TOD,BYNRUB_TOD,23.535,23.5,23.535,23.5,2.0,1245605.0,23.502
CETS,2022-08-04,BYNRUB_TOM,BYNRUB_TOM,23.685,23.2,23.98,23.98,355.0,79083960.0,23.3562
CETS,2022-08-04,CNYRUB_TOD,CNY000000TOD,9.016,8.909,9.055,8.929,4111.0,5605006840.0,8.9405
CNGD,2022-08-04,CNYRUB_TOD,CNY000000TOD,8.95,8.935,8.95,8.935,3.0,1610400000.0,
CETS,2022-08-04,CNY_TODTOM,CNYRUBTODTOM,0.002048,0.001908,0.002048,0.001908,380.0,155039398975.2,0.001992
CNGD,2022-08-04,CNY_TODTOM,CNYRUBTODTOM,8e-06,-0.0038,0.0049,0.00394,2504.0,8007663802.07,
CNGD,2022-08-04,CNYRUB_LTV,CNYRUB_FWD,9.03,9.03,9.03,9.03,1.0,30972900.0,
CETS,2022-08-04,CNYRUB_TOM,CNYRUB_TOM,9.02,8.889,9.063,8.94,40123.0,52919846063.0,8.9339
CNGD,2022-08-04,CNYRUB_TOM,CNYRUB_TOM,9.026,8.892,9.06,8.94,8055.0,1160411466.98,
CETS,2022-08-04,CNY_TOM1W,CNYRUB_TOM1W,0.014,0.014,0.014,0.014,2.0,18004184000.0,0.014
CETS,2022-08-04,EUR_TODTOM,EUR000TODTOM,0.0136,-0.0661,0.0137,0.005,1070.0,56694567200.0,0.0118
CNGD,2022-08-04,EUR_TODTOM,EUR000TODTOM,-0.0167,-0.0167,0.0931,0.0267,756.0,10581131187.91,
CETS,2022-08-04,EURRUB_TMS,EURRUB_TMS,61.5,60.8525,61.8975,61.35,1190.0,18135561.89,61.2557
