BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2022-08-04,РЖД-19 обл,RU000A0JQ7Z2,32.0,324790.1,97.56,101.78,99.69,99.69,5.16,99.63,8.18,97.56,326.0,,99.71,99.69,0.0,519477.0,0.0,2024-07-08,664.0,8.22,,,7.85,39.14,,2022-08-04,1000.0,SUR,,,,,RUB,3
TQCB,2022-08-04,ДОМ.РФ14об,RU000A0JQAL8,1.0,1040.0,104.0,104.0,104.0,104.0,36.62,104.0,2.04,104.0,1.0,,102.57,104.0,0.0,2697700.0,0.0,2023-05-15,103.0,2.04,,,16.5,83.18,2022-11-15,2022-08-04,1000.0,SUR,,,,,RUB,3
TQCB,2022-08-04,РЖД-23 обл,RU000A0JQRD9,60.0,1534017.3,99.0,99.12,99.12,99.12,3.01,99.1,8.42,99.0,1548.0,99.1,99.1,99.12,1534017.3,1534017.3,1534017.3,2025-01-16,830.0,8.43,,,7.85,39.14,,2022-08-04,1000.0,SUR,,,,,RUB,3
TQCB,2022-08-04,ГлДорога 3,RU000A0JR4U9,2.0,2624.22,99.97,99.97,99.97,99.97,44.5,99.97,6.85,99.97,3.0,,90.2,99.97,0.0,322679640.51,0.0,2028-10-30,95.0,6.85,,,6.9,60.21,2022-11-07,2022-08-04,875.0,SUR,,,,,RUB,3
TQCB,2022-08-04,СЗКК 03,RU000A0JRU20,2.0,3283.42,99.49,99.5,99.5,99.5,32.41,99.5,15.45,99.49,4.0,,,99.5,0.0,0.0,0.0,2031-09-26,64.0,15.45,,,12.15,49.98,2022-10-07,2022-08-04,825.0,SUR,,,,,RUB,3
TQCB,2022-08-04,ВЭБ.РФ 21,RU000A0JS4Z7,1.0,1013.1,101.31,101.31,101.31,101.31,46.97,101.31,8.73,101.31,1.0,,102.13,101.31,0.0,591310.1,0.0,2032-02-17,199.0,8.73,,,10.99,54.8,2023-02-28,2022-08-04,1000.0,SUR,,,,,RUB,3
TQCB,2022-08-04,РЖД-32 обл,RU000A0JSGV0,79.0,126427581.1,101.1,101.78,101.26,101.34,7.32,101.41,8.61,101.24,124669.0,101.41,101.41,101.34,126427581.1,126427581.1,126427581.1,2032-06-25,329.0,8.43,,,9.9,49.36,2023-07-07,2022-08-04,1000.0,SUR,,,,,RUB,3
TQCB,2022-08-04,ФСК РС-22,RU000A0JSQ58,1.0,1034.7,103.47,103.47,103.47,103.47,2.01,101.49,7.36,103.47,1.0,100.14,100.13,103.47,510715.6,506679.6,510715.6,2027-07-21,674.0,8.48,,,9.15,45.62,2024-07-24,2022-08-04,1000.0,SUR,,7.2794,,2024-07-31,RUB,3
TQCB,2022-08-04,ВЭБ.РФ 18,RU000A0JT403,2.0,1978.0,98.9,98.9,98.9,98.9,26.27,98.9,8.4,98.9,2.0,,93.58,98.9,0.0,514695.6,0.0,2032-09-17,720.0,8.4,,,7.67,38.24,2024-09-27,2022-08-04,1000.0,SUR,,8.347,,2024-10-01,RUB,3
TQCB,2022-08-04,ВЭБ.РФ 19,RU000A0JT6B2,2.0,7852.6,98.15,98.16,98.15,98.16,24.39,98.16,8.87,98.16,8.0,,96.89,98.16,0.0,580386.7,0.0,2032-09-23,570.0,8.87,,,7.48,37.3,2024-04-04,2022-08-04,1000.0,SUR,,8.8031,,2024-04-08,RUB,3
