BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2022-10-28,РЖД-19 обл,RU000A0JQ7Z2,30.0,83480.7,99.17,100.89,99.41,99.41,23.44,99.38,8.39,100.89,84.0,,99.3,99.41,0.0,5078063.1,0.0,2024-07-08,579.0,8.41,,,7.85,39.14,,2022-10-28,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-28,ДОМ.РФ14об,RU000A0JQAL8,2.0,6153.0,102.55,102.55,102.55,102.55,75.04,102.55,-34.09,102.55,6.0,,103.49,102.55,0.0,503983.2,0.0,2023-05-15,18.0,-34.09,,,16.5,83.18,2022-11-15,2022-10-28,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-28,РЖД-23 обл,RU000A0JQRD9,44.0,1947360.2,98.66,98.79,98.75,98.75,21.29,98.75,8.65,98.74,1972.0,98.75,98.75,98.75,1947360.2,1947360.2,1947360.2,2025-01-16,744.0,8.65,,,7.85,39.14,,2022-10-28,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-28,ГлДорога 3,RU000A0JR4U9,16.0,14218.75,95.0,100.0,95.0,95.0,58.56,95.59,,100.0,17.0,,,95.0,0.0,0.0,0.0,2028-10-30,10.0,862.73,,,6.9,60.21,2022-11-07,2022-10-28,875.0,SUR,,,,,RUB,3
TQCB,2022-10-28,ДОМ.РФ18об,RU000A0JRDY3,2.0,10420.2,173.67,173.67,173.67,173.67,0.82,173.67,-51.28,173.67,20.0,,,173.67,0.0,0.0,0.0,2023-07-15,256.0,-51.28,,,7.71,5.83,,2022-10-28,300.0,SUR,,,,,RUB,3
TQCB,2022-10-28,СЗКК 03,RU000A0JRU20,1.0,7949.68,99.62,99.62,99.62,99.62,7.94,99.62,18.97,99.62,10.0,99.66,99.68,99.62,585333.41,500315.68,585333.41,2031-09-26,161.0,18.97,,,17.3,68.84,2023-04-07,2022-10-28,798.0,SUR,,,,,RUB,3
TQCB,2022-10-28,СЗКК 04,RU000A0JRU46,1.0,23940.0,100.0,100.0,100.0,100.0,7.94,100.0,17.94,100.0,30.0,,100.0,100.0,0.0,853860.0,0.0,2031-09-26,161.0,17.94,,,17.3,68.84,2023-04-07,2022-10-28,798.0,SUR,,,,,RUB,3
TQCB,2022-10-28,ЗСД 03,RU000A0JS4J1,1.0,1065.1,106.51,106.51,106.51,106.51,18.87,106.51,8.99,106.51,1.0,,,106.51,0.0,0.0,0.0,2032-02-06,2294.0,8.99,,,9.84,49.07,,2022-10-28,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-28,ВЭБ.РФ 21,RU000A0JS4Z7,3.0,11110.0,101.0,101.0,101.0,101.0,17.76,101.0,7.93,101.0,11.0,,102.83,101.0,0.0,537781.1,0.0,2032-02-17,123.0,7.93,,,10.99,54.8,2023-02-28,2022-10-28,1000.0,SUR,,,,,RUB,3
TQCB,2022-10-28,РЖД-32 обл,RU000A0JSGV0,14.0,137702.4,101.03,101.32,101.05,101.05,30.38,101.25,8.42,101.31,136.0,,101.08,101.05,0.0,735887.3,0.0,2032-06-25,244.0,8.1,,,9.9,49.36,2023-07-07,2022-10-28,1000.0,SUR,,,,,RUB,3
