BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2022-07-06,AMDRUB_TOM,AMDRUB_TOM,14.5,14.25,30.4,30.4,82.0,295709.0,18.9557
CNGD,2022-07-06,BYN_TODTOM,BYNRUBTODTOM,0.0121,0.0121,0.0121,0.0121,2.0,16039.9,
CETS,2022-07-06,BYNRUB_TOD,BYNRUB_TOD,22.885,22.885,23.54,23.54,2.0,4966285.0,23.5369
CETS,2022-07-06,BYNRUB_TOM,BYNRUB_TOM,22.8175,22.775,24.0,23.545,202.0,67100115.0,23.3311
CETS,2022-07-06,CNYRUB_TOD,CNY000000TOD,9.64,9.4195,9.8496,9.627,2080.0,3248408298.1,9.6486
CETS,2022-07-06,CNY_TODTOM,CNYRUBTODTOM,0.002199,0.00217,0.002397,0.00224,237.0,193691265065.2,0.002202
CNGD,2022-07-06,CNY_TODTOM,CNYRUBTODTOM,2.8e-05,-0.004,0.0051,0.004124,1897.0,5024718109.55,
CETS,2022-07-06,CNYRUB_TOM,CNYRUB_TOM,9.4,9.3811,9.8421,9.7485,39708.0,37428495383.8,9.5559
CNGD,2022-07-06,CNYRUB_TOM,CNYRUB_TOM,9.43,9.381,9.8439,9.7451,17363.0,1744872600.71,
CETS,2022-07-06,CNY_TOM1W,CNYRUB_TOM1W,0.0142,0.0142,0.0142,0.0142,1.0,23556430000.0,0.0142
CETS,2022-07-06,EUR_TODTOM,EUR000TODTOM,0.0108,0.0108,0.0182,0.0182,904.0,39286240590.0,0.0153
CNGD,2022-07-06,EUR_TODTOM,EUR000TODTOM,0.0,-0.0199,0.0979,0.0146,936.0,32221744075.88,
CETS,2022-07-06,EURRUB_TMS,EURRUB_TMS,63.4975,62.7,66.825,64.9975,3062.0,32389702.28,64.5772
CNGD,2022-07-06,EURRUB_TMS,EURRUB_TMS,64.6,64.6,64.6,64.6,2.0,19.38,
CETS,2022-07-06,EURUSD_TOD,EURUSD000TOD,1.0335,1.016,1.035,1.0165,444.0,1066793154.95,1.0252
CNGD,2022-07-06,EURUSD_TOD,EURUSD000TOD,1.04333,1.02267,1.04433,1.04333,1243.0,34115588.19,
CETS,2022-07-06,EURUSD_TOM,EURUSD000TOM,1.03597,1.01541,1.039,1.02347,5495.0,18755799900.17,1.02381
CNGD,2022-07-06,EURUSD_TOM,EURUSD000TOM,1.04333,1.02267,1.04433,1.04333,1243.0,34115588.19,
CETS,2022-07-06,EURUSDTDTM,EURUSDTODTOM,0.0,-1e-06,5.9e-05,5.9e-05,66.0,42827403992.18,7e-06
CNGD,2022-07-06,EURUSDTDTM,EURUSDTODTOM,-0.000326,-0.000326,0.000496,2e-05,20.0,246280975.28,
CETS,2022-07-06,EURRUB_TOD,EUR_RUB__TOD,63.495,62.7775,66.57,63.75,9629.0,24789981010.0,64.3787
CNGD,2022-07-06,EURRUB_TOD,EUR_RUB__TOD,65.6122,64.2981,65.8647,65.6803,7560.0,163798808.25,
